
Spine Intensity Max Ch=1 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2,,Spine,1,0,Image 1,1,1,100000003,610000000862,
2,,Spine,1,0,Image 1,1,1,100000000,610000000864,
3,,Spine,1,7,Image 1,4,1,100000001,610000000867,
8,,Spine,1,0,Image 1,1,1,100000001,610000000869,
1,,Spine,1,0,Image 1,1,1,100000001,610000000871,
4,,Spine,1,2,Image 1,3,1,100000002,610000000874,
12,,Spine,1,0,Image 1,1,1,100000002,610000000876,
4,,Spine,1,0,Image 1,1,1,100000000,610000000880,
8,,Spine,1,0,Image 1,1,1,100000001,610000000883,
1,,Spine,1,0,Image 1,1,1,100000000,610000000885,
19,,Spine,1,0,Image 1,1,1,100000000,610000000887,
1,,Spine,1,0,Image 1,1,1,100000001,610000000891,
3,,Spine,1,0,Image 1,1,1,100000001,610000000894,
1,,Spine,1,0,Image 1,1,1,100000000,610000000896,
3,,Spine,1,0,Image 1,1,1,100000000,610000000898,
4,,Spine,1,0,Image 1,1,1,100000000,610000000902,
3,,Spine,1,0,Image 1,1,1,100000001,610000000906,
5,,Spine,1,0,Image 1,1,1,100000000,610000000910,
2,,Spine,1,0,Image 1,1,1,100000000,610000000914,
2,,Spine,1,0,Image 1,1,1,100000000,610000000917,
5,,Spine,1,0,Image 1,1,1,100000000,610000000921,
14,,Spine,1,0,Image 1,1,1,100000000,610000000925,
2,,Spine,1,0,Image 1,1,1,100000001,610000000927,
4,,Spine,1,0,Image 1,1,1,100000000,610000000930,
4,,Spine,1,0,Image 1,1,1,100000000,610000000933,
3,,Spine,1,0,Image 1,1,1,100000001,610000000936,
2,,Spine,1,0,Image 1,1,1,100000003,610000000939,
6,,Spine,1,0,Image 1,1,1,100000000,610000000945,
3,,Spine,1,0,Image 1,1,1,100000000,610000000948,
2,,Spine,1,0,Image 1,1,1,100000000,610000000950,
3,,Spine,1,0,Image 1,1,1,100000000,610000000954,
12,,Spine,1,0,Image 1,1,1,100000001,610000000958,
14,,Spine,1,0,Image 1,1,1,100000001,610000000960,
3,,Spine,1,0,Image 1,1,1,100000000,610000000962,
3,,Spine,1,0,Image 1,1,1,100000000,610000000965,
1,,Spine,1,0,Image 1,1,1,100000000,610000000968,
4,,Spine,1,3,Image 1,2,1,100000001,610000000973,
5,,Spine,1,0,Image 1,1,1,100000000,610000000976,
6,,Spine,1,0,Image 1,1,1,100000000,610000000989,
4,,Spine,1,0,Image 1,1,1,100000000,610000000993,
5,,Spine,1,0,Image 1,1,1,100000000,610000000998,
3,,Spine,1,0,Image 1,1,1,100000000,610000001009,
3,,Spine,1,0,Image 1,1,1,100000000,610000001017,
3,,Spine,1,0,Image 1,1,1,100000000,610000001029,
3,,Spine,1,0,Image 1,1,1,100000000,610000001030,
5,,Spine,1,0,Image 1,1,1,100000000,610000001033,
3,,Spine,1,7,Image 1,4,1,100000001,610000001037,
3,,Spine,1,7,Image 1,4,1,100000001,610000001038,
4,,Spine,1,3,Image 1,2,1,100000001,610000001039,
4,,Spine,1,3,Image 1,2,1,100000001,610000001040,
5,,Spine,1,4,Image 1,2,1,100000001,610000001041,
3,,Spine,1,5,Image 1,2,1,100000001,610000001042,
21,,Spine,1,3,Image 1,1,1,100000001,610000001043,
5,,Spine,1,1,Image 1,1,1,100000001,610000001044,
4,,Spine,1,1,Image 1,1,1,100000001,610000001045,
2,,Spine,1,1,Image 1,1,1,100000001,610000001046,
38,,Spine,1,2,Image 1,3,1,100000001,610000001047,
3,,Spine,1,0,Image 1,1,1,100000001,610000001050,
1,,Spine,1,0,Image 1,1,1,100000001,610000001051,
2,,Spine,1,0,Image 1,1,1,100000001,610000001052,
3,,Spine,1,0,Image 1,1,1,100000001,610000001054,
2,,Spine,1,2,Image 1,3,1,100000002,610000001060,
2,,Spine,1,2,Image 1,3,1,100000002,610000001061,
4,,Spine,1,2,Image 1,3,1,100000002,610000001062,
3,,Spine,1,3,Image 1,1,1,100000002,610000001063,
23,,Spine,1,0,Image 1,1,1,100000002,610000001064,
3,,Spine,1,0,Image 1,1,1,100000002,610000001065,
3,,Spine,1,0,Image 1,1,1,100000002,610000001066,
2,,Spine,1,0,Image 1,1,1,100000002,610000001067,
3,,Spine,1,0,Image 1,1,1,100000002,610000001068,
