
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.169601,0.162689,0,µm,Spine,Spine Part Max Diameter,,,1,100000003,610000000862,
0.192614,0.248365,0,µm,Spine,Spine Part Max Diameter,,,1,100000003,610000000939,
0.37974,0.37974,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000864,
0.228211,0.228211,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000869,
0.350534,0.350534,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000871,
0.306062,0.220638,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000000876,
0.310717,0.648933,0.321416,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000880,
0.257733,0.468352,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000883,
0.165803,0.162334,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000885,
0.402855,0.402855,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000887,
0.238428,0.16947,0.162334,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000891,
0.393502,1.35818,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000894,
0.162334,0.162334,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000896,
0.309563,0.309563,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000898,
0.348213,0.597044,0.428088,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000902,
0.272871,0.616114,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000906,
0.25136,0.670784,0.442614,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000910,
0.377495,0.656378,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000914,
0.28028,0.397591,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000917,
0.533285,0.73437,0.644703,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000921,
0.459639,0.485641,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000925,
0.399948,0.399948,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000927,
0.598672,0.380743,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000930,
0.637267,0.759722,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000933,
0.341092,0.281449,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000936,
0.321416,0.648933,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000945,
0.487229,0.855921,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000948,
0.637248,0.637248,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000950,
0.356701,0.656015,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000954,
0.468352,0.468352,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000958,
0.844685,0.844685,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000000960,
0.317001,0.317001,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000962,
0.386586,0.325315,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000965,
0.265045,0.265045,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000968,
0.442614,0.670784,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000976,
0.543839,0.543839,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000989,
0.855921,0.855921,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000993,
0.529488,0.529488,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000998,
0.329767,0.242792,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001009,
0.558151,0.558151,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001017,
0.436387,0.334814,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001029,
