
Spine Max Diameter
 ==================== 
Spine Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.33287,µm,Spine,3,3,1,100000001,610000000875,
0.326269,µm,Spine,4,5,1,100000001,610000000884,
0.596598,µm,Spine,0,1,1,100000000,610000000888,
0.33287,µm,Spine,3,3,1,100000001,610000000898,
0.480027,µm,Spine,6,3,1,100000000,610000000901,
0.319093,µm,Spine,2,2,1,100000001,610000000907,
0.33287,µm,Spine,3,3,1,100000001,610000000915,
0.326269,µm,Spine,4,5,1,100000001,610000000919,
0.33287,µm,Spine,3,3,1,100000001,610000000927,
0.324668,µm,Spine,7,7,1,100000001,610000000933,
0.33287,µm,Spine,3,3,1,100000001,610000000939,
0.339945,µm,Spine,6,4,1,100000000,610000000941,
0.319093,µm,Spine,2,2,1,100000001,610000000945,
0.33287,µm,Spine,3,3,1,100000001,610000000951,
0.290675,µm,Spine,4,5,1,100000001,610000000954,
0.324668,µm,Spine,7,7,1,100000001,610000000960,
0.391524,µm,Spine,4,4,1,100000001,610000000962,
0.455575,µm,Spine,1,1,1,100000000,610000000964,
0.229225,µm,Spine,7,7,1,100000001,610000000967,
0.243501,µm,Spine,1,2,1,100000000,610000000971,
0.409159,µm,Spine,1,1,1,100000000,610000000976,
0.324668,µm,Spine,7,7,1,100000001,610000000982,
0.33287,µm,Spine,3,3,1,100000001,610000000985,
0.389704,µm,Spine,2,1,1,100000000,610000000992,
0.192772,µm,Spine,1,2,1,100000000,610000000996,
0.381238,µm,Spine,12,9,1,100000001,610000000998,
0.408388,µm,Spine,1,1,1,100000000,610000001000,
0.33287,µm,Spine,3,3,1,100000001,610000001006,
0.408388,µm,Spine,1,1,1,100000000,610000001010,
0.655714,µm,Spine,3,2,1,100000000,610000001013,
0.453743,µm,Spine,5,2,1,100000000,610000001016,
0.349578,µm,Spine,5,3,1,100000000,610000001027,
0.310324,µm,Spine,5,2,1,100000000,610000001028,
0.324171,µm,Spine,5,2,1,100000000,610000001029,
0.464162,µm,Spine,5,2,1,100000000,610000001030,
0.559608,µm,Spine,4,2,1,100000000,610000001031,
0.608988,µm,Spine,4,3,1,100000000,610000001032,
0.655714,µm,Spine,3,2,1,100000000,610000001033,
0.549145,µm,Spine,2,1,1,100000000,610000001034,
0.409159,µm,Spine,1,1,1,100000000,610000001035,
0.39833,µm,Spine,1,1,1,100000000,610000001036,
0.373825,µm,Spine,1,1,1,100000000,610000001037,
0.353603,µm,Spine,1,1,1,100000000,610000001038,
0.302999,µm,Spine,0,1,1,100000000,610000001041,
0.455575,µm,Spine,1,2,1,100000000,610000001045,
0.396882,µm,Spine,12,9,1,100000001,610000001047,
0.325382,µm,Spine,8,8,1,100000001,610000001048,
0.309416,µm,Spine,7,7,1,100000001,610000001049,
0.229225,µm,Spine,7,7,1,100000001,610000001050,
0.314849,µm,Spine,6,5,1,100000001,610000001051,
0.303178,µm,Spine,5,5,1,100000001,610000001052,
0.33287,µm,Spine,3,3,1,100000001,610000001053,
0.274784,µm,Spine,2,2,1,100000001,610000001054,
0.296729,µm,Spine,2,2,1,100000001,610000001055,
