
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Segment,2,8,Image 1,7,1,100000001,510000000015,
10,,Segment,2,7,Image 1,6,1,100000001,510000000024,
14,,Segment,2,6,Image 1,6,1,100000001,510000000037,
34,,Segment,2,5,Image 1,5,1,100000001,510000000070,
16,,Segment,2,4,Image 1,5,1,100000001,510000000085,
31,,Segment,2,3,Image 1,4,1,100000001,510000000115,
17,,Segment,2,2,Image 1,3,1,100000001,510000000131,
6,,Segment,2,1,Image 1,2,1,100000001,510000000136,
11,,Segment,2,12,Image 1,10,1,100000001,510000000148,
8,,Segment,2,11,Image 1,9,1,100000001,510000000155,
6,,Segment,2,10,Image 1,9,1,100000001,510000000160,
13,,Segment,2,8,Image 1,8,1,100000001,510000000173,
71,,Segment,2,7,Image 1,7,1,100000001,510000000243,
19,,Segment,2,12,Image 1,9,1,100000001,510000000261,
3,,Segment,2,11,Image 1,10,1,100000001,510000000263,
3,,Segment,2,9,Image 1,9,1,100000001,510000000265,
10,,Segment,2,8,Image 1,7,1,100000001,510000000275,
24,,Segment,2,5,Image 1,6,1,100000001,510000000298,
4,,Segment,2,6,Image 1,5,1,100000001,510000000301,
29,,Segment,2,4,Image 1,4,1,100000001,510000000329,
9,,Segment,2,3,Image 1,3,1,100000001,510000000337,
18,,Segment,2,6,Image 1,4,1,100000000,510000000354,
44,,Segment,2,5,Image 1,3,1,100000000,510000000397,
6,,Segment,2,4,Image 1,2,1,100000000,510000000402,
4,,Segment,2,3,Image 1,2,1,100000000,510000000405,
27,,Segment,2,1,Image 1,1,1,100000000,510000000432,
14,,Segment,2,0,Image 1,1,1,100000000,510000000455,
58,,Segment,2,5,Image 1,2,1,100000000,510000000513,
5,,Segment,2,6,Image 1,3,1,100000000,510000000517,
46,,Segment,2,2,Image 1,2,1,100000001,510000000562,
9,,Segment,2,3,Image 1,2,1,100000001,510000000570,
34,,Segment,2,2,Image 1,2,1,100000001,510000000603,
27,,Segment,2,1,Image 1,1,1,100000001,510000000629,
11,,Segment,2,3,Image 1,3,1,100000001,510000000639,
39,,Segment,2,1,Image 1,2,1,100000000,510000000680,
4,,Segment,2,4,Image 1,3,1,100000000,510000000683,
9,,Segment,2,2,Image 1,2,1,100000000,510000000691,
3,,Segment,2,4,Image 1,2,1,100000000,510000000693,
4,,Segment,2,2,Image 1,1,1,100000001,510000000730,
5,,Segment,2,0,Image 1,1,1,100000000,510000000774,
4,,Segment,2,1,Image 1,1,1,100000000,510000000777,
2,,Segment,2,0,Image 1,1,1,100000000,510000000779,
3,,Segment,2,1,Image 1,2,1,100000000,510000000781,
2,,Segment,2,2,Image 1,1,1,100000000,510000000785,
2,,Segment,2,3,Image 1,1,1,100000000,510000000786,
2,,Segment,2,4,Image 1,1,1,100000000,510000000787,
2,,Segment,2,0,Image 1,1,1,100000001,510000000789,
2,,Segment,2,8,Image 1,6,1,100000001,510000000790,
2,,Segment,2,9,Image 1,8,1,100000001,510000000791,
2,,Segment,2,10,Image 1,8,1,100000001,510000000792,
