
Segment Center Intensity Mean Ch=2 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
39.8571,,Segment,2,8,Image 1,7,1,100000001,510000000015,
24.4,,Segment,2,7,Image 1,6,1,100000001,510000000024,
35.2143,,Segment,2,6,Image 1,6,1,100000001,510000000037,
50.6176,,Segment,2,5,Image 1,5,1,100000001,510000000070,
47,,Segment,2,4,Image 1,5,1,100000001,510000000085,
52.4839,,Segment,2,3,Image 1,4,1,100000001,510000000115,
56.1176,,Segment,2,2,Image 1,3,1,100000001,510000000131,
66.8333,,Segment,2,1,Image 1,2,1,100000001,510000000136,
45.9091,,Segment,2,12,Image 1,10,1,100000001,510000000148,
66.5,,Segment,2,11,Image 1,9,1,100000001,510000000155,
72.6667,,Segment,2,10,Image 1,9,1,100000001,510000000160,
81.1538,,Segment,2,8,Image 1,8,1,100000001,510000000173,
65.5493,,Segment,2,7,Image 1,7,1,100000001,510000000243,
63.6316,,Segment,2,12,Image 1,9,1,100000001,510000000261,
57.6667,,Segment,2,11,Image 1,10,1,100000001,510000000263,
60.3333,,Segment,2,9,Image 1,9,1,100000001,510000000265,
55.6,,Segment,2,8,Image 1,7,1,100000001,510000000275,
34.5,,Segment,2,5,Image 1,6,1,100000001,510000000298,
43.75,,Segment,2,6,Image 1,5,1,100000001,510000000301,
56.1724,,Segment,2,4,Image 1,4,1,100000001,510000000329,
45.1111,,Segment,2,3,Image 1,3,1,100000001,510000000337,
30.1667,,Segment,2,6,Image 1,4,1,100000000,510000000354,
42.5,,Segment,2,5,Image 1,3,1,100000000,510000000397,
81.1667,,Segment,2,4,Image 1,2,1,100000000,510000000402,
77,,Segment,2,3,Image 1,2,1,100000000,510000000405,
55.4815,,Segment,2,1,Image 1,1,1,100000000,510000000432,
48.6429,,Segment,2,0,Image 1,1,1,100000000,510000000455,
36.1379,,Segment,2,5,Image 1,2,1,100000000,510000000513,
26.4,,Segment,2,6,Image 1,3,1,100000000,510000000517,
30.5,,Segment,2,2,Image 1,2,1,100000001,510000000562,
24.5556,,Segment,2,3,Image 1,2,1,100000001,510000000570,
32.8824,,Segment,2,2,Image 1,2,1,100000001,510000000603,
48.3704,,Segment,2,1,Image 1,1,1,100000001,510000000629,
23.3636,,Segment,2,3,Image 1,3,1,100000001,510000000639,
33.8205,,Segment,2,1,Image 1,2,1,100000000,510000000680,
66.5,,Segment,2,4,Image 1,3,1,100000000,510000000683,
67.8889,,Segment,2,2,Image 1,2,1,100000000,510000000691,
79.3333,,Segment,2,4,Image 1,2,1,100000000,510000000693,
30.25,,Segment,2,2,Image 1,1,1,100000001,510000000730,
17.8,,Segment,2,0,Image 1,1,1,100000000,510000000774,
42.5,,Segment,2,1,Image 1,1,1,100000000,510000000777,
82.5,,Segment,2,0,Image 1,1,1,100000000,510000000779,
48.3333,,Segment,2,1,Image 1,2,1,100000000,510000000781,
78,,Segment,2,2,Image 1,1,1,100000000,510000000785,
80,,Segment,2,3,Image 1,1,1,100000000,510000000786,
87.5,,Segment,2,4,Image 1,1,1,100000000,510000000787,
77,,Segment,2,0,Image 1,1,1,100000001,510000000789,
35,,Segment,2,8,Image 1,6,1,100000001,510000000790,
79,,Segment,2,9,Image 1,8,1,100000001,510000000791,
64,,Segment,2,10,Image 1,8,1,100000001,510000000792,
