
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.273477,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000875,
0.22496,µm,Spine,Spine Part Max Diameter,4,5,1,100000001,610000000884,
0.298343,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000000888,
0.32282,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000898,
0.253647,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000000901,
0.190235,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000000907,
0.32282,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000915,
0.326269,µm,Spine,Spine Part Max Diameter,4,5,1,100000001,610000000919,
0.313524,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000927,
0.216699,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000000933,
0.178092,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000939,
0.177496,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000000941,
0.165505,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000000945,
0.28779,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000951,
0.290675,µm,Spine,Spine Part Max Diameter,4,5,1,100000001,610000000954,
0.216699,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000000960,
0.273725,µm,Spine,Spine Part Max Diameter,4,4,1,100000001,610000000962,
0.254563,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000000964,
0.201813,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000000967,
0.162334,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000000971,
0.162334,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000000976,
0.213063,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000000982,
0.264607,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000000985,
0.267062,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000000992,
0.162334,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000000996,
0.213155,µm,Spine,Spine Part Max Diameter,12,9,1,100000001,610000000998,
0.243501,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001000,
0.162334,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000001006,
0.385543,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001010,
0.162334,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000001013,
0.361585,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000001016,
0.281247,µm,Spine,Spine Part Max Diameter,5,3,1,100000000,610000001027,
0.251068,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000001028,
0.162334,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000001029,
0.322171,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000001030,
0.559608,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000001031,
0.608988,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000001032,
0.480697,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000001033,
0.549145,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000001034,
0.340028,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001035,
0.341801,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001036,
0.373825,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001037,
0.333201,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000001038,
0.239696,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001041,
0.297613,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000001045,
0.279873,µm,Spine,Spine Part Max Diameter,12,9,1,100000001,610000001047,
0.325382,µm,Spine,Spine Part Max Diameter,8,8,1,100000001,610000001048,
0.248574,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000001049,
0.217736,µm,Spine,Spine Part Max Diameter,7,7,1,100000001,610000001050,
0.30126,µm,Spine,Spine Part Max Diameter,6,5,1,100000001,610000001051,
0.284084,µm,Spine,Spine Part Max Diameter,5,5,1,100000001,610000001052,
0.241177,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000001053,
0.234177,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000001054,
0.243111,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000001055,
