
Spine Time
 ==================== 
Spine Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,3,3,1,100000001,610000000875,
0,s,Spine,4,5,1,100000001,610000000884,
0,s,Spine,0,1,1,100000000,610000000888,
0,s,Spine,3,3,1,100000001,610000000898,
0,s,Spine,6,3,1,100000000,610000000901,
0,s,Spine,2,2,1,100000001,610000000907,
0,s,Spine,3,3,1,100000001,610000000915,
0,s,Spine,4,5,1,100000001,610000000919,
0,s,Spine,3,3,1,100000001,610000000927,
0,s,Spine,7,7,1,100000001,610000000933,
0,s,Spine,3,3,1,100000001,610000000939,
0,s,Spine,6,4,1,100000000,610000000941,
0,s,Spine,2,2,1,100000001,610000000945,
0,s,Spine,3,3,1,100000001,610000000951,
0,s,Spine,4,5,1,100000001,610000000954,
0,s,Spine,7,7,1,100000001,610000000960,
0,s,Spine,4,4,1,100000001,610000000962,
0,s,Spine,1,1,1,100000000,610000000964,
0,s,Spine,7,7,1,100000001,610000000967,
0,s,Spine,1,2,1,100000000,610000000971,
0,s,Spine,1,1,1,100000000,610000000976,
0,s,Spine,7,7,1,100000001,610000000982,
0,s,Spine,3,3,1,100000001,610000000985,
0,s,Spine,2,1,1,100000000,610000000992,
0,s,Spine,1,2,1,100000000,610000000996,
0,s,Spine,12,9,1,100000001,610000000998,
0,s,Spine,1,1,1,100000000,610000001000,
0,s,Spine,3,3,1,100000001,610000001006,
0,s,Spine,1,1,1,100000000,610000001010,
0,s,Spine,3,2,1,100000000,610000001013,
0,s,Spine,5,2,1,100000000,610000001016,
0,s,Spine,5,3,1,100000000,610000001027,
0,s,Spine,5,2,1,100000000,610000001028,
0,s,Spine,5,2,1,100000000,610000001029,
0,s,Spine,5,2,1,100000000,610000001030,
0,s,Spine,4,2,1,100000000,610000001031,
0,s,Spine,4,3,1,100000000,610000001032,
0,s,Spine,3,2,1,100000000,610000001033,
0,s,Spine,2,1,1,100000000,610000001034,
0,s,Spine,1,1,1,100000000,610000001035,
0,s,Spine,1,1,1,100000000,610000001036,
0,s,Spine,1,1,1,100000000,610000001037,
0,s,Spine,1,1,1,100000000,610000001038,
0,s,Spine,0,1,1,100000000,610000001041,
0,s,Spine,1,2,1,100000000,610000001045,
0,s,Spine,12,9,1,100000001,610000001047,
0,s,Spine,8,8,1,100000001,610000001048,
0,s,Spine,7,7,1,100000001,610000001049,
0,s,Spine,7,7,1,100000001,610000001050,
0,s,Spine,6,5,1,100000001,610000001051,
0,s,Spine,5,5,1,100000001,610000001052,
0,s,Spine,3,3,1,100000001,610000001053,
0,s,Spine,2,2,1,100000001,610000001054,
0,s,Spine,2,2,1,100000001,610000001055,
