
Spine Number of Voxel Ch=3 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
134,,Spine,3,3,Image 1,3,1,100000001,610000000875,
49,,Spine,3,4,Image 1,5,1,100000001,610000000884,
399,,Spine,3,0,Image 1,1,1,100000000,610000000888,
131,,Spine,3,3,Image 1,3,1,100000001,610000000898,
255,,Spine,3,6,Image 1,3,1,100000000,610000000901,
75,,Spine,3,2,Image 1,2,1,100000001,610000000907,
130,,Spine,3,3,Image 1,3,1,100000001,610000000915,
44,,Spine,3,4,Image 1,5,1,100000001,610000000919,
120,,Spine,3,3,Image 1,3,1,100000001,610000000927,
69,,Spine,3,7,Image 1,7,1,100000001,610000000933,
104,,Spine,3,3,Image 1,3,1,100000001,610000000939,
85,,Spine,3,6,Image 1,4,1,100000000,610000000941,
60,,Spine,3,2,Image 1,2,1,100000001,610000000945,
107,,Spine,3,3,Image 1,3,1,100000001,610000000951,
36,,Spine,3,4,Image 1,5,1,100000001,610000000954,
68,,Spine,3,7,Image 1,7,1,100000001,610000000960,
125,,Spine,3,4,Image 1,4,1,100000001,610000000962,
183,,Spine,3,1,Image 1,1,1,100000000,610000000964,
31,,Spine,3,7,Image 1,7,1,100000001,610000000967,
33,,Spine,3,1,Image 1,2,1,100000000,610000000971,
161,,Spine,3,1,Image 1,1,1,100000000,610000000976,
44,,Spine,3,7,Image 1,7,1,100000001,610000000982,
106,,Spine,3,3,Image 1,3,1,100000001,610000000985,
121,,Spine,3,2,Image 1,1,1,100000000,610000000992,
13,,Spine,3,1,Image 1,2,1,100000000,610000000996,
116,,Spine,3,12,Image 1,9,1,100000001,610000000998,
107,,Spine,3,1,Image 1,1,1,100000000,610000001000,
80,,Spine,3,3,Image 1,3,1,100000001,610000001006,
131,,Spine,3,1,Image 1,1,1,100000000,610000001010,
487,,Spine,3,3,Image 1,2,1,100000000,610000001013,
193,,Spine,3,5,Image 1,2,1,100000000,610000001016,
84,,Spine,3,5,Image 1,3,1,100000000,610000001027,
63,,Spine,3,5,Image 1,2,1,100000000,610000001028,
65,,Spine,3,5,Image 1,2,1,100000000,610000001029,
163,,Spine,3,5,Image 1,2,1,100000000,610000001030,
356,,Spine,3,4,Image 1,2,1,100000000,610000001031,
340,,Spine,3,4,Image 1,3,1,100000000,610000001032,
494,,Spine,3,3,Image 1,2,1,100000000,610000001033,
155,,Spine,3,2,Image 1,1,1,100000000,610000001034,
121,,Spine,3,1,Image 1,1,1,100000000,610000001035,
135,,Spine,3,1,Image 1,1,1,100000000,610000001036,
110,,Spine,3,1,Image 1,1,1,100000000,610000001037,
107,,Spine,3,1,Image 1,1,1,100000000,610000001038,
64,,Spine,3,0,Image 1,1,1,100000000,610000001041,
162,,Spine,3,1,Image 1,2,1,100000000,610000001045,
109,,Spine,3,12,Image 1,9,1,100000001,610000001047,
91,,Spine,3,8,Image 1,8,1,100000001,610000001048,
54,,Spine,3,7,Image 1,7,1,100000001,610000001049,
21,,Spine,3,7,Image 1,7,1,100000001,610000001050,
87,,Spine,3,6,Image 1,5,1,100000001,610000001051,
82,,Spine,3,5,Image 1,5,1,100000001,610000001052,
63,,Spine,3,3,Image 1,3,1,100000001,610000001053,
48,,Spine,3,2,Image 1,2,1,100000001,610000001054,
66,,Spine,3,2,Image 1,2,1,100000001,610000001055,
