
Spine Center Intensity Mean Ch=1 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.66667,,Spine,1,3,Image 1,3,1,100000001,610000000875,
0.8,,Spine,1,4,Image 1,5,1,100000001,610000000884,
0.2,,Spine,1,0,Image 1,1,1,100000000,610000000888,
1.45455,,Spine,1,3,Image 1,3,1,100000001,610000000898,
0.5,,Spine,1,6,Image 1,3,1,100000000,610000000901,
0.857143,,Spine,1,2,Image 1,2,1,100000001,610000000907,
1.55556,,Spine,1,3,Image 1,3,1,100000001,610000000915,
1,,Spine,1,4,Image 1,5,1,100000001,610000000919,
1.44444,,Spine,1,3,Image 1,3,1,100000001,610000000927,
0.428571,,Spine,1,7,Image 1,7,1,100000001,610000000933,
0.285714,,Spine,1,3,Image 1,3,1,100000001,610000000939,
0,,Spine,1,6,Image 1,4,1,100000000,610000000941,
0.8,,Spine,1,2,Image 1,2,1,100000001,610000000945,
1.71429,,Spine,1,3,Image 1,3,1,100000001,610000000951,
0.75,,Spine,1,4,Image 1,5,1,100000001,610000000954,
0.285714,,Spine,1,7,Image 1,7,1,100000001,610000000960,
0.333333,,Spine,1,4,Image 1,4,1,100000001,610000000962,
0,,Spine,1,1,Image 1,1,1,100000000,610000000964,
1.5,,Spine,1,7,Image 1,7,1,100000001,610000000967,
1,,Spine,1,1,Image 1,2,1,100000000,610000000971,
1,,Spine,1,1,Image 1,1,1,100000000,610000000976,
0,,Spine,1,7,Image 1,7,1,100000001,610000000982,
0.25,,Spine,1,3,Image 1,3,1,100000001,610000000985,
1.5,,Spine,1,2,Image 1,1,1,100000000,610000000992,
1,,Spine,1,1,Image 1,2,1,100000000,610000000996,
1,,Spine,1,12,Image 1,9,1,100000001,610000000998,
1.33333,,Spine,1,1,Image 1,1,1,100000000,610000001000,
1.66667,,Spine,1,3,Image 1,3,1,100000001,610000001006,
1,,Spine,1,1,Image 1,1,1,100000000,610000001010,
1,,Spine,1,3,Image 1,2,1,100000000,610000001013,
2,,Spine,1,5,Image 1,2,1,100000000,610000001016,
0,,Spine,1,5,Image 1,3,1,100000000,610000001027,
0,,Spine,1,5,Image 1,2,1,100000000,610000001028,
3,,Spine,1,5,Image 1,2,1,100000000,610000001029,
0,,Spine,1,5,Image 1,2,1,100000000,610000001030,
0.5,,Spine,1,4,Image 1,2,1,100000000,610000001031,
1.5,,Spine,1,4,Image 1,3,1,100000000,610000001032,
2,,Spine,1,3,Image 1,2,1,100000000,610000001033,
1,,Spine,1,2,Image 1,1,1,100000000,610000001034,
1,,Spine,1,1,Image 1,1,1,100000000,610000001035,
2.5,,Spine,1,1,Image 1,1,1,100000000,610000001036,
1,,Spine,1,1,Image 1,1,1,100000000,610000001037,
0.5,,Spine,1,1,Image 1,1,1,100000000,610000001038,
0,,Spine,1,0,Image 1,1,1,100000000,610000001041,
0,,Spine,1,1,Image 1,2,1,100000000,610000001045,
0,,Spine,1,12,Image 1,9,1,100000001,610000001047,
0,,Spine,1,8,Image 1,8,1,100000001,610000001048,
0,,Spine,1,7,Image 1,7,1,100000001,610000001049,
1,,Spine,1,7,Image 1,7,1,100000001,610000001050,
0.5,,Spine,1,6,Image 1,5,1,100000001,610000001051,
11,,Spine,1,5,Image 1,5,1,100000001,610000001052,
0.5,,Spine,1,3,Image 1,3,1,100000001,610000001053,
0.5,,Spine,1,2,Image 1,2,1,100000001,610000001054,
0,,Spine,1,2,Image 1,2,1,100000001,610000001055,
