
Segment Number of Voxel Ch=5 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
119,,Segment,5,8,Image 1,7,1,100000001,510000000015,
218,,Segment,5,7,Image 1,6,1,100000001,510000000024,
190,,Segment,5,6,Image 1,6,1,100000001,510000000037,
562,,Segment,5,5,Image 1,5,1,100000001,510000000070,
253,,Segment,5,4,Image 1,5,1,100000001,510000000085,
136,,Segment,5,3,Image 1,4,1,100000001,510000000115,
100,,Segment,5,2,Image 1,3,1,100000001,510000000131,
44,,Segment,5,1,Image 1,2,1,100000001,510000000136,
163,,Segment,5,12,Image 1,10,1,100000001,510000000148,
218,,Segment,5,11,Image 1,9,1,100000001,510000000155,
173,,Segment,5,10,Image 1,9,1,100000001,510000000160,
272,,Segment,5,8,Image 1,8,1,100000001,510000000173,
836,,Segment,5,7,Image 1,7,1,100000001,510000000243,
472,,Segment,5,12,Image 1,9,1,100000001,510000000261,
99,,Segment,5,11,Image 1,10,1,100000001,510000000263,
97,,Segment,5,9,Image 1,9,1,100000001,510000000265,
224,,Segment,5,8,Image 1,7,1,100000001,510000000275,
302,,Segment,5,5,Image 1,6,1,100000001,510000000298,
102,,Segment,5,6,Image 1,5,1,100000001,510000000301,
344,,Segment,5,4,Image 1,4,1,100000001,510000000329,
174,,Segment,5,3,Image 1,3,1,100000001,510000000337,
381,,Segment,5,6,Image 1,4,1,100000000,510000000354,
886,,Segment,5,5,Image 1,3,1,100000000,510000000397,
518,,Segment,5,4,Image 1,2,1,100000000,510000000402,
462,,Segment,5,3,Image 1,2,1,100000000,510000000405,
735,,Segment,5,1,Image 1,1,1,100000000,510000000432,
446,,Segment,5,0,Image 1,1,1,100000000,510000000455,
1306,,Segment,5,5,Image 1,2,1,100000000,510000000513,
229,,Segment,5,6,Image 1,3,1,100000000,510000000517,
861,,Segment,5,2,Image 1,2,1,100000001,510000000562,
307,,Segment,5,3,Image 1,2,1,100000001,510000000570,
617,,Segment,5,2,Image 1,2,1,100000001,510000000603,
709,,Segment,5,1,Image 1,1,1,100000001,510000000629,
146,,Segment,5,3,Image 1,3,1,100000001,510000000639,
1100,,Segment,5,1,Image 1,2,1,100000000,510000000680,
524,,Segment,5,4,Image 1,3,1,100000000,510000000683,
105,,Segment,5,2,Image 1,2,1,100000000,510000000691,
461,,Segment,5,4,Image 1,2,1,100000000,510000000693,
158,,Segment,5,2,Image 1,1,1,100000001,510000000730,
143,,Segment,5,0,Image 1,1,1,100000000,510000000774,
366,,Segment,5,1,Image 1,1,1,100000000,510000000777,
49,,Segment,5,0,Image 1,1,1,100000000,510000000779,
162,,Segment,5,1,Image 1,2,1,100000000,510000000781,
67,,Segment,5,2,Image 1,1,1,100000000,510000000785,
297,,Segment,5,3,Image 1,1,1,100000000,510000000786,
792,,Segment,5,4,Image 1,1,1,100000000,510000000787,
5320,,Segment,5,0,Image 1,1,1,100000001,510000000789,
96,,Segment,5,8,Image 1,6,1,100000001,510000000790,
67,,Segment,5,9,Image 1,8,1,100000001,510000000791,
159,,Segment,5,10,Image 1,8,1,100000001,510000000792,
