
Spine Intensity Mean Ch=5 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,5,1,Image 1,1,1,100000000,610000001873,
0,,Spine,5,0,Image 1,1,1,100000000,610000001876,
15.5732,,Spine,5,3,Image 1,1,1,100000002,610000001880,
0,,Spine,5,1,Image 1,1,1,100000000,610000001883,
0,,Spine,5,0,Image 1,1,1,100000001,610000001885,
0,,Spine,5,4,Image 1,2,1,100000000,610000001887,
0,,Spine,5,0,Image 1,1,1,100000002,610000001893,
0,,Spine,5,8,Image 1,5,1,100000000,610000001895,
16.0357,,Spine,5,1,Image 1,1,1,100000000,610000001898,
0,,Spine,5,0,Image 1,1,1,100000002,610000001903,
0,,Spine,5,0,Image 1,1,1,100000002,610000001906,
0,,Spine,5,2,Image 1,1,1,100000002,610000001908,
0,,Spine,5,0,Image 1,1,1,100000002,610000001911,
14.8654,,Spine,5,3,Image 1,1,1,100000002,610000001914,
0,,Spine,5,3,Image 1,2,1,100000002,610000001916,
0,,Spine,5,1,Image 1,2,1,100000002,610000001919,
0,,Spine,5,1,Image 1,1,1,100000000,610000001922,
2.14167,,Spine,5,2,Image 1,1,1,100000001,610000001925,
0,,Spine,5,1,Image 1,1,1,100000000,610000001931,
0,,Spine,5,0,Image 1,1,1,100000000,610000001934,
0,,Spine,5,5,Image 1,3,1,100000000,610000001936,
0,,Spine,5,1,Image 1,1,1,100000000,610000001939,
0,,Spine,5,1,Image 1,1,1,100000000,610000001941,
0,,Spine,5,0,Image 1,1,1,100000002,610000001947,
0,,Spine,5,3,Image 1,2,1,100000002,610000001949,
0,,Spine,5,1,Image 1,2,1,100000002,610000001952,
0,,Spine,5,0,Image 1,1,1,100000002,610000001956,
5.91391,,Spine,5,2,Image 1,1,1,100000002,610000001958,
21.4,,Spine,5,3,Image 1,1,1,100000002,610000001965,
0,,Spine,5,0,Image 1,1,1,100000002,610000001970,
0,,Spine,5,1,Image 1,1,1,100000000,610000001975,
0,,Spine,5,0,Image 1,1,1,100000002,610000001978,
0,,Spine,5,1,Image 1,1,1,100000000,610000001983,
0,,Spine,5,0,Image 1,1,1,100000002,610000001985,
0,,Spine,5,0,Image 1,1,1,100000002,610000001989,
0,,Spine,5,0,Image 1,1,1,100000002,610000001991,
0,,Spine,5,0,Image 1,1,1,100000000,610000001993,
0,,Spine,5,0,Image 1,1,1,100000001,610000001997,
0,,Spine,5,1,Image 1,1,1,100000000,610000001999,
0,,Spine,5,0,Image 1,1,1,100000002,610000002002,
0,,Spine,5,0,Image 1,1,1,100000002,610000002004,
0,,Spine,5,0,Image 1,1,1,100000002,610000002008,
0,,Spine,5,0,Image 1,1,1,100000002,610000002010,
0,,Spine,5,0,Image 1,1,1,100000002,610000002014,
0,,Spine,5,1,Image 1,1,1,100000000,610000002016,
0,,Spine,5,0,Image 1,1,1,100000002,610000002024,
0,,Spine,5,0,Image 1,1,1,100000002,610000002039,
2.66667,,Spine,5,7,Image 1,3,1,100000000,610000002050,
0.442623,,Spine,5,7,Image 1,3,1,100000000,610000002051,
0,,Spine,5,7,Image 1,3,1,100000000,610000002052,
0,,Spine,5,3,Image 1,3,1,100000000,610000002053,
0.727273,,Spine,5,4,Image 1,2,1,100000000,610000002054,
0,,Spine,5,2,Image 1,2,1,100000000,610000002055,
0,,Spine,5,1,Image 1,2,1,100000000,610000002057,
0,,Spine,5,1,Image 1,1,1,100000000,610000002058,
0,,Spine,5,0,Image 1,1,1,100000000,610000002067,
1.70238,,Spine,5,0,Image 1,1,1,100000000,610000002068,
0,,Spine,5,4,Image 1,2,1,100000000,610000002071,
3.07576,,Spine,5,4,Image 1,2,1,100000000,610000002072,
0,,Spine,5,4,Image 1,2,1,100000000,610000002073,
0,,Spine,5,3,Image 1,1,1,100000000,610000002074,
0,,Spine,5,2,Image 1,1,1,100000000,610000002075,
0.846847,,Spine,5,1,Image 1,2,1,100000000,610000002076,
12.0816,,Spine,5,1,Image 1,2,1,100000001,610000002078,
10.8367,,Spine,5,1,Image 1,2,1,100000001,610000002079,
8.36923,,Spine,5,0,Image 1,1,1,100000001,610000002080,
0,,Spine,5,0,Image 1,1,1,100000001,610000002081,
12.2439,,Spine,5,0,Image 1,1,1,100000001,610000002082,
0,,Spine,5,1,Image 1,2,1,100000001,610000002083,
5.30723,,Spine,5,0,Image 1,1,1,100000001,610000002084,
16.5135,,Spine,5,3,Image 1,1,1,100000002,610000002085,
19.4896,,Spine,5,3,Image 1,1,1,100000002,610000002086,
20.3713,,Spine,5,2,Image 1,1,1,100000002,610000002087,
0,,Spine,5,1,Image 1,2,1,100000002,610000002088,
0,,Spine,5,1,Image 1,2,1,100000002,610000002089,
0.215054,,Spine,5,0,Image 1,1,1,100000002,610000002090,
0,,Spine,5,3,Image 1,2,1,100000002,610000002093,
0.0462428,,Spine,5,2,Image 1,2,1,100000002,610000002094,
0,,Spine,5,2,Image 1,1,1,100000002,610000002095,
0,,Spine,5,0,Image 1,1,1,100000002,610000002096,
0,,Spine,5,0,Image 1,1,1,100000002,610000002097,
9.4,,Spine,5,2,Image 1,2,1,100000002,610000002102,
