
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1466.54,µm,Segment,Segment Position,11,5,1,100000000,510000000020,
1466.5,µm,Segment,Segment Position,10,5,1,100000000,510000000027,
1466.17,µm,Segment,Segment Position,9,5,1,100000000,510000000029,
1465.71,µm,Segment,Segment Position,8,4,1,100000000,510000000063,
1464.8,µm,Segment,Segment Position,7,4,1,100000000,510000000098,
1464.44,µm,Segment,Segment Position,6,3,1,100000000,510000000126,
1464.73,µm,Segment,Segment Position,5,3,1,100000000,510000000149,
1465.35,µm,Segment,Segment Position,4,3,1,100000000,510000000176,
1465.32,µm,Segment,Segment Position,3,3,1,100000000,510000000188,
1464.92,µm,Segment,Segment Position,2,2,1,100000000,510000000199,
1464.77,µm,Segment,Segment Position,1,2,1,100000000,510000000202,
1465.17,µm,Segment,Segment Position,0,1,1,100000000,510000000230,
1466.93,µm,Segment,Segment Position,11,6,1,100000000,510000000254,
1466.41,µm,Segment,Segment Position,10,6,1,100000000,510000000265,
1466.21,µm,Segment,Segment Position,9,4,1,100000000,510000000267,
1465.95,µm,Segment,Segment Position,8,5,1,100000000,510000000294,
1465.81,µm,Segment,Segment Position,3,1,1,100000000,510000000326,
1466.29,µm,Segment,Segment Position,2,1,1,100000000,510000000335,
1466.7,µm,Segment,Segment Position,1,1,1,100000000,510000000352,
1467.02,µm,Segment,Segment Position,0,1,1,100000000,510000000368,
1466.23,µm,Segment,Segment Position,3,2,1,100000000,510000000383,
1466.49,µm,Segment,Segment Position,2,2,1,100000000,510000000391,
1467.38,µm,Segment,Segment Position,1,2,1,100000000,510000000397,
1463.41,µm,Segment,Segment Position,8,4,1,100000000,510000000410,
1464.25,µm,Segment,Segment Position,7,3,1,100000000,510000000450,
1463.49,µm,Segment,Segment Position,8,3,1,100000000,510000000455,
1464.3,µm,Segment,Segment Position,6,4,1,100000000,510000000460,
1464.77,µm,Segment,Segment Position,5,4,1,100000000,510000000464,
1465.23,µm,Segment,Segment Position,4,4,1,100000000,510000000469,
1465.39,µm,Segment,Segment Position,4,2,1,100000000,510000000517,
1465.6,µm,Segment,Segment Position,3,2,1,100000000,510000000542,
1466.12,µm,Segment,Segment Position,4,3,1,100000000,510000000545,
1464.62,µm,Segment,Segment Position,4,2,1,100000002,510000000559,
1464.48,µm,Segment,Segment Position,3,1,1,100000002,510000000591,
