
Spine Center Intensity Max Ch=2 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Spine,2,1,Image 1,1,1,100000000,610000001873,
2,,Spine,2,0,Image 1,1,1,100000000,610000001876,
45,,Spine,2,3,Image 1,1,1,100000002,610000001880,
2,,Spine,2,1,Image 1,1,1,100000000,610000001883,
9,,Spine,2,0,Image 1,1,1,100000001,610000001885,
3,,Spine,2,4,Image 1,2,1,100000000,610000001887,
5,,Spine,2,0,Image 1,1,1,100000002,610000001893,
7,,Spine,2,8,Image 1,5,1,100000000,610000001895,
44,,Spine,2,1,Image 1,1,1,100000000,610000001898,
1,,Spine,2,0,Image 1,1,1,100000002,610000001903,
3,,Spine,2,0,Image 1,1,1,100000002,610000001906,
4,,Spine,2,2,Image 1,1,1,100000002,610000001908,
4,,Spine,2,0,Image 1,1,1,100000002,610000001911,
23,,Spine,2,3,Image 1,1,1,100000002,610000001914,
1,,Spine,2,3,Image 1,2,1,100000002,610000001916,
2,,Spine,2,1,Image 1,2,1,100000002,610000001919,
4,,Spine,2,1,Image 1,1,1,100000000,610000001922,
10,,Spine,2,2,Image 1,1,1,100000001,610000001925,
2,,Spine,2,1,Image 1,1,1,100000000,610000001931,
2,,Spine,2,0,Image 1,1,1,100000000,610000001934,
3,,Spine,2,5,Image 1,3,1,100000000,610000001936,
4,,Spine,2,1,Image 1,1,1,100000000,610000001939,
3,,Spine,2,1,Image 1,1,1,100000000,610000001941,
2,,Spine,2,0,Image 1,1,1,100000002,610000001947,
3,,Spine,2,3,Image 1,2,1,100000002,610000001949,
2,,Spine,2,1,Image 1,2,1,100000002,610000001952,
2,,Spine,2,0,Image 1,1,1,100000002,610000001956,
22,,Spine,2,2,Image 1,1,1,100000002,610000001958,
16,,Spine,2,3,Image 1,1,1,100000002,610000001965,
1,,Spine,2,0,Image 1,1,1,100000002,610000001970,
4,,Spine,2,1,Image 1,1,1,100000000,610000001975,
5,,Spine,2,0,Image 1,1,1,100000002,610000001978,
15,,Spine,2,1,Image 1,1,1,100000000,610000001983,
4,,Spine,2,0,Image 1,1,1,100000002,610000001985,
5,,Spine,2,0,Image 1,1,1,100000002,610000001989,
1,,Spine,2,0,Image 1,1,1,100000002,610000001991,
3,,Spine,2,0,Image 1,1,1,100000000,610000001993,
2,,Spine,2,0,Image 1,1,1,100000001,610000001997,
0,,Spine,2,1,Image 1,1,1,100000000,610000001999,
2,,Spine,2,0,Image 1,1,1,100000002,610000002002,
7,,Spine,2,0,Image 1,1,1,100000002,610000002004,
3,,Spine,2,0,Image 1,1,1,100000002,610000002008,
1,,Spine,2,0,Image 1,1,1,100000002,610000002010,
5,,Spine,2,0,Image 1,1,1,100000002,610000002014,
8,,Spine,2,1,Image 1,1,1,100000000,610000002016,
5,,Spine,2,0,Image 1,1,1,100000002,610000002024,
2,,Spine,2,0,Image 1,1,1,100000002,610000002039,
7,,Spine,2,7,Image 1,3,1,100000000,610000002050,
2,,Spine,2,7,Image 1,3,1,100000000,610000002051,
7,,Spine,2,7,Image 1,3,1,100000000,610000002052,
1,,Spine,2,3,Image 1,3,1,100000000,610000002053,
10,,Spine,2,4,Image 1,2,1,100000000,610000002054,
4,,Spine,2,2,Image 1,2,1,100000000,610000002055,
3,,Spine,2,1,Image 1,2,1,100000000,610000002057,
17,,Spine,2,1,Image 1,1,1,100000000,610000002058,
2,,Spine,2,0,Image 1,1,1,100000000,610000002067,
14,,Spine,2,0,Image 1,1,1,100000000,610000002068,
7,,Spine,2,4,Image 1,2,1,100000000,610000002071,
7,,Spine,2,4,Image 1,2,1,100000000,610000002072,
5,,Spine,2,4,Image 1,2,1,100000000,610000002073,
8,,Spine,2,3,Image 1,1,1,100000000,610000002074,
2,,Spine,2,2,Image 1,1,1,100000000,610000002075,
8,,Spine,2,1,Image 1,2,1,100000000,610000002076,
43,,Spine,2,1,Image 1,2,1,100000001,610000002078,
43,,Spine,2,1,Image 1,2,1,100000001,610000002079,
21,,Spine,2,0,Image 1,1,1,100000001,610000002080,
3,,Spine,2,0,Image 1,1,1,100000001,610000002081,
17,,Spine,2,0,Image 1,1,1,100000001,610000002082,
2,,Spine,2,1,Image 1,2,1,100000001,610000002083,
16,,Spine,2,0,Image 1,1,1,100000001,610000002084,
29,,Spine,2,3,Image 1,1,1,100000002,610000002085,
63,,Spine,2,3,Image 1,1,1,100000002,610000002086,
30,,Spine,2,2,Image 1,1,1,100000002,610000002087,
5,,Spine,2,1,Image 1,2,1,100000002,610000002088,
8,,Spine,2,1,Image 1,2,1,100000002,610000002089,
3,,Spine,2,0,Image 1,1,1,100000002,610000002090,
1,,Spine,2,3,Image 1,2,1,100000002,610000002093,
5,,Spine,2,2,Image 1,2,1,100000002,610000002094,
3,,Spine,2,2,Image 1,1,1,100000002,610000002095,
1,,Spine,2,0,Image 1,1,1,100000002,610000002096,
1,,Spine,2,0,Image 1,1,1,100000002,610000002097,
13,,Spine,2,2,Image 1,2,1,100000002,610000002102,
