
Segment Number of Voxel Ch=2 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
291,,Segment,2,11,Image 1,5,1,100000000,510000000020,
183,,Segment,2,10,Image 1,5,1,100000000,510000000027,
71,,Segment,2,9,Image 1,5,1,100000000,510000000029,
603,,Segment,2,8,Image 1,4,1,100000000,510000000063,
432,,Segment,2,7,Image 1,4,1,100000000,510000000098,
298,,Segment,2,6,Image 1,3,1,100000000,510000000126,
390,,Segment,2,5,Image 1,3,1,100000000,510000000149,
472,,Segment,2,4,Image 1,3,1,100000000,510000000176,
124,,Segment,2,3,Image 1,3,1,100000000,510000000188,
278,,Segment,2,2,Image 1,2,1,100000000,510000000199,
88,,Segment,2,1,Image 1,2,1,100000000,510000000202,
711,,Segment,2,0,Image 1,1,1,100000000,510000000230,
120,,Segment,2,11,Image 1,6,1,100000000,510000000254,
119,,Segment,2,10,Image 1,6,1,100000000,510000000265,
150,,Segment,2,9,Image 1,4,1,100000000,510000000267,
431,,Segment,2,8,Image 1,5,1,100000000,510000000294,
657,,Segment,2,3,Image 1,1,1,100000000,510000000326,
197,,Segment,2,2,Image 1,1,1,100000000,510000000335,
538,,Segment,2,1,Image 1,1,1,100000000,510000000352,
332,,Segment,2,0,Image 1,1,1,100000000,510000000368,
112,,Segment,2,3,Image 1,2,1,100000000,510000000383,
164,,Segment,2,2,Image 1,2,1,100000000,510000000391,
141,,Segment,2,1,Image 1,2,1,100000000,510000000397,
193,,Segment,2,8,Image 1,4,1,100000000,510000000410,
642,,Segment,2,7,Image 1,3,1,100000000,510000000450,
173,,Segment,2,8,Image 1,3,1,100000000,510000000455,
84,,Segment,2,6,Image 1,4,1,100000000,510000000460,
126,,Segment,2,5,Image 1,4,1,100000000,510000000464,
95,,Segment,2,4,Image 1,4,1,100000000,510000000469,
644,,Segment,2,4,Image 1,2,1,100000000,510000000517,
366,,Segment,2,3,Image 1,2,1,100000000,510000000542,
73,,Segment,2,4,Image 1,3,1,100000000,510000000545,
272,,Segment,2,4,Image 1,2,1,100000002,510000000559,
926,,Segment,2,3,Image 1,1,1,100000002,510000000591,
349,,Segment,2,2,Image 1,1,1,100000002,510000000604,
442,,Segment,2,1,Image 1,1,1,100000002,510000000624,
407,,Segment,2,0,Image 1,1,1,100000002,510000000642,
439,,Segment,2,4,Image 1,1,1,100000002,510000000678,
93,,Segment,2,3,Image 1,2,1,100000002,510000000683,
316,,Segment,2,1,Image 1,2,1,100000002,510000000701,
84,,Segment,2,2,Image 1,2,1,100000002,510000000703,
91,,Segment,2,5,Image 1,3,1,100000000,510000000706,
396,,Segment,2,4,Image 1,2,1,100000000,510000000714,
481,,Segment,2,3,Image 1,1,1,100000000,510000000721,
810,,Segment,2,2,Image 1,1,1,100000000,510000000744,
243,,Segment,2,1,Image 1,1,1,100000000,510000000746,
251,,Segment,2,0,Image 1,1,1,100000000,510000000767,
103,,Segment,2,5,Image 1,2,1,100000000,510000000782,
263,,Segment,2,5,Image 1,1,1,100000000,510000000796,
75,,Segment,2,5,Image 1,2,1,100000000,510000000799,
403,,Segment,2,4,Image 1,2,1,100000000,510000000804,
397,,Segment,2,2,Image 1,2,1,100000000,510000000820,
224,,Segment,2,1,Image 1,2,1,100000000,510000000825,
833,,Segment,2,2,Image 1,1,1,100000001,510000000865,
913,,Segment,2,1,Image 1,1,1,100000001,510000000909,
747,,Segment,2,0,Image 1,1,1,100000001,510000000958,
123,,Segment,2,2,Image 1,2,1,100000001,510000000968,
392,,Segment,2,1,Image 1,2,1,100000001,510000000987,
954,,Segment,2,2,Image 1,1,1,100000002,510000001044,
371,,Segment,2,1,Image 1,1,1,100000002,510000001053,
612,,Segment,2,0,Image 1,1,1,100000002,510000001079,
249,,Segment,2,2,Image 1,3,1,100000000,510000001098,
393,,Segment,2,0,Image 1,1,1,100000000,510000001124,
86,,Segment,2,3,Image 1,3,1,100000002,510000001128,
530,,Segment,2,2,Image 1,2,1,100000002,510000001153,
325,,Segment,2,1,Image 1,1,1,100000000,510000001165,
124,,Segment,2,3,Image 1,2,1,100000002,510000001169,
223,,Segment,2,0,Image 1,1,1,100000000,510000001201,
364,,Segment,2,1,Image 1,2,1,100000000,510000001208,
529,,Segment,2,0,Image 1,1,1,100000000,510000001216,
467,,Segment,2,1,Image 1,1,1,100000000,510000001237,
105,,Segment,2,1,Image 1,2,1,100000001,510000001246,
366,,Segment,2,0,Image 1,1,1,100000001,510000001300,
173,,Segment,2,0,Image 1,1,1,100000000,510000001311,
174,,Segment,2,3,Image 1,3,1,100000002,510000001319,
424,,Segment,2,2,Image 1,2,1,100000002,510000001335,
193,,Segment,2,1,Image 1,1,1,100000002,510000001338,
221,,Segment,2,0,Image 1,1,1,100000002,510000001347,
216,,Segment,2,0,Image 1,1,1,100000000,510000001360,
1291,,Segment,2,0,Image 1,1,1,100000002,510000001393,
174,,Segment,2,1,Image 1,1,1,100000001,510000001406,
267,,Segment,2,2,Image 1,2,1,100000002,510000001419,
146,,Segment,2,1,Image 1,1,1,100000002,510000001424,
402,,Segment,2,0,Image 1,1,1,100000002,510000001447,
422,,Segment,2,1,Image 1,2,1,100000002,510000001463,
288,,Segment,2,3,Image 1,2,1,100000002,510000001468,
905,,Segment,2,2,Image 1,1,1,100000002,510000001502,
382,,Segment,2,1,Image 1,2,1,100000002,510000001526,
68,,Segment,2,0,Image 1,1,1,100000000,510000001532,
762,,Segment,2,0,Image 1,1,1,100000001,510000001589,
281,,Segment,2,0,Image 1,1,1,100000001,510000001613,
242,,Segment,2,1,Image 1,2,1,100000002,510000001617,
285,,Segment,2,2,Image 1,1,1,100000002,510000001619,
125,,Segment,2,0,Image 1,1,1,100000002,510000001691,
274,,Segment,2,4,Image 1,1,1,100000000,510000001711,
99,,Segment,2,3,Image 1,2,1,100000000,510000001712,
