
Spine Part Volume
 ==================== 
Spine Part Volume Ground,Spine Part Volume Head,Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0265773,0.00190446,0.00567589,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001876,
0.0144447,0.00131404,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001885,
0.0516532,0.0143039,0.0161199,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001893,
0.0194302,0.0103241,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001903,
0.00616868,0.00179238,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001906,
0.0178996,0.00112339,0.00237094,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001911,
0.0135813,0.00581517,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001934,
0.0194809,0.00597484,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001947,
0.00894686,0.00710292,0.00963821,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001956,
0.0928548,0.081584,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001970,
0.010035,0.00425936,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001978,
0.180448,0.131093,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001985,
0.0149237,0.00417386,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001989,
0.0215318,0.00799276,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001991,
0.0642681,0.0388265,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001993,
0.0438732,0.00668902,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001997,
0.0466322,0.0135623,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002002,
0.160904,0.113441,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002004,
0.0448036,0.0246692,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002008,
0.015977,0.00710292,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002010,
0.0223956,0.00802231,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002014,
0.0288052,0.0076266,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002024,
0.00436676,0.00112339,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002039,
0.0121176,0.0040312,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002067,
0.0197953,0.00657279,0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002068,
0.0148768,0.00250323,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002080,
0.0259133,0.00898708,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002081,
0.0068365,0.001695,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002082,
0.0342133,0.0175529,0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002084,
0.00672731,0.00333697,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002090,
0.0168704,0.00284519,0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000002096,
