
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002080,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002081,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002082,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000002083,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000002084,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002085,
0,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000002086,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002087,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000002088,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000002089,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002090,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000002093,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002094,
0,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000002095,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002096,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000002097,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000002102,
