
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4.3906,,Segment,2,11,Image 1,5,1,100000000,510000000020,
1.32288,,Segment,2,10,Image 1,5,1,100000000,510000000027,
0.942809,,Segment,2,9,Image 1,5,1,100000000,510000000029,
1.38917,,Segment,2,8,Image 1,4,1,100000000,510000000063,
2.89582,,Segment,2,7,Image 1,4,1,100000000,510000000098,
6.26372,,Segment,2,6,Image 1,3,1,100000000,510000000126,
3.37886,,Segment,2,5,Image 1,3,1,100000000,510000000149,
3.35638,,Segment,2,4,Image 1,3,1,100000000,510000000176,
1.59511,,Segment,2,3,Image 1,3,1,100000000,510000000188,
2.01384,,Segment,2,2,Image 1,2,1,100000000,510000000199,
1.08972,,Segment,2,1,Image 1,2,1,100000000,510000000202,
1.4827,,Segment,2,0,Image 1,1,1,100000000,510000000230,
1.78536,,Segment,2,11,Image 1,6,1,100000000,510000000254,
2.39647,,Segment,2,10,Image 1,6,1,100000000,510000000265,
0.471405,,Segment,2,9,Image 1,4,1,100000000,510000000267,
10.7485,,Segment,2,8,Image 1,5,1,100000000,510000000294,
8.45677,,Segment,2,3,Image 1,1,1,100000000,510000000326,
8.8227,,Segment,2,2,Image 1,1,1,100000000,510000000335,
1.92129,,Segment,2,1,Image 1,1,1,100000000,510000000352,
0.845484,,Segment,2,0,Image 1,1,1,100000000,510000000368,
5.4365,,Segment,2,3,Image 1,2,1,100000000,510000000383,
9.23894,,Segment,2,2,Image 1,2,1,100000000,510000000391,
0.989743,,Segment,2,1,Image 1,2,1,100000000,510000000397,
3.77002,,Segment,2,8,Image 1,4,1,100000000,510000000410,
6.89308,,Segment,2,7,Image 1,3,1,100000000,510000000450,
2.47768,,Segment,2,8,Image 1,3,1,100000000,510000000455,
53.8687,,Segment,2,6,Image 1,4,1,100000000,510000000460,
1.6,,Segment,2,5,Image 1,4,1,100000000,510000000464,
1.10554,,Segment,2,4,Image 1,4,1,100000000,510000000469,
8.59908,,Segment,2,4,Image 1,2,1,100000000,510000000517,
1.31502,,Segment,2,3,Image 1,2,1,100000000,510000000542,
1.08972,,Segment,2,4,Image 1,3,1,100000000,510000000545,
2.72833,,Segment,2,4,Image 1,2,1,100000002,510000000559,
10.0253,,Segment,2,3,Image 1,1,1,100000002,510000000591,
6.40512,,Segment,2,2,Image 1,1,1,100000002,510000000604,
6.43862,,Segment,2,1,Image 1,1,1,100000002,510000000624,
