
Spine Center Intensity Sum Ch=1 Img=1
 ==================== 
Spine Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
167,,Spine,1,1,Image 1,1,1,100000000,610000001873,
146,,Spine,1,0,Image 1,1,1,100000000,610000001876,
260,,Spine,1,3,Image 1,1,1,100000002,610000001880,
176,,Spine,1,1,Image 1,1,1,100000000,610000001883,
83,,Spine,1,0,Image 1,1,1,100000001,610000001885,
112,,Spine,1,4,Image 1,2,1,100000000,610000001887,
252,,Spine,1,0,Image 1,1,1,100000002,610000001893,
148,,Spine,1,8,Image 1,5,1,100000000,610000001895,
289,,Spine,1,1,Image 1,1,1,100000000,610000001898,
317,,Spine,1,0,Image 1,1,1,100000002,610000001903,
57,,Spine,1,0,Image 1,1,1,100000002,610000001906,
96,,Spine,1,2,Image 1,1,1,100000002,610000001908,
141,,Spine,1,0,Image 1,1,1,100000002,610000001911,
190,,Spine,1,3,Image 1,1,1,100000002,610000001914,
150,,Spine,1,3,Image 1,2,1,100000002,610000001916,
138,,Spine,1,1,Image 1,2,1,100000002,610000001919,
61,,Spine,1,1,Image 1,1,1,100000000,610000001922,
174,,Spine,1,2,Image 1,1,1,100000001,610000001925,
55,,Spine,1,1,Image 1,1,1,100000000,610000001931,
194,,Spine,1,0,Image 1,1,1,100000000,610000001934,
173,,Spine,1,5,Image 1,3,1,100000000,610000001936,
152,,Spine,1,1,Image 1,1,1,100000000,610000001939,
54,,Spine,1,1,Image 1,1,1,100000000,610000001941,
325,,Spine,1,0,Image 1,1,1,100000002,610000001947,
140,,Spine,1,3,Image 1,2,1,100000002,610000001949,
128,,Spine,1,1,Image 1,2,1,100000002,610000001952,
525,,Spine,1,0,Image 1,1,1,100000002,610000001956,
215,,Spine,1,2,Image 1,1,1,100000002,610000001958,
221,,Spine,1,3,Image 1,1,1,100000002,610000001965,
184,,Spine,1,0,Image 1,1,1,100000002,610000001970,
304,,Spine,1,1,Image 1,1,1,100000000,610000001975,
169,,Spine,1,0,Image 1,1,1,100000002,610000001978,
149,,Spine,1,1,Image 1,1,1,100000000,610000001983,
163,,Spine,1,0,Image 1,1,1,100000002,610000001985,
330,,Spine,1,0,Image 1,1,1,100000002,610000001989,
134,,Spine,1,0,Image 1,1,1,100000002,610000001991,
348,,Spine,1,0,Image 1,1,1,100000000,610000001993,
225,,Spine,1,0,Image 1,1,1,100000001,610000001997,
133,,Spine,1,1,Image 1,1,1,100000000,610000001999,
255,,Spine,1,0,Image 1,1,1,100000002,610000002002,
145,,Spine,1,0,Image 1,1,1,100000002,610000002004,
186,,Spine,1,0,Image 1,1,1,100000002,610000002008,
309,,Spine,1,0,Image 1,1,1,100000002,610000002010,
200,,Spine,1,0,Image 1,1,1,100000002,610000002014,
236,,Spine,1,1,Image 1,1,1,100000000,610000002016,
380,,Spine,1,0,Image 1,1,1,100000002,610000002024,
238,,Spine,1,0,Image 1,1,1,100000002,610000002039,
74,,Spine,1,7,Image 1,3,1,100000000,610000002050,
39,,Spine,1,7,Image 1,3,1,100000000,610000002051,
83,,Spine,1,7,Image 1,3,1,100000000,610000002052,
78,,Spine,1,3,Image 1,3,1,100000000,610000002053,
90,,Spine,1,4,Image 1,2,1,100000000,610000002054,
110,,Spine,1,2,Image 1,2,1,100000000,610000002055,
198,,Spine,1,1,Image 1,2,1,100000000,610000002057,
229,,Spine,1,1,Image 1,1,1,100000000,610000002058,
172,,Spine,1,0,Image 1,1,1,100000000,610000002067,
182,,Spine,1,0,Image 1,1,1,100000000,610000002068,
126,,Spine,1,4,Image 1,2,1,100000000,610000002071,
63,,Spine,1,4,Image 1,2,1,100000000,610000002072,
121,,Spine,1,4,Image 1,2,1,100000000,610000002073,
98,,Spine,1,3,Image 1,1,1,100000000,610000002074,
52,,Spine,1,2,Image 1,1,1,100000000,610000002075,
96,,Spine,1,1,Image 1,2,1,100000000,610000002076,
97,,Spine,1,1,Image 1,2,1,100000001,610000002078,
103,,Spine,1,1,Image 1,2,1,100000001,610000002079,
129,,Spine,1,0,Image 1,1,1,100000001,610000002080,
124,,Spine,1,0,Image 1,1,1,100000001,610000002081,
106,,Spine,1,0,Image 1,1,1,100000001,610000002082,
32,,Spine,1,1,Image 1,2,1,100000001,610000002083,
263,,Spine,1,0,Image 1,1,1,100000001,610000002084,
147,,Spine,1,3,Image 1,1,1,100000002,610000002085,
171,,Spine,1,3,Image 1,1,1,100000002,610000002086,
121,,Spine,1,2,Image 1,1,1,100000002,610000002087,
171,,Spine,1,1,Image 1,2,1,100000002,610000002088,
80,,Spine,1,1,Image 1,2,1,100000002,610000002089,
62,,Spine,1,0,Image 1,1,1,100000002,610000002090,
141,,Spine,1,3,Image 1,2,1,100000002,610000002093,
257,,Spine,1,2,Image 1,2,1,100000002,610000002094,
56,,Spine,1,2,Image 1,1,1,100000002,610000002095,
156,,Spine,1,0,Image 1,1,1,100000002,610000002096,
204,,Spine,1,0,Image 1,1,1,100000002,610000002097,
104,,Spine,1,2,Image 1,2,1,100000002,610000002102,
