
Spine Number of Voxel Ch=4 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6147,,Spine,4,1,Image 1,1,1,100000000,610000001873,
139,,Spine,4,0,Image 1,1,1,100000000,610000001876,
239,,Spine,4,3,Image 1,1,1,100000002,610000001880,
134,,Spine,4,1,Image 1,1,1,100000000,610000001883,
53,,Spine,4,0,Image 1,1,1,100000001,610000001885,
172,,Spine,4,4,Image 1,2,1,100000000,610000001887,
226,,Spine,4,0,Image 1,1,1,100000002,610000001893,
60,,Spine,4,8,Image 1,5,1,100000000,610000001895,
252,,Spine,4,1,Image 1,1,1,100000000,610000001898,
78,,Spine,4,0,Image 1,1,1,100000002,610000001903,
21,,Spine,4,0,Image 1,1,1,100000002,610000001906,
67,,Spine,4,2,Image 1,1,1,100000002,610000001908,
234,,Spine,4,0,Image 1,1,1,100000002,610000001911,
208,,Spine,4,3,Image 1,1,1,100000002,610000001914,
121,,Spine,4,3,Image 1,2,1,100000002,610000001916,
146,,Spine,4,1,Image 1,2,1,100000002,610000001919,
44,,Spine,4,1,Image 1,1,1,100000000,610000001922,
120,,Spine,4,2,Image 1,1,1,100000001,610000001925,
64,,Spine,4,1,Image 1,1,1,100000000,610000001931,
74,,Spine,4,0,Image 1,1,1,100000000,610000001934,
94,,Spine,4,5,Image 1,3,1,100000000,610000001936,
124,,Spine,4,1,Image 1,1,1,100000000,610000001939,
156,,Spine,4,1,Image 1,1,1,100000000,610000001941,
69,,Spine,4,0,Image 1,1,1,100000002,610000001947,
199,,Spine,4,3,Image 1,2,1,100000002,610000001949,
139,,Spine,4,1,Image 1,2,1,100000002,610000001952,
69,,Spine,4,0,Image 1,1,1,100000002,610000001956,
151,,Spine,4,2,Image 1,1,1,100000002,610000001958,
160,,Spine,4,3,Image 1,1,1,100000002,610000001965,
659,,Spine,4,0,Image 1,1,1,100000002,610000001970,
143,,Spine,4,1,Image 1,1,1,100000000,610000001975,
54,,Spine,4,0,Image 1,1,1,100000002,610000001978,
57,,Spine,4,1,Image 1,1,1,100000000,610000001983,
619,,Spine,4,0,Image 1,1,1,100000002,610000001985,
55,,Spine,4,0,Image 1,1,1,100000002,610000001989,
62,,Spine,4,0,Image 1,1,1,100000002,610000001991,
389,,Spine,4,0,Image 1,1,1,100000000,610000001993,
194,,Spine,4,0,Image 1,1,1,100000001,610000001997,
46,,Spine,4,1,Image 1,1,1,100000000,610000001999,
298,,Spine,4,0,Image 1,1,1,100000002,610000002002,
540,,Spine,4,0,Image 1,1,1,100000002,610000002004,
141,,Spine,4,0,Image 1,1,1,100000002,610000002008,
48,,Spine,4,0,Image 1,1,1,100000002,610000002010,
109,,Spine,4,0,Image 1,1,1,100000002,610000002014,
89,,Spine,4,1,Image 1,1,1,100000000,610000002016,
144,,Spine,4,0,Image 1,1,1,100000002,610000002024,
16,,Spine,4,0,Image 1,1,1,100000002,610000002039,
132,,Spine,4,7,Image 1,3,1,100000000,610000002050,
61,,Spine,4,7,Image 1,3,1,100000000,610000002051,
30,,Spine,4,7,Image 1,3,1,100000000,610000002052,
45,,Spine,4,3,Image 1,3,1,100000000,610000002053,
66,,Spine,4,4,Image 1,2,1,100000000,610000002054,
108,,Spine,4,2,Image 1,2,1,100000000,610000002055,
21,,Spine,4,1,Image 1,2,1,100000000,610000002057,
72,,Spine,4,1,Image 1,1,1,100000000,610000002058,
75,,Spine,4,0,Image 1,1,1,100000000,610000002067,
84,,Spine,4,0,Image 1,1,1,100000000,610000002068,
103,,Spine,4,4,Image 1,2,1,100000000,610000002071,
66,,Spine,4,4,Image 1,2,1,100000000,610000002072,
95,,Spine,4,4,Image 1,2,1,100000000,610000002073,
120,,Spine,4,3,Image 1,1,1,100000000,610000002074,
66,,Spine,4,2,Image 1,1,1,100000000,610000002075,
111,,Spine,4,1,Image 1,2,1,100000000,610000002076,
49,,Spine,4,1,Image 1,2,1,100000001,610000002078,
49,,Spine,4,1,Image 1,2,1,100000001,610000002079,
65,,Spine,4,0,Image 1,1,1,100000001,610000002080,
130,,Spine,4,0,Image 1,1,1,100000001,610000002081,
41,,Spine,4,0,Image 1,1,1,100000001,610000002082,
37,,Spine,4,1,Image 1,2,1,100000001,610000002083,
166,,Spine,4,0,Image 1,1,1,100000001,610000002084,
148,,Spine,4,3,Image 1,1,1,100000002,610000002085,
96,,Spine,4,3,Image 1,1,1,100000002,610000002086,
167,,Spine,4,2,Image 1,1,1,100000002,610000002087,
45,,Spine,4,1,Image 1,2,1,100000002,610000002088,
51,,Spine,4,1,Image 1,2,1,100000002,610000002089,
93,,Spine,4,0,Image 1,1,1,100000002,610000002090,
193,,Spine,4,3,Image 1,2,1,100000002,610000002093,
173,,Spine,4,2,Image 1,2,1,100000002,610000002094,
307,,Spine,4,2,Image 1,1,1,100000002,610000002095,
92,,Spine,4,0,Image 1,1,1,100000002,610000002096,
249,,Spine,4,0,Image 1,1,1,100000002,610000002097,
65,,Spine,4,2,Image 1,2,1,100000002,610000002102,
