
Spine Center Intensity Min Ch=3 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,1,Image 1,1,1,100000000,610000001873,
0,,Spine,3,0,Image 1,1,1,100000000,610000001876,
0,,Spine,3,3,Image 1,1,1,100000002,610000001880,
54,,Spine,3,1,Image 1,1,1,100000000,610000001883,
21,,Spine,3,0,Image 1,1,1,100000001,610000001885,
26,,Spine,3,4,Image 1,2,1,100000000,610000001887,
0,,Spine,3,0,Image 1,1,1,100000002,610000001893,
0,,Spine,3,8,Image 1,5,1,100000000,610000001895,
0,,Spine,3,1,Image 1,1,1,100000000,610000001898,
52,,Spine,3,0,Image 1,1,1,100000002,610000001903,
23,,Spine,3,0,Image 1,1,1,100000002,610000001906,
0,,Spine,3,2,Image 1,1,1,100000002,610000001908,
0,,Spine,3,0,Image 1,1,1,100000002,610000001911,
0,,Spine,3,3,Image 1,1,1,100000002,610000001914,
25,,Spine,3,3,Image 1,2,1,100000002,610000001916,
0,,Spine,3,1,Image 1,2,1,100000002,610000001919,
30,,Spine,3,1,Image 1,1,1,100000000,610000001922,
14,,Spine,3,2,Image 1,1,1,100000001,610000001925,
26,,Spine,3,1,Image 1,1,1,100000000,610000001931,
20,,Spine,3,0,Image 1,1,1,100000000,610000001934,
0,,Spine,3,5,Image 1,3,1,100000000,610000001936,
43,,Spine,3,1,Image 1,1,1,100000000,610000001939,
0,,Spine,3,1,Image 1,1,1,100000000,610000001941,
0,,Spine,3,0,Image 1,1,1,100000002,610000001947,
0,,Spine,3,3,Image 1,2,1,100000002,610000001949,
39,,Spine,3,1,Image 1,2,1,100000002,610000001952,
109,,Spine,3,0,Image 1,1,1,100000002,610000001956,
37,,Spine,3,2,Image 1,1,1,100000002,610000001958,
63,,Spine,3,3,Image 1,1,1,100000002,610000001965,
53,,Spine,3,0,Image 1,1,1,100000002,610000001970,
32,,Spine,3,1,Image 1,1,1,100000000,610000001975,
32,,Spine,3,0,Image 1,1,1,100000002,610000001978,
0,,Spine,3,1,Image 1,1,1,100000000,610000001983,
71,,Spine,3,0,Image 1,1,1,100000002,610000001985,
80,,Spine,3,0,Image 1,1,1,100000002,610000001989,
64,,Spine,3,0,Image 1,1,1,100000002,610000001991,
33,,Spine,3,0,Image 1,1,1,100000000,610000001993,
58,,Spine,3,0,Image 1,1,1,100000001,610000001997,
52,,Spine,3,1,Image 1,1,1,100000000,610000001999,
67,,Spine,3,0,Image 1,1,1,100000002,610000002002,
67,,Spine,3,0,Image 1,1,1,100000002,610000002004,
89,,Spine,3,0,Image 1,1,1,100000002,610000002008,
146,,Spine,3,0,Image 1,1,1,100000002,610000002010,
81,,Spine,3,0,Image 1,1,1,100000002,610000002014,
0,,Spine,3,1,Image 1,1,1,100000000,610000002016,
89,,Spine,3,0,Image 1,1,1,100000002,610000002024,
112,,Spine,3,0,Image 1,1,1,100000002,610000002039,
0,,Spine,3,7,Image 1,3,1,100000000,610000002050,
12,,Spine,3,7,Image 1,3,1,100000000,610000002051,
38,,Spine,3,7,Image 1,3,1,100000000,610000002052,
27,,Spine,3,3,Image 1,3,1,100000000,610000002053,
0,,Spine,3,4,Image 1,2,1,100000000,610000002054,
0,,Spine,3,2,Image 1,2,1,100000000,610000002055,
45,,Spine,3,1,Image 1,2,1,100000000,610000002057,
87,,Spine,3,1,Image 1,1,1,100000000,610000002058,
27,,Spine,3,0,Image 1,1,1,100000000,610000002067,
63,,Spine,3,0,Image 1,1,1,100000000,610000002068,
62,,Spine,3,4,Image 1,2,1,100000000,610000002071,
0,,Spine,3,4,Image 1,2,1,100000000,610000002072,
51,,Spine,3,4,Image 1,2,1,100000000,610000002073,
43,,Spine,3,3,Image 1,1,1,100000000,610000002074,
0,,Spine,3,2,Image 1,1,1,100000000,610000002075,
14,,Spine,3,1,Image 1,2,1,100000000,610000002076,
9,,Spine,3,1,Image 1,2,1,100000001,610000002078,
0,,Spine,3,1,Image 1,2,1,100000001,610000002079,
45,,Spine,3,0,Image 1,1,1,100000001,610000002080,
54,,Spine,3,0,Image 1,1,1,100000001,610000002081,
23,,Spine,3,0,Image 1,1,1,100000001,610000002082,
5,,Spine,3,1,Image 1,2,1,100000001,610000002083,
99,,Spine,3,0,Image 1,1,1,100000001,610000002084,
19,,Spine,3,3,Image 1,1,1,100000002,610000002085,
63,,Spine,3,3,Image 1,1,1,100000002,610000002086,
17,,Spine,3,2,Image 1,1,1,100000002,610000002087,
36,,Spine,3,1,Image 1,2,1,100000002,610000002088,
16,,Spine,3,1,Image 1,2,1,100000002,610000002089,
28,,Spine,3,0,Image 1,1,1,100000002,610000002090,
69,,Spine,3,3,Image 1,2,1,100000002,610000002093,
125,,Spine,3,2,Image 1,2,1,100000002,610000002094,
22,,Spine,3,2,Image 1,1,1,100000002,610000002095,
67,,Spine,3,0,Image 1,1,1,100000002,610000002096,
94,,Spine,3,0,Image 1,1,1,100000002,610000002097,
26,,Spine,3,2,Image 1,2,1,100000002,610000002102,
