
Spine Attachment Pt Position Y
 ==================== 
Spine Attachment Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20228.4,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001876,
20247.3,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001885,
20234.9,µm,Spine,Spine Attachment Pt Position,4,2,1,100000000,610000001887,
20217.4,µm,Spine,Spine Attachment Pt Position,8,5,1,100000000,610000001895,
20229.6,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000001898,
20225.2,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000001908,
20218.3,µm,Spine,Spine Attachment Pt Position,0,1,1,100000002,610000001911,
20218.4,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001914,
20217.5,µm,Spine,Spine Attachment Pt Position,3,2,1,100000002,610000001916,
20242.2,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000001925,
20232,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001934,
20218.7,µm,Spine,Spine Attachment Pt Position,1,2,1,100000002,610000001952,
20221.7,µm,Spine,Spine Attachment Pt Position,2,1,1,100000002,610000001958,
20218.6,µm,Spine,Spine Attachment Pt Position,3,1,1,100000002,610000001965,
20229.5,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000001975,
20229.3,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000001993,
20251.1,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000001997,
20247.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002108,
20226.9,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002108,
20219.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002109,
20247.5,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002109,
20227.1,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002109,
20225.4,µm,Spine,Spine Attachment Pt Position,3,3,1,,610000002110,
20218.7,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002110,
20247.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002110,
20217.2,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002111,
20218.4,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002111,
20246.2,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002112,
20217.2,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002112,
20218,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002112,
20247.2,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002113,
20218.9,µm,Spine,Spine Attachment Pt Position,7,3,1,,610000002113,
20218.2,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002113,
20232.9,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002114,
20251.8,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002114,
20224,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002114,
20218.4,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002115,
20234.2,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002115,
20218.3,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002116,
20234.5,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000002116,
20218.5,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000002117,
20234.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002117,
20218.2,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000002118,
20234.9,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002118,
20217.3,µm,Spine,Spine Attachment Pt Position,3,2,1,,610000002119,
20235.2,µm,Spine,Spine Attachment Pt Position,4,2,1,,610000002119,
20232.1,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002120,
20232.2,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000002121,
20229.7,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000002122,
20229.6,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000002123,
