
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
20228.9,µm,Spine,Spine Position,1,2,1,100000000,610000001873,
20228.3,µm,Spine,Spine Position,0,1,1,100000000,610000001876,
20218.6,µm,Spine,Spine Position,3,1,1,100000002,610000001880,
20231,µm,Spine,Spine Position,1,2,1,100000000,610000001883,
20247.3,µm,Spine,Spine Position,0,1,1,100000001,610000001885,
20234.9,µm,Spine,Spine Position,4,2,1,100000000,610000001887,
20220.1,µm,Spine,Spine Position,0,1,1,100000002,610000001893,
20217.5,µm,Spine,Spine Position,8,5,1,100000000,610000001895,
20229.6,µm,Spine,Spine Position,1,1,1,100000000,610000001898,
20218.8,µm,Spine,Spine Position,0,1,1,100000002,610000001903,
20219.1,µm,Spine,Spine Position,0,1,1,100000002,610000001906,
20225.2,µm,Spine,Spine Position,2,1,1,100000002,610000001908,
20218.2,µm,Spine,Spine Position,0,1,1,100000002,610000001911,
20218.5,µm,Spine,Spine Position,3,1,1,100000002,610000001914,
20217.6,µm,Spine,Spine Position,3,2,1,100000002,610000001916,
20218.9,µm,Spine,Spine Position,1,2,1,100000002,610000001919,
20229,µm,Spine,Spine Position,1,2,1,100000000,610000001922,
20242.2,µm,Spine,Spine Position,2,1,1,100000001,610000001925,
20228.3,µm,Spine,Spine Position,1,2,1,100000000,610000001931,
20232,µm,Spine,Spine Position,0,1,1,100000000,610000001934,
20223.5,µm,Spine,Spine Position,5,3,1,100000000,610000001936,
20231.5,µm,Spine,Spine Position,1,2,1,100000000,610000001939,
20228.9,µm,Spine,Spine Position,1,2,1,100000000,610000001941,
20218.7,µm,Spine,Spine Position,0,1,1,100000002,610000001947,
20217.3,µm,Spine,Spine Position,3,2,1,100000002,610000001949,
20218.8,µm,Spine,Spine Position,1,2,1,100000002,610000001952,
20218.9,µm,Spine,Spine Position,0,1,1,100000002,610000001956,
20221.7,µm,Spine,Spine Position,2,1,1,100000002,610000001958,
20218.7,µm,Spine,Spine Position,3,1,1,100000002,610000001965,
20219.5,µm,Spine,Spine Position,0,1,1,100000002,610000001970,
20229.4,µm,Spine,Spine Position,1,1,1,100000000,610000001975,
20218,µm,Spine,Spine Position,0,1,1,100000002,610000001978,
20229.4,µm,Spine,Spine Position,1,2,1,100000000,610000001983,
20219.4,µm,Spine,Spine Position,0,1,1,100000002,610000001985,
20218.9,µm,Spine,Spine Position,0,1,1,100000002,610000001989,
20219.8,µm,Spine,Spine Position,0,1,1,100000002,610000001991,
20229.3,µm,Spine,Spine Position,0,1,1,100000000,610000001993,
20251,µm,Spine,Spine Position,0,1,1,100000001,610000001997,
20231.1,µm,Spine,Spine Position,1,2,1,100000000,610000001999,
20219.7,µm,Spine,Spine Position,0,1,1,100000002,610000002002,
20218.7,µm,Spine,Spine Position,0,1,1,100000002,610000002004,
20221.1,µm,Spine,Spine Position,0,1,1,100000002,610000002008,
20218.8,µm,Spine,Spine Position,0,1,1,100000002,610000002010,
20218.9,µm,Spine,Spine Position,0,1,1,100000002,610000002014,
20229.6,µm,Spine,Spine Position,1,1,1,100000000,610000002016,
20218.3,µm,Spine,Spine Position,0,1,1,100000002,610000002024,
20219.4,µm,Spine,Spine Position,0,1,1,100000002,610000002039,
20217.2,µm,Spine,Spine Position,7,3,1,100000000,610000002050,
20217.2,µm,Spine,Spine Position,7,3,1,100000000,610000002051,
20218.9,µm,Spine,Spine Position,7,3,1,100000000,610000002052,
20225.4,µm,Spine,Spine Position,3,3,1,100000000,610000002053,
20227.1,µm,Spine,Spine Position,4,2,1,100000000,610000002054,
20226.9,µm,Spine,Spine Position,2,2,1,100000000,610000002055,
20229.6,µm,Spine,Spine Position,1,2,1,100000000,610000002057,
20229.7,µm,Spine,Spine Position,1,1,1,100000000,610000002058,
20232.2,µm,Spine,Spine Position,0,1,1,100000000,610000002067,
20232.1,µm,Spine,Spine Position,0,1,1,100000000,610000002068,
20235.2,µm,Spine,Spine Position,4,2,1,100000000,610000002071,
20234.9,µm,Spine,Spine Position,4,2,1,100000000,610000002072,
20234.9,µm,Spine,Spine Position,4,2,1,100000000,610000002073,
20234.5,µm,Spine,Spine Position,3,1,1,100000000,610000002074,
20234.2,µm,Spine,Spine Position,2,1,1,100000000,610000002075,
20232.9,µm,Spine,Spine Position,1,2,1,100000000,610000002076,
20246.2,µm,Spine,Spine Position,1,2,1,100000001,610000002078,
20246.2,µm,Spine,Spine Position,1,2,1,100000001,610000002079,
20247.4,µm,Spine,Spine Position,0,1,1,100000001,610000002080,
20247.5,µm,Spine,Spine Position,0,1,1,100000001,610000002081,
20247.8,µm,Spine,Spine Position,0,1,1,100000001,610000002082,
20247.2,µm,Spine,Spine Position,1,2,1,100000001,610000002083,
20251.8,µm,Spine,Spine Position,0,1,1,100000001,610000002084,
20218.2,µm,Spine,Spine Position,3,1,1,100000002,610000002085,
20218,µm,Spine,Spine Position,3,1,1,100000002,610000002086,
20218.4,µm,Spine,Spine Position,2,1,1,100000002,610000002087,
20219.3,µm,Spine,Spine Position,1,2,1,100000002,610000002088,
20218.7,µm,Spine,Spine Position,1,2,1,100000002,610000002089,
20218.2,µm,Spine,Spine Position,0,1,1,100000002,610000002090,
20217.3,µm,Spine,Spine Position,3,2,1,100000002,610000002093,
20218.2,µm,Spine,Spine Position,2,2,1,100000002,610000002094,
20218.5,µm,Spine,Spine Position,2,1,1,100000002,610000002095,
20218.3,µm,Spine,Spine Position,0,1,1,100000002,610000002096,
20218.4,µm,Spine,Spine Position,0,1,1,100000002,610000002097,
20224,µm,Spine,Spine Position,2,2,1,100000002,610000002102,
