
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
42.0023,,Soma,3,Image 1,1,100000000,800000000,
39.8994,,Soma,3,Image 1,1,100000001,800000001,
67.7314,,Soma,3,Image 1,1,100000002,800000002,
