
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Spine,1,1,Image 1,1,1,100000000,610000001873,
4,,Spine,1,0,Image 1,1,1,100000000,610000001876,
5,,Spine,1,3,Image 1,1,1,100000002,610000001880,
3,,Spine,1,1,Image 1,1,1,100000000,610000001883,
3,,Spine,1,0,Image 1,1,1,100000001,610000001885,
3,,Spine,1,4,Image 1,2,1,100000000,610000001887,
6,,Spine,1,0,Image 1,1,1,100000002,610000001893,
3,,Spine,1,8,Image 1,5,1,100000000,610000001895,
4,,Spine,1,1,Image 1,1,1,100000000,610000001898,
5,,Spine,1,0,Image 1,1,1,100000002,610000001903,
2,,Spine,1,0,Image 1,1,1,100000002,610000001906,
2,,Spine,1,2,Image 1,1,1,100000002,610000001908,
4,,Spine,1,0,Image 1,1,1,100000002,610000001911,
4,,Spine,1,3,Image 1,1,1,100000002,610000001914,
3,,Spine,1,3,Image 1,2,1,100000002,610000001916,
4,,Spine,1,1,Image 1,2,1,100000002,610000001919,
2,,Spine,1,1,Image 1,1,1,100000000,610000001922,
3,,Spine,1,2,Image 1,1,1,100000001,610000001925,
2,,Spine,1,1,Image 1,1,1,100000000,610000001931,
3,,Spine,1,0,Image 1,1,1,100000000,610000001934,
3,,Spine,1,5,Image 1,3,1,100000000,610000001936,
3,,Spine,1,1,Image 1,1,1,100000000,610000001939,
2,,Spine,1,1,Image 1,1,1,100000000,610000001941,
5,,Spine,1,0,Image 1,1,1,100000002,610000001947,
3,,Spine,1,3,Image 1,2,1,100000002,610000001949,
3,,Spine,1,1,Image 1,2,1,100000002,610000001952,
4,,Spine,1,0,Image 1,1,1,100000002,610000001956,
3,,Spine,1,2,Image 1,1,1,100000002,610000001958,
3,,Spine,1,3,Image 1,1,1,100000002,610000001965,
3,,Spine,1,0,Image 1,1,1,100000002,610000001970,
4,,Spine,1,1,Image 1,1,1,100000000,610000001975,
3,,Spine,1,0,Image 1,1,1,100000002,610000001978,
3,,Spine,1,1,Image 1,1,1,100000000,610000001983,
2,,Spine,1,0,Image 1,1,1,100000002,610000001985,
3,,Spine,1,0,Image 1,1,1,100000002,610000001989,
2,,Spine,1,0,Image 1,1,1,100000002,610000001991,
3,,Spine,1,0,Image 1,1,1,100000000,610000001993,
3,,Spine,1,0,Image 1,1,1,100000001,610000001997,
2,,Spine,1,1,Image 1,1,1,100000000,610000001999,
3,,Spine,1,0,Image 1,1,1,100000002,610000002002,
2,,Spine,1,0,Image 1,1,1,100000002,610000002004,
2,,Spine,1,0,Image 1,1,1,100000002,610000002008,
2,,Spine,1,0,Image 1,1,1,100000002,610000002010,
2,,Spine,1,0,Image 1,1,1,100000002,610000002014,
3,,Spine,1,1,Image 1,1,1,100000000,610000002016,
3,,Spine,1,0,Image 1,1,1,100000002,610000002024,
2,,Spine,1,0,Image 1,1,1,100000002,610000002039,
2,,Spine,1,7,Image 1,3,1,100000000,610000002050,
2,,Spine,1,7,Image 1,3,1,100000000,610000002051,
2,,Spine,1,7,Image 1,3,1,100000000,610000002052,
2,,Spine,1,3,Image 1,3,1,100000000,610000002053,
2,,Spine,1,4,Image 1,2,1,100000000,610000002054,
2,,Spine,1,2,Image 1,2,1,100000000,610000002055,
2,,Spine,1,1,Image 1,2,1,100000000,610000002057,
2,,Spine,1,1,Image 1,1,1,100000000,610000002058,
2,,Spine,1,0,Image 1,1,1,100000000,610000002067,
2,,Spine,1,0,Image 1,1,1,100000000,610000002068,
2,,Spine,1,4,Image 1,2,1,100000000,610000002071,
2,,Spine,1,4,Image 1,2,1,100000000,610000002072,
2,,Spine,1,4,Image 1,2,1,100000000,610000002073,
2,,Spine,1,3,Image 1,1,1,100000000,610000002074,
2,,Spine,1,2,Image 1,1,1,100000000,610000002075,
2,,Spine,1,1,Image 1,2,1,100000000,610000002076,
2,,Spine,1,1,Image 1,2,1,100000001,610000002078,
2,,Spine,1,1,Image 1,2,1,100000001,610000002079,
2,,Spine,1,0,Image 1,1,1,100000001,610000002080,
2,,Spine,1,0,Image 1,1,1,100000001,610000002081,
2,,Spine,1,0,Image 1,1,1,100000001,610000002082,
2,,Spine,1,1,Image 1,2,1,100000001,610000002083,
2,,Spine,1,0,Image 1,1,1,100000001,610000002084,
2,,Spine,1,3,Image 1,1,1,100000002,610000002085,
2,,Spine,1,3,Image 1,1,1,100000002,610000002086,
2,,Spine,1,2,Image 1,1,1,100000002,610000002087,
2,,Spine,1,1,Image 1,2,1,100000002,610000002088,
2,,Spine,1,1,Image 1,2,1,100000002,610000002089,
2,,Spine,1,0,Image 1,1,1,100000002,610000002090,
2,,Spine,1,3,Image 1,2,1,100000002,610000002093,
2,,Spine,1,2,Image 1,2,1,100000002,610000002094,
2,,Spine,1,2,Image 1,1,1,100000002,610000002095,
2,,Spine,1,0,Image 1,1,1,100000002,610000002096,
2,,Spine,1,0,Image 1,1,1,100000002,610000002097,
2,,Spine,1,2,Image 1,2,1,100000002,610000002102,
