
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-16597.5,µm,Spine,Spine Position,7,3,1,100000000,610000002051,
-16596.6,µm,Spine,Spine Position,7,3,1,100000000,610000002052,
-16594.2,µm,Spine,Spine Position,3,3,1,100000000,610000002053,
-16589.9,µm,Spine,Spine Position,4,2,1,100000000,610000002054,
-16594.8,µm,Spine,Spine Position,2,2,1,100000000,610000002055,
-16598.3,µm,Spine,Spine Position,1,2,1,100000000,610000002057,
-16597,µm,Spine,Spine Position,1,1,1,100000000,610000002058,
-16597.6,µm,Spine,Spine Position,0,1,1,100000000,610000002067,
-16597.6,µm,Spine,Spine Position,0,1,1,100000000,610000002068,
-16598.9,µm,Spine,Spine Position,4,2,1,100000000,610000002071,
-16599.4,µm,Spine,Spine Position,4,2,1,100000000,610000002072,
-16599.5,µm,Spine,Spine Position,4,2,1,100000000,610000002073,
-16599.4,µm,Spine,Spine Position,3,1,1,100000000,610000002074,
-16599.2,µm,Spine,Spine Position,2,1,1,100000000,610000002075,
-16598.6,µm,Spine,Spine Position,1,2,1,100000000,610000002076,
-16556.9,µm,Spine,Spine Position,1,2,1,100000001,610000002078,
-16556.9,µm,Spine,Spine Position,1,2,1,100000001,610000002079,
-16555.3,µm,Spine,Spine Position,0,1,1,100000001,610000002080,
-16554.9,µm,Spine,Spine Position,0,1,1,100000001,610000002081,
-16554.9,µm,Spine,Spine Position,0,1,1,100000001,610000002082,
-16558.2,µm,Spine,Spine Position,1,2,1,100000001,610000002083,
-16554.7,µm,Spine,Spine Position,0,1,1,100000001,610000002084,
-16574.3,µm,Spine,Spine Position,3,1,1,100000002,610000002085,
-16574.5,µm,Spine,Spine Position,3,1,1,100000002,610000002086,
-16575.6,µm,Spine,Spine Position,2,1,1,100000002,610000002087,
-16578.3,µm,Spine,Spine Position,1,2,1,100000002,610000002088,
-16577.7,µm,Spine,Spine Position,1,2,1,100000002,610000002089,
-16577.9,µm,Spine,Spine Position,0,1,1,100000002,610000002090,
-16581.3,µm,Spine,Spine Position,3,2,1,100000002,610000002093,
-16579.9,µm,Spine,Spine Position,2,2,1,100000002,610000002094,
-16579.9,µm,Spine,Spine Position,2,1,1,100000002,610000002095,
-16579.2,µm,Spine,Spine Position,0,1,1,100000002,610000002096,
-16579.1,µm,Spine,Spine Position,0,1,1,100000002,610000002097,
-16579.8,µm,Spine,Spine Position,2,2,1,100000002,610000002102,
