
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-16597.8,µm,Spine,Spine Position,1,2,1,100000000,610000001873,
-16598.5,µm,Spine,Spine Position,0,1,1,100000000,610000001876,
-16574.2,µm,Spine,Spine Position,3,1,1,100000002,610000001880,
-16597.3,µm,Spine,Spine Position,1,2,1,100000000,610000001883,
-16555.6,µm,Spine,Spine Position,0,1,1,100000001,610000001885,
-16599.8,µm,Spine,Spine Position,4,2,1,100000000,610000001887,
-16578.1,µm,Spine,Spine Position,0,1,1,100000002,610000001893,
-16592.5,µm,Spine,Spine Position,8,5,1,100000000,610000001895,
-16597.1,µm,Spine,Spine Position,1,1,1,100000000,610000001898,
-16578.1,µm,Spine,Spine Position,0,1,1,100000002,610000001903,
-16577,µm,Spine,Spine Position,0,1,1,100000002,610000001906,
-16575.3,µm,Spine,Spine Position,2,1,1,100000002,610000001908,
-16578.1,µm,Spine,Spine Position,0,1,1,100000002,610000001911,
-16574.2,µm,Spine,Spine Position,3,1,1,100000002,610000001914,
-16581.1,µm,Spine,Spine Position,3,2,1,100000002,610000001916,
-16579.5,µm,Spine,Spine Position,1,2,1,100000002,610000001919,
-16598.2,µm,Spine,Spine Position,1,2,1,100000000,610000001922,
-16559.2,µm,Spine,Spine Position,2,1,1,100000001,610000001925,
-16597.4,µm,Spine,Spine Position,1,2,1,100000000,610000001931,
-16597.7,µm,Spine,Spine Position,0,1,1,100000000,610000001934,
-16595.4,µm,Spine,Spine Position,5,3,1,100000000,610000001936,
-16597.6,µm,Spine,Spine Position,1,2,1,100000000,610000001939,
-16597.7,µm,Spine,Spine Position,1,2,1,100000000,610000001941,
-16578,µm,Spine,Spine Position,0,1,1,100000002,610000001947,
-16581.4,µm,Spine,Spine Position,3,2,1,100000002,610000001949,
-16579.6,µm,Spine,Spine Position,1,2,1,100000002,610000001952,
-16578.4,µm,Spine,Spine Position,0,1,1,100000002,610000001956,
-16581.5,µm,Spine,Spine Position,2,1,1,100000002,610000001958,
-16573.5,µm,Spine,Spine Position,3,1,1,100000002,610000001965,
-16578.5,µm,Spine,Spine Position,0,1,1,100000002,610000001970,
-16597.6,µm,Spine,Spine Position,1,1,1,100000000,610000001975,
-16578.8,µm,Spine,Spine Position,0,1,1,100000002,610000001978,
-16597.8,µm,Spine,Spine Position,1,2,1,100000000,610000001983,
-16578.4,µm,Spine,Spine Position,0,1,1,100000002,610000001985,
-16577.7,µm,Spine,Spine Position,0,1,1,100000002,610000001989,
-16578.7,µm,Spine,Spine Position,0,1,1,100000002,610000001991,
-16597.7,µm,Spine,Spine Position,0,1,1,100000000,610000001993,
-16554.6,µm,Spine,Spine Position,0,1,1,100000001,610000001997,
-16598.8,µm,Spine,Spine Position,1,2,1,100000000,610000001999,
-16578.8,µm,Spine,Spine Position,0,1,1,100000002,610000002002,
-16578.2,µm,Spine,Spine Position,0,1,1,100000002,610000002004,
-16576.7,µm,Spine,Spine Position,0,1,1,100000002,610000002008,
-16578.6,µm,Spine,Spine Position,0,1,1,100000002,610000002010,
-16578,µm,Spine,Spine Position,0,1,1,100000002,610000002014,
-16596.9,µm,Spine,Spine Position,1,1,1,100000000,610000002016,
-16579.2,µm,Spine,Spine Position,0,1,1,100000002,610000002024,
-16578.8,µm,Spine,Spine Position,0,1,1,100000002,610000002039,
-16597.5,µm,Spine,Spine Position,7,3,1,100000000,610000002050,
