
Segment Center Intensity Mean Ch=3 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
27.8125,,Segment,3,11,Image 1,5,1,100000000,510000000020,
36,,Segment,3,10,Image 1,5,1,100000000,510000000027,
64.3333,,Segment,3,9,Image 1,5,1,100000000,510000000029,
60.3143,,Segment,3,8,Image 1,4,1,100000000,510000000063,
35.5278,,Segment,3,7,Image 1,4,1,100000000,510000000098,
69.4138,,Segment,3,6,Image 1,3,1,100000000,510000000126,
87,,Segment,3,5,Image 1,3,1,100000000,510000000149,
89.4286,,Segment,3,4,Image 1,3,1,100000000,510000000176,
15.2308,,Segment,3,3,Image 1,3,1,100000000,510000000188,
59.25,,Segment,3,2,Image 1,2,1,100000000,510000000199,
48.25,,Segment,3,1,Image 1,2,1,100000000,510000000202,
72.6,,Segment,3,0,Image 1,1,1,100000000,510000000230,
27,,Segment,3,11,Image 1,6,1,100000000,510000000254,
36.3333,,Segment,3,10,Image 1,6,1,100000000,510000000265,
44.6667,,Segment,3,9,Image 1,4,1,100000000,510000000267,
58.9286,,Segment,3,8,Image 1,5,1,100000000,510000000294,
68.0303,,Segment,3,3,Image 1,1,1,100000000,510000000326,
40.4,,Segment,3,2,Image 1,1,1,100000000,510000000335,
68.7222,,Segment,3,1,Image 1,1,1,100000000,510000000352,
8.375,,Segment,3,0,Image 1,1,1,100000000,510000000368,
43.3333,,Segment,3,3,Image 1,2,1,100000000,510000000383,
34,,Segment,3,2,Image 1,2,1,100000000,510000000391,
51.5714,,Segment,3,1,Image 1,2,1,100000000,510000000397,
77.7692,,Segment,3,8,Image 1,4,1,100000000,510000000410,
60.561,,Segment,3,7,Image 1,3,1,100000000,510000000450,
84.6667,,Segment,3,8,Image 1,3,1,100000000,510000000455,
43.4,,Segment,3,6,Image 1,4,1,100000000,510000000460,
51.8,,Segment,3,5,Image 1,4,1,100000000,510000000464,
19.1667,,Segment,3,4,Image 1,4,1,100000000,510000000469,
56.6531,,Segment,3,4,Image 1,2,1,100000000,510000000517,
37.4231,,Segment,3,3,Image 1,2,1,100000000,510000000542,
41,,Segment,3,4,Image 1,3,1,100000000,510000000545,
86.1538,,Segment,3,4,Image 1,2,1,100000002,510000000559,
91.6667,,Segment,3,3,Image 1,1,1,100000002,510000000591,
64.3571,,Segment,3,2,Image 1,1,1,100000002,510000000604,
99.5714,,Segment,3,1,Image 1,1,1,100000002,510000000624,
