
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.23228,µm^2,Segment,11,5,1,100000000,510000000020,
0.827817,µm^2,Segment,10,5,1,100000000,510000000027,
0.273948,µm^2,Segment,9,5,1,100000000,510000000029,
2.92661,µm^2,Segment,8,4,1,100000000,510000000063,
2.55623,µm^2,Segment,7,4,1,100000000,510000000098,
1.72127,µm^2,Segment,6,3,1,100000000,510000000126,
1.94152,µm^2,Segment,5,3,1,100000000,510000000149,
2.32048,µm^2,Segment,4,3,1,100000000,510000000176,
0.67274,µm^2,Segment,3,3,1,100000000,510000000188,
1.31843,µm^2,Segment,2,2,1,100000000,510000000199,
0.318861,µm^2,Segment,1,2,1,100000000,510000000202,
2.98007,µm^2,Segment,0,1,1,100000000,510000000230,
0.511024,µm^2,Segment,11,6,1,100000000,510000000254,
0.740216,µm^2,Segment,10,6,1,100000000,510000000265,
0.593589,µm^2,Segment,9,4,1,100000000,510000000267,
2.28904,µm^2,Segment,8,5,1,100000000,510000000294,
2.89382,µm^2,Segment,3,1,1,100000000,510000000326,
0.752467,µm^2,Segment,2,1,1,100000000,510000000335,
2.05578,µm^2,Segment,1,1,1,100000000,510000000352,
1.12964,µm^2,Segment,0,1,1,100000000,510000000368,
0.376984,µm^2,Segment,3,2,1,100000000,510000000383,
0.825155,µm^2,Segment,2,2,1,100000000,510000000391,
0.690733,µm^2,Segment,1,2,1,100000000,510000000397,
0.805842,µm^2,Segment,8,4,1,100000000,510000000410,
3.22756,µm^2,Segment,7,3,1,100000000,510000000450,
0.627159,µm^2,Segment,8,3,1,100000000,510000000455,
0.449653,µm^2,Segment,6,4,1,100000000,510000000460,
0.538638,µm^2,Segment,5,4,1,100000000,510000000464,
0.504952,µm^2,Segment,4,4,1,100000000,510000000469,
3.58641,µm^2,Segment,4,2,1,100000000,510000000517,
2.10115,µm^2,Segment,3,2,1,100000000,510000000542,
0.329968,µm^2,Segment,4,3,1,100000000,510000000545,
1.05869,µm^2,Segment,4,2,1,100000002,510000000559,
3.42857,µm^2,Segment,3,1,1,100000002,510000000591,
1.43248,µm^2,Segment,2,1,1,100000002,510000000604,
1.69155,µm^2,Segment,1,1,1,100000002,510000000624,
1.39035,µm^2,Segment,0,1,1,100000002,510000000642,
1.60042,µm^2,Segment,4,1,1,100000002,510000000678,
0.520186,µm^2,Segment,3,2,1,100000002,510000000683,
1.77113,µm^2,Segment,1,2,1,100000002,510000000701,
0.31577,µm^2,Segment,2,2,1,100000002,510000000703,
0.325529,µm^2,Segment,5,3,1,100000000,510000000706,
1.17008,µm^2,Segment,4,2,1,100000000,510000000714,
1.17556,µm^2,Segment,3,1,1,100000000,510000000721,
2.50485,µm^2,Segment,2,1,1,100000000,510000000744,
0.281758,µm^2,Segment,1,1,1,100000000,510000000746,
0.949393,µm^2,Segment,0,1,1,100000000,510000000767,
0.388883,µm^2,Segment,5,2,1,100000000,510000000782,
1.4374,µm^2,Segment,5,1,1,100000000,510000000796,
0.368806,µm^2,Segment,5,2,1,100000000,510000000799,
1.07454,µm^2,Segment,4,2,1,100000000,510000000804,
1.41189,µm^2,Segment,2,2,1,100000000,510000000820,
0.584556,µm^2,Segment,1,2,1,100000000,510000000825,
3.89825,µm^2,Segment,2,1,1,100000001,510000000865,
4.2364,µm^2,Segment,1,1,1,100000001,510000000909,
4.04255,µm^2,Segment,0,1,1,100000001,510000000958,
0.717944,µm^2,Segment,2,2,1,100000001,510000000968,
1.76377,µm^2,Segment,1,2,1,100000001,510000000987,
5.09285,µm^2,Segment,2,1,1,100000002,510000001044,
1.29715,µm^2,Segment,1,1,1,100000002,510000001053,
1.68673,µm^2,Segment,0,1,1,100000002,510000001079,
1.39227,µm^2,Segment,2,3,1,100000000,510000001098,
2.20953,µm^2,Segment,0,1,1,100000000,510000001124,
