
Spine Part Volume Neck
 ==================== 
Spine Part Volume Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000003852,
0.0143124,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003859,
0.00995786,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003866,
0.00794899,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003872,
0.00940301,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000003878,
0,µm^3,Spine,Spine Part Volume,7,5,1,100000000,610000003882,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000003886,
0.0353342,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003912,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000003914,
0.038576,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003925,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000003929,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000003931,
0.00568388,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000003936,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000003938,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000003942,
0.0256884,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003960,
0.0252631,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000003967,
0.0655282,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003975,
0.120479,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003984,
0.0848412,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003994,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000003996,
0.00236,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000003999,
0.0229433,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004014,
0.00293508,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000004017,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000000,610000004021,
0.00796219,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000004024,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004026,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004028,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000004032,
0.0280132,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004043,
0.00644622,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000004046,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000004050,
0.00249161,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004053,
0.0824863,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004062,
0.00270367,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004065,
0,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000004067,
0.0485995,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004072,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000004074,
0.00273273,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000004077,
0.012088,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004089,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004093,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000004095,
0.00822106,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000004098,
0.136023,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004105,
0,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000004107,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004112,
0.00430046,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004119,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004121,
0.0158714,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004124,
0.102403,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004132,
0.00636735,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000004135,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000003,610000004137,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004140,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004145,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004149,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004151,
0.0225795,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004155,
0.0812894,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004163,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004167,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004170,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004173,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000004176,
0,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000004178,
0.0443096,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004184,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000004186,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000004189,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004192,
0.0394191,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004198,
0.0739622,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004205,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004207,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004209,
0.00627906,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004212,
0,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000004214,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004216,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004219,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000004221,
0.00782345,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004225,
0,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000004228,
0.0405593,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004235,
0.00547655,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000004238,
0,µm^3,Spine,Spine Part Volume,5,1,1,100000002,610000004242,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004244,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004247,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004249,
0.0643459,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004254,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004256,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004259,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004263,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004265,
0.0114124,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000004268,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004271,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004274,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004277,
0.0266189,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004281,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004284,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004289,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000004291,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004293,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004295,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004297,
0.0417738,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004301,
0.0316996,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004305,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004307,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004309,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004313,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004318,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004320,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004323,
0.0222686,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004326,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004331,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004337,
0.0504191,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004342,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004345,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004348,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004351,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004355,
0.012359,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004362,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004367,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000000,610000004369,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004371,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004376,
0,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000004389,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004391,
0,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000004396,
0,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004401,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004408,
0,µm^3,Spine,Spine Part Volume,7,4,1,100000000,610000004424,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004425,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000004426,
0,µm^3,Spine,Spine Part Volume,1,2,1,100000000,610000004427,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004431,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004432,
0,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000004433,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004434,
0,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000004435,
0,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000004436,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004437,
0,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004438,
0,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004439,
