
Segment Intensity Median Ch=1 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.00391,,Segment,1,7,Image 1,5,1,100000000,510000000027,
2.00391,,Segment,1,6,Image 1,4,1,100000000,510000000054,
2.00781,,Segment,1,5,Image 1,3,1,100000000,510000000091,
2.00781,,Segment,1,4,Image 1,2,1,100000000,510000000103,
2.00781,,Segment,1,3,Image 1,1,1,100000000,510000000121,
2.00781,,Segment,1,2,Image 1,1,1,100000000,510000000134,
2.00781,,Segment,1,1,Image 1,1,1,100000000,510000000159,
2.00781,,Segment,1,0,Image 1,1,1,100000000,510000000199,
1.00781,,Segment,1,7,Image 1,4,1,100000000,510000000286,
1.00391,,Segment,1,4,Image 1,3,1,100000000,510000000347,
2.00391,,Segment,1,3,Image 1,2,1,100000000,510000000404,
2.00391,,Segment,1,2,Image 1,2,1,100000000,510000000422,
2.00781,,Segment,1,1,Image 1,1,1,100000000,510000000429,
2.00781,,Segment,1,0,Image 1,1,1,100000000,510000000455,
2.00391,,Segment,1,4,Image 1,2,1,100000000,510000000462,
3.03125,,Segment,1,0,Image 1,1,1,100000000,510000000602,
1.00781,,Segment,1,2,Image 1,2,1,100000002,510000000670,
1.00391,,Segment,1,1,Image 1,1,1,100000002,510000000703,
1.00781,,Segment,1,0,Image 1,1,1,100000002,510000000741,
1.00391,,Segment,1,4,Image 1,2,1,100000003,510000000792,
1.00391,,Segment,1,3,Image 1,1,1,100000003,510000000809,
2.00781,,Segment,1,2,Image 1,1,1,100000003,510000000833,
2.00781,,Segment,1,1,Image 1,1,1,100000003,510000000846,
1.00391,,Segment,1,0,Image 1,1,1,100000003,510000000876,
2.00781,,Segment,1,4,Image 1,1,1,100000001,510000001009,
2.00781,,Segment,1,3,Image 1,1,1,100000001,510000001031,
2.00781,,Segment,1,2,Image 1,1,1,100000001,510000001058,
2.00781,,Segment,1,1,Image 1,1,1,100000001,510000001069,
2.00391,,Segment,1,0,Image 1,1,1,100000001,510000001078,
2.00781,,Segment,1,2,Image 1,2,1,100000001,510000001165,
3.125,,Segment,1,6,Image 1,3,1,100000001,510000001218,
2.00781,,Segment,1,5,Image 1,3,1,100000001,510000001227,
2.00781,,Segment,1,4,Image 1,2,1,100000001,510000001234,
2.01562,,Segment,1,3,Image 1,2,1,100000001,510000001285,
1.00391,,Segment,1,2,Image 1,2,1,100000001,510000001296,
2.00391,,Segment,1,1,Image 1,2,1,100000001,510000001300,
3.00781,,Segment,1,6,Image 1,4,1,100000001,510000001323,
2.00781,,Segment,1,4,Image 1,2,1,100000001,510000001348,
2.00781,,Segment,1,5,Image 1,2,1,100000001,510000001359,
2.00781,,Segment,1,4,Image 1,3,1,100000001,510000001376,
1.00781,,Segment,1,3,Image 1,3,1,100000001,510000001384,
2.00781,,Segment,1,3,Image 1,2,1,100000001,510000001391,
1.00391,,Segment,1,2,Image 1,3,1,100000001,510000001398,
1.01562,,Segment,1,0,Image 1,1,1,100000003,510000001454,
2.00781,,Segment,1,3,Image 1,1,1,100000000,510000001538,
2.00781,,Segment,1,2,Image 1,1,1,100000000,510000001570,
1.00391,,Segment,1,3,Image 1,3,1,100000000,510000001615,
2.00781,,Segment,1,2,Image 1,2,1,100000000,510000001631,
3.125,,Segment,1,3,Image 1,3,1,100000002,510000001639,
2.00391,,Segment,1,2,Image 1,2,1,100000002,510000001656,
2.00781,,Segment,1,1,Image 1,1,1,100000002,510000001681,
2.01562,,Segment,1,0,Image 1,1,1,100000002,510000001705,
1.00391,,Segment,1,4,Image 1,2,1,100000001,510000001775,
1.00391,,Segment,1,3,Image 1,1,1,100000001,510000001781,
2.00391,,Segment,1,2,Image 1,1,1,100000001,510000001788,
2.00391,,Segment,1,1,Image 1,1,1,100000001,510000001800,
1.00781,,Segment,1,0,Image 1,1,1,100000001,510000001815,
1.00781,,Segment,1,1,Image 1,2,1,100000002,510000001904,
2.00781,,Segment,1,7,Image 1,2,1,100000002,510000001945,
2.00781,,Segment,1,6,Image 1,2,1,100000002,510000001954,
2.00781,,Segment,1,5,Image 1,2,1,100000002,510000001975,
2.00781,,Segment,1,4,Image 1,1,1,100000002,510000001994,
2.01562,,Segment,1,3,Image 1,1,1,100000002,510000002055,
2.01562,,Segment,1,2,Image 1,1,1,100000002,510000002066,
2.00391,,Segment,1,6,Image 1,3,1,100000000,510000002088,
1.00391,,Segment,1,5,Image 1,3,1,100000002,510000002122,
1.00391,,Segment,1,4,Image 1,3,1,100000002,510000002139,
1.00391,,Segment,1,3,Image 1,2,1,100000002,510000002178,
2.00781,,Segment,1,5,Image 1,3,1,100000002,510000002238,
1.00781,,Segment,1,7,Image 1,3,1,100000002,510000002249,
2.00781,,Segment,1,5,Image 1,4,1,100000002,510000002262,
2.00781,,Segment,1,5,Image 1,3,1,100000002,510000002278,
2.00781,,Segment,1,4,Image 1,2,1,100000002,510000002305,
1.00391,,Segment,1,6,Image 1,3,1,100000002,510000002318,
2.00391,,Segment,1,5,Image 1,2,1,100000002,510000002337,
2.01562,,Segment,1,3,Image 1,2,1,100000002,510000002434,
1.00391,,Segment,1,4,Image 1,1,1,100000001,510000002492,
1.00391,,Segment,1,6,Image 1,3,1,100000000,510000002533,
2.00781,,Segment,1,5,Image 1,2,1,100000000,510000002548,
2.00781,,Segment,1,4,Image 1,2,1,100000000,510000002551,
2.00781,,Segment,1,3,Image 1,2,1,100000000,510000002577,
2.00391,,Segment,1,2,Image 1,2,1,100000000,510000002593,
2.00781,,Segment,1,1,Image 1,2,1,100000000,510000002605,
1.00781,,Segment,1,5,Image 1,1,1,100000002,510000002621,
1.00391,,Segment,1,4,Image 1,1,1,100000003,510000002663,
2.00391,,Segment,1,5,Image 1,2,1,100000000,510000002699,
2.00781,,Segment,1,4,Image 1,1,1,100000000,510000002727,
2.00391,,Segment,1,5,Image 1,2,1,100000002,510000002734,
2.00781,,Segment,1,5,Image 1,1,1,100000000,510000002784,
2.00781,,Segment,1,3,Image 1,2,1,100000000,510000002877,
1.00391,,Segment,1,6,Image 1,2,1,100000000,510000002886,
2.00391,,Segment,1,5,Image 1,3,1,100000000,510000002898,
