
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
124.766,°,Segment,3,2,1,100000000,510000002914,
0,°,Segment,0,1,1,100000001,510000002963,
35.8101,°,Segment,5,2,1,100000000,510000002981,
31.9218,°,Segment,2,1,1,100000002,510000002999,
100.974,°,Segment,4,3,1,100000000,510000003008,
32.8591,°,Segment,5,2,1,100000000,510000003027,
76.2332,°,Segment,1,2,1,100000001,510000003049,
94.9408,°,Segment,3,2,1,100000003,510000003081,
64.8144,°,Segment,4,3,1,100000000,510000003092,
47.0513,°,Segment,3,2,1,100000000,510000003097,
58.3889,°,Segment,5,3,1,100000000,510000003105,
38.2981,°,Segment,1,2,1,100000001,510000003141,
0,°,Segment,0,1,1,100000001,510000003164,
85.4727,°,Segment,3,2,1,100000001,510000003176,
0,°,Segment,0,1,1,100000001,510000003220,
64.3467,°,Segment,3,3,1,100000000,510000003254,
60.5166,°,Segment,2,2,1,100000001,510000003264,
40.381,°,Segment,1,1,1,100000001,510000003273,
47.6031,°,Segment,2,2,1,100000001,510000003292,
93.5417,°,Segment,2,2,1,100000001,510000003300,
52.3232,°,Segment,3,3,1,100000000,510000003321,
0,°,Segment,0,1,1,100000003,510000003364,
38.9386,°,Segment,2,3,1,100000000,510000003389,
134.854,°,Segment,1,2,1,100000000,510000003412,
43.931,°,Segment,2,2,1,100000003,510000003424,
31.2557,°,Segment,1,2,1,100000002,510000003439,
0,°,Segment,0,1,1,100000001,510000003466,
52.9606,°,Segment,1,2,1,100000003,510000003474,
0,°,Segment,0,1,1,100000003,510000003586,
67.4823,°,Segment,2,1,1,100000001,510000003627,
17.3613,°,Segment,4,2,1,100000002,510000003630,
