
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Segment,2,7,Image 1,5,1,100000000,510000000027,
0,,Segment,2,6,Image 1,4,1,100000000,510000000054,
1,,Segment,2,5,Image 1,3,1,100000000,510000000091,
10,,Segment,2,4,Image 1,2,1,100000000,510000000103,
7,,Segment,2,3,Image 1,1,1,100000000,510000000121,
16,,Segment,2,2,Image 1,1,1,100000000,510000000134,
2,,Segment,2,1,Image 1,1,1,100000000,510000000159,
7,,Segment,2,0,Image 1,1,1,100000000,510000000199,
4,,Segment,2,7,Image 1,4,1,100000000,510000000286,
3,,Segment,2,4,Image 1,3,1,100000000,510000000347,
0,,Segment,2,3,Image 1,2,1,100000000,510000000404,
15,,Segment,2,2,Image 1,2,1,100000000,510000000422,
10,,Segment,2,1,Image 1,1,1,100000000,510000000429,
10,,Segment,2,0,Image 1,1,1,100000000,510000000455,
8,,Segment,2,4,Image 1,2,1,100000000,510000000462,
2,,Segment,2,0,Image 1,1,1,100000000,510000000602,
4,,Segment,2,2,Image 1,2,1,100000002,510000000670,
2,,Segment,2,1,Image 1,1,1,100000002,510000000703,
8,,Segment,2,0,Image 1,1,1,100000002,510000000741,
0,,Segment,2,4,Image 1,2,1,100000003,510000000792,
7,,Segment,2,3,Image 1,1,1,100000003,510000000809,
6,,Segment,2,2,Image 1,1,1,100000003,510000000833,
7,,Segment,2,1,Image 1,1,1,100000003,510000000846,
11,,Segment,2,0,Image 1,1,1,100000003,510000000876,
3,,Segment,2,4,Image 1,1,1,100000001,510000001009,
8,,Segment,2,3,Image 1,1,1,100000001,510000001031,
4,,Segment,2,2,Image 1,1,1,100000001,510000001058,
6,,Segment,2,1,Image 1,1,1,100000001,510000001069,
6,,Segment,2,0,Image 1,1,1,100000001,510000001078,
0,,Segment,2,2,Image 1,2,1,100000001,510000001165,
4,,Segment,2,6,Image 1,3,1,100000001,510000001218,
2,,Segment,2,5,Image 1,3,1,100000001,510000001227,
15,,Segment,2,4,Image 1,2,1,100000001,510000001234,
9,,Segment,2,3,Image 1,2,1,100000001,510000001285,
16,,Segment,2,2,Image 1,2,1,100000001,510000001296,
6,,Segment,2,1,Image 1,2,1,100000001,510000001300,
8,,Segment,2,6,Image 1,4,1,100000001,510000001323,
4,,Segment,2,4,Image 1,2,1,100000001,510000001348,
5,,Segment,2,5,Image 1,2,1,100000001,510000001359,
8,,Segment,2,4,Image 1,3,1,100000001,510000001376,
5,,Segment,2,3,Image 1,3,1,100000001,510000001384,
8,,Segment,2,3,Image 1,2,1,100000001,510000001391,
23,,Segment,2,2,Image 1,3,1,100000001,510000001398,
2,,Segment,2,0,Image 1,1,1,100000003,510000001454,
2,,Segment,2,3,Image 1,1,1,100000000,510000001538,
8,,Segment,2,2,Image 1,1,1,100000000,510000001570,
2,,Segment,2,3,Image 1,3,1,100000000,510000001615,
12,,Segment,2,2,Image 1,2,1,100000000,510000001631,
2,,Segment,2,3,Image 1,3,1,100000002,510000001639,
4,,Segment,2,2,Image 1,2,1,100000002,510000001656,
7,,Segment,2,1,Image 1,1,1,100000002,510000001681,
19,,Segment,2,0,Image 1,1,1,100000002,510000001705,
0,,Segment,2,4,Image 1,2,1,100000001,510000001775,
5,,Segment,2,3,Image 1,1,1,100000001,510000001781,
7,,Segment,2,2,Image 1,1,1,100000001,510000001788,
8,,Segment,2,1,Image 1,1,1,100000001,510000001800,
6,,Segment,2,0,Image 1,1,1,100000001,510000001815,
1,,Segment,2,1,Image 1,2,1,100000002,510000001904,
2,,Segment,2,7,Image 1,2,1,100000002,510000001945,
3,,Segment,2,6,Image 1,2,1,100000002,510000001954,
11,,Segment,2,5,Image 1,2,1,100000002,510000001975,
5,,Segment,2,4,Image 1,1,1,100000002,510000001994,
4,,Segment,2,3,Image 1,1,1,100000002,510000002055,
9,,Segment,2,2,Image 1,1,1,100000002,510000002066,
1,,Segment,2,6,Image 1,3,1,100000000,510000002088,
2,,Segment,2,5,Image 1,3,1,100000002,510000002122,
3,,Segment,2,4,Image 1,3,1,100000002,510000002139,
3,,Segment,2,3,Image 1,2,1,100000002,510000002178,
1,,Segment,2,5,Image 1,3,1,100000002,510000002238,
5,,Segment,2,7,Image 1,3,1,100000002,510000002249,
1,,Segment,2,5,Image 1,4,1,100000002,510000002262,
3,,Segment,2,5,Image 1,3,1,100000002,510000002278,
2,,Segment,2,4,Image 1,2,1,100000002,510000002305,
10,,Segment,2,6,Image 1,3,1,100000002,510000002318,
3,,Segment,2,5,Image 1,2,1,100000002,510000002337,
1,,Segment,2,3,Image 1,2,1,100000002,510000002434,
2,,Segment,2,4,Image 1,1,1,100000001,510000002492,
2,,Segment,2,6,Image 1,3,1,100000000,510000002533,
1,,Segment,2,5,Image 1,2,1,100000000,510000002548,
