
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,7,5,1,100000000,510000000027,
0,s,Segment,6,4,1,100000000,510000000054,
0,s,Segment,5,3,1,100000000,510000000091,
0,s,Segment,4,2,1,100000000,510000000103,
0,s,Segment,3,1,1,100000000,510000000121,
0,s,Segment,2,1,1,100000000,510000000134,
0,s,Segment,1,1,1,100000000,510000000159,
0,s,Segment,0,1,1,100000000,510000000199,
0,s,Segment,7,4,1,100000000,510000000286,
0,s,Segment,4,3,1,100000000,510000000347,
0,s,Segment,3,2,1,100000000,510000000404,
0,s,Segment,2,2,1,100000000,510000000422,
0,s,Segment,1,1,1,100000000,510000000429,
0,s,Segment,0,1,1,100000000,510000000455,
0,s,Segment,4,2,1,100000000,510000000462,
0,s,Segment,0,1,1,100000000,510000000602,
0,s,Segment,2,2,1,100000002,510000000670,
0,s,Segment,1,1,1,100000002,510000000703,
0,s,Segment,0,1,1,100000002,510000000741,
0,s,Segment,4,2,1,100000003,510000000792,
0,s,Segment,3,1,1,100000003,510000000809,
0,s,Segment,2,1,1,100000003,510000000833,
0,s,Segment,1,1,1,100000003,510000000846,
0,s,Segment,0,1,1,100000003,510000000876,
0,s,Segment,4,1,1,100000001,510000001009,
0,s,Segment,3,1,1,100000001,510000001031,
0,s,Segment,2,1,1,100000001,510000001058,
0,s,Segment,1,1,1,100000001,510000001069,
0,s,Segment,0,1,1,100000001,510000001078,
0,s,Segment,2,2,1,100000001,510000001165,
0,s,Segment,6,3,1,100000001,510000001218,
0,s,Segment,5,3,1,100000001,510000001227,
0,s,Segment,4,2,1,100000001,510000001234,
0,s,Segment,3,2,1,100000001,510000001285,
0,s,Segment,2,2,1,100000001,510000001296,
0,s,Segment,1,2,1,100000001,510000001300,
0,s,Segment,6,4,1,100000001,510000001323,
0,s,Segment,4,2,1,100000001,510000001348,
0,s,Segment,5,2,1,100000001,510000001359,
0,s,Segment,4,3,1,100000001,510000001376,
0,s,Segment,3,3,1,100000001,510000001384,
0,s,Segment,3,2,1,100000001,510000001391,
0,s,Segment,2,3,1,100000001,510000001398,
0,s,Segment,0,1,1,100000003,510000001454,
0,s,Segment,3,1,1,100000000,510000001538,
0,s,Segment,2,1,1,100000000,510000001570,
0,s,Segment,3,3,1,100000000,510000001615,
0,s,Segment,2,2,1,100000000,510000001631,
0,s,Segment,3,3,1,100000002,510000001639,
0,s,Segment,2,2,1,100000002,510000001656,
0,s,Segment,1,1,1,100000002,510000001681,
0,s,Segment,0,1,1,100000002,510000001705,
0,s,Segment,4,2,1,100000001,510000001775,
0,s,Segment,3,1,1,100000001,510000001781,
0,s,Segment,2,1,1,100000001,510000001788,
0,s,Segment,1,1,1,100000001,510000001800,
0,s,Segment,0,1,1,100000001,510000001815,
0,s,Segment,1,2,1,100000002,510000001904,
0,s,Segment,7,2,1,100000002,510000001945,
0,s,Segment,6,2,1,100000002,510000001954,
