
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21505.5,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000003852,
21497.1,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000003859,
21497.2,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000003866,
21497.1,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000003872,
21499.3,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000003878,
21505.7,µm,Spine,Spine Terminal Pt Position,7,5,1,100000000,610000003882,
21495,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000003886,
21514.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003912,
21504.5,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000003914,
21502.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000003916,
21504.1,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000003929,
21505.7,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000003931,
21504.7,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000003936,
21495.4,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000003938,
21489.2,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000003942,
21514.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003960,
21488.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000003962,
21503.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000003969,
21501.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000003977,
21509.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000003986,
21491.1,µm,Spine,Spine Terminal Pt Position,4,2,1,100000003,610000003996,
21490.2,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000003999,
21514.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004014,
21491,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000004017,
21507.6,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004021,
21494.9,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004024,
21503.3,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000004026,
21490.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000004028,
21504.5,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004032,
21505.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000004034,
21488.7,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004046,
21506.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000004050,
21491,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000004053,
21509.4,µm,Spine,Spine Terminal Pt Position,,,1,,610000004055,
21510.6,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000004065,
21490.2,µm,Spine,Spine Terminal Pt Position,4,1,1,100000003,610000004067,
21493.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000004072,
21507.3,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000004074,
21505.2,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000004077,
21514.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004089,
21486.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000004093,
21496,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000004095,
