
Spine Terminal Pt Position Y
 ==================== 
Spine Terminal Pt Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21489.8,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004098,
21489.2,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004107,
21488.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004109,
21487.1,µm,Spine,Spine Terminal Pt Position,,,1,,610000004115,
21491.6,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000004121,
21503,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004124,
21509.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000004126,
21506.9,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000004135,
21490.6,µm,Spine,Spine Terminal Pt Position,3,1,1,100000003,610000004137,
21491,µm,Spine,Spine Terminal Pt Position,,,1,,610000004139,
21501.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000004142,
21509.5,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004149,
21493.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000004151,
21505.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000004153,
21509.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004157,
21515.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004167,
21490.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000004169,
21504,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000004176,
21501.4,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000004178,
21499.5,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004186,
21506.3,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000004189,
21508.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004191,
21509.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000004194,
21486.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000004207,
21503.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004209,
21487.2,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000004212,
21496.5,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000004214,
21486.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000004218,
21504.2,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004221,
21486.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000004223,
21487.6,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004228,
21509.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000004231,
21506.4,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000004238,
21505.6,µm,Spine,Spine Terminal Pt Position,5,1,1,100000002,610000004242,
21509.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004244,
21488.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000004258,
21486.9,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004268,
21506.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004281,
21498.8,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004291,
21493.6,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000004309,
21514.9,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004318,
21492.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000004322,
21505.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000004344,
21504.6,µm,Spine,Spine Terminal Pt Position,,,1,,610000004354,
21503.2,µm,Spine,Spine Terminal Pt Position,7,4,1,100000000,610000004369,
21490.8,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000004389,
21507.1,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004391,
21507.7,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000004396,
21507.4,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004408,
21492.1,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004492,
21505.1,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000004492,
21498.5,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004492,
21504.7,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000004493,
21490,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004493,
21495.4,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004493,
21496.2,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000004493,
21490.6,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004494,
21494.5,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004494,
21494.1,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000004494,
21505.6,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004494,
21493.3,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004495,
21487.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004495,
21493.4,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004495,
21503.9,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000004495,
21506.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004496,
21486.2,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004496,
21505.5,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000004497,
21489.5,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000004497,
21505.9,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000004497,
21508.5,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004498,
21487.6,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004498,
21508.1,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004499,
21486.7,µm,Spine,Spine Terminal Pt Position,,,1,,610000004499,
21500,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004499,
21487.2,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004499,
21508.5,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000004500,
21500.2,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004500,
21487.1,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000004500,
21509.5,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004501,
21488.9,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000004501,
21500.5,µm,Spine,Spine Terminal Pt Position,,,1,,610000004501,
21492.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004502,
21511.9,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004502,
21492.5,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004503,
21512.7,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004503,
21505,µm,Spine,Spine Terminal Pt Position,,,1,,610000004504,
21492.8,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004504,
21512.6,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000004504,
21491.4,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000004505,
21515,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000004505,
21506.2,µm,Spine,Spine Terminal Pt Position,,,1,,610000004506,
21493.9,µm,Spine,Spine Terminal Pt Position,,,1,,610000004508,
21491,µm,Spine,Spine Terminal Pt Position,,,1,,610000004509,
