
Spine Part Mean Diameter Ground
 ==================== 
Spine Part Mean Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.289924,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003852,
0.248408,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003859,
0.248408,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003866,
0.248408,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003872,
0.368752,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003878,
0.196552,µm,Spine,Spine Part Mean Diameter,7,5,1,100000000,610000003882,
0.369932,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000003886,
0.275452,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003912,
0.21002,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003914,
0.287038,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003925,
0.329451,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000003929,
0.342961,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003931,
0.292028,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000003936,
0.37207,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003938,
0.391679,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003942,
0.289414,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003960,
0.259327,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000003967,
0.341644,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003975,
0.251369,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000003984,
0.329975,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003994,
0.323164,µm,Spine,Spine Part Mean Diameter,4,2,1,100000003,610000003996,
0.350687,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000003999,
0.298546,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004014,
0.314707,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000004017,
0.439555,µm,Spine,Spine Part Mean Diameter,4,1,1,100000000,610000004021,
0.301193,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000004024,
0.255795,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000004026,
0.29803,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004028,
0.292028,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000004032,
0.244962,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004043,
0.312362,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000004046,
0.282359,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000004050,
0.310347,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004053,
0.386106,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004062,
0.313185,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000004065,
0.278389,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000004067,
0.713193,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004072,
0.38408,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000004074,
0.25585,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000004077,
0.298546,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004089,
0.319977,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004093,
0.270294,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000004095,
0.501509,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000004098,
0.645107,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000004105,
0.549968,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000004107,
0.338373,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004112,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004119,
0.326073,µm,Spine,Spine Part Mean Diameter,1,2,1,100000001,610000004121,
0.46194,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000004124,
0.404178,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004132,
0.366274,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000004135,
0.251571,µm,Spine,Spine Part Mean Diameter,3,1,1,100000003,610000004137,
0.350967,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004140,
0.413056,µm,Spine,Spine Part Mean Diameter,5,3,1,100000002,610000004145,
0.351078,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004149,
0.442676,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004151,
0.422422,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004155,
0.366673,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004163,
0.34019,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000004167,
0.441557,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000004170,
0.302743,µm,Spine,Spine Part Mean Diameter,0,1,1,100000003,610000004173,
0.341226,µm,Spine,Spine Part Mean Diameter,3,3,1,100000000,610000004176,
0.324284,µm,Spine,Spine Part Mean Diameter,5,2,1,100000002,610000004178,
