
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-443.515,21507.4,1439.09,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-438.649,21492,1440.68,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-423.893,21503.2,1442.65,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-408.833,21487.8,1439.9,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000003,800000003,
