
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
5.89367,1/10µm,Segment,7,5,1,100000000,510000000027,
0,1/10µm,Segment,6,4,1,100000000,510000000054,
2.65847,1/10µm,Segment,5,3,1,100000000,510000000091,
0,1/10µm,Segment,4,2,1,100000000,510000000103,
0,1/10µm,Segment,3,1,1,100000000,510000000121,
0,1/10µm,Segment,2,1,1,100000000,510000000134,
4.75128,1/10µm,Segment,1,1,1,100000000,510000000159,
0,1/10µm,Segment,0,1,1,100000000,510000000199,
3.11439,1/10µm,Segment,7,4,1,100000000,510000000286,
6.14055,1/10µm,Segment,4,3,1,100000000,510000000347,
4.24988,1/10µm,Segment,3,2,1,100000000,510000000404,
5.85094,1/10µm,Segment,2,2,1,100000000,510000000422,
0,1/10µm,Segment,1,1,1,100000000,510000000429,
36.8568,1/10µm,Segment,0,1,1,100000000,510000000455,
0,1/10µm,Segment,4,2,1,100000000,510000000462,
8.26112,1/10µm,Segment,0,1,1,100000000,510000000602,
9.93333,1/10µm,Segment,2,2,1,100000002,510000000670,
0,1/10µm,Segment,1,1,1,100000002,510000000703,
0,1/10µm,Segment,0,1,1,100000002,510000000741,
2.36578,1/10µm,Segment,4,2,1,100000003,510000000792,
5.90538,1/10µm,Segment,3,1,1,100000003,510000000809,
0,1/10µm,Segment,2,1,1,100000003,510000000833,
0,1/10µm,Segment,1,1,1,100000003,510000000846,
0,1/10µm,Segment,0,1,1,100000003,510000000876,
0.923594,1/10µm,Segment,4,1,1,100000001,510000001009,
0,1/10µm,Segment,3,1,1,100000001,510000001031,
17.6343,1/10µm,Segment,2,1,1,100000001,510000001058,
8.79799,1/10µm,Segment,1,1,1,100000001,510000001069,
0,1/10µm,Segment,0,1,1,100000001,510000001078,
1.66387,1/10µm,Segment,2,2,1,100000001,510000001165,
8.22587,1/10µm,Segment,6,3,1,100000001,510000001218,
0,1/10µm,Segment,5,3,1,100000001,510000001227,
0,1/10µm,Segment,4,2,1,100000001,510000001234,
2.49648,1/10µm,Segment,3,2,1,100000001,510000001285,
0,1/10µm,Segment,2,2,1,100000001,510000001296,
0,1/10µm,Segment,1,2,1,100000001,510000001300,
4.88289,1/10µm,Segment,6,4,1,100000001,510000001323,
19.9557,1/10µm,Segment,4,2,1,100000001,510000001348,
0,1/10µm,Segment,5,2,1,100000001,510000001359,
0,1/10µm,Segment,4,3,1,100000001,510000001376,
0,1/10µm,Segment,3,3,1,100000001,510000001384,
0,1/10µm,Segment,3,2,1,100000001,510000001391,
11.8611,1/10µm,Segment,2,3,1,100000001,510000001398,
9.49022,1/10µm,Segment,0,1,1,100000003,510000001454,
2.64476,1/10µm,Segment,3,1,1,100000000,510000001538,
0,1/10µm,Segment,2,1,1,100000000,510000001570,
2.75561,1/10µm,Segment,3,3,1,100000000,510000001615,
19.1649,1/10µm,Segment,2,2,1,100000000,510000001631,
0,1/10µm,Segment,3,3,1,100000002,510000001639,
0,1/10µm,Segment,2,2,1,100000002,510000001656,
0,1/10µm,Segment,1,1,1,100000002,510000001681,
17.5219,1/10µm,Segment,0,1,1,100000002,510000001705,
1.7418,1/10µm,Segment,4,2,1,100000001,510000001775,
0,1/10µm,Segment,3,1,1,100000001,510000001781,
0,1/10µm,Segment,2,1,1,100000001,510000001788,
0,1/10µm,Segment,1,1,1,100000001,510000001800,
0,1/10µm,Segment,0,1,1,100000001,510000001815,
5.48441,1/10µm,Segment,1,2,1,100000002,510000001904,
2.96349,1/10µm,Segment,7,2,1,100000002,510000001945,
0,1/10µm,Segment,6,2,1,100000002,510000001954,
4.9984,1/10µm,Segment,5,2,1,100000002,510000001975,
0,1/10µm,Segment,4,1,1,100000002,510000001994,
0,1/10µm,Segment,3,1,1,100000002,510000002055,
0,1/10µm,Segment,2,1,1,100000002,510000002066,
0,1/10µm,Segment,6,3,1,100000000,510000002088,
10.4477,1/10µm,Segment,5,3,1,100000002,510000002122,
0,1/10µm,Segment,4,3,1,100000002,510000002139,
0,1/10µm,Segment,3,2,1,100000002,510000002178,
4.2636,1/10µm,Segment,5,3,1,100000002,510000002238,
0,1/10µm,Segment,7,3,1,100000002,510000002249,
0,1/10µm,Segment,5,4,1,100000002,510000002262,
0,1/10µm,Segment,5,3,1,100000002,510000002278,
0,1/10µm,Segment,4,2,1,100000002,510000002305,
0,1/10µm,Segment,6,3,1,100000002,510000002318,
0,1/10µm,Segment,5,2,1,100000002,510000002337,
2.59586,1/10µm,Segment,3,2,1,100000002,510000002434,
0,1/10µm,Segment,4,1,1,100000001,510000002492,
0,1/10µm,Segment,6,3,1,100000000,510000002533,
0,1/10µm,Segment,5,2,1,100000000,510000002548,
0,1/10µm,Segment,4,2,1,100000000,510000002551,
3.49213,1/10µm,Segment,3,2,1,100000000,510000002577,
0,1/10µm,Segment,2,2,1,100000000,510000002593,
0,1/10µm,Segment,1,2,1,100000000,510000002605,
7.61727,1/10µm,Segment,5,1,1,100000002,510000002621,
4.76634,1/10µm,Segment,4,1,1,100000003,510000002663,
0,1/10µm,Segment,5,2,1,100000000,510000002699,
3.90068,1/10µm,Segment,4,1,1,100000000,510000002727,
12.1423,1/10µm,Segment,5,2,1,100000002,510000002734,
0,1/10µm,Segment,5,1,1,100000000,510000002784,
2.16308,1/10µm,Segment,3,2,1,100000000,510000002877,
0,1/10µm,Segment,6,2,1,100000000,510000002886,
0,1/10µm,Segment,5,3,1,100000000,510000002898,
0,1/10µm,Segment,4,2,1,100000000,510000002904,
0,1/10µm,Segment,3,2,1,100000000,510000002914,
2.77105,1/10µm,Segment,0,1,1,100000001,510000002963,
0,1/10µm,Segment,5,2,1,100000000,510000002981,
0,1/10µm,Segment,2,1,1,100000002,510000002999,
9.40485,1/10µm,Segment,4,3,1,100000000,510000003008,
0,1/10µm,Segment,5,2,1,100000000,510000003027,
4.49016,1/10µm,Segment,1,2,1,100000001,510000003049,
3.51634,1/10µm,Segment,3,2,1,100000003,510000003081,
0,1/10µm,Segment,4,3,1,100000000,510000003092,
0,1/10µm,Segment,3,2,1,100000000,510000003097,
0,1/10µm,Segment,5,3,1,100000000,510000003105,
6.02213,1/10µm,Segment,1,2,1,100000001,510000003141,
6.61719,1/10µm,Segment,0,1,1,100000001,510000003164,
0,1/10µm,Segment,3,2,1,100000001,510000003176,
3.24308,1/10µm,Segment,0,1,1,100000001,510000003220,
6.49438,1/10µm,Segment,3,3,1,100000000,510000003254,
0,1/10µm,Segment,2,2,1,100000001,510000003264,
0,1/10µm,Segment,1,1,1,100000001,510000003273,
0,1/10µm,Segment,2,2,1,100000001,510000003292,
10.9242,1/10µm,Segment,2,2,1,100000001,510000003300,
11.2906,1/10µm,Segment,3,3,1,100000000,510000003321,
13.714,1/10µm,Segment,0,1,1,100000003,510000003364,
0,1/10µm,Segment,2,3,1,100000000,510000003389,
8.90096,1/10µm,Segment,1,2,1,100000000,510000003412,
0,1/10µm,Segment,2,2,1,100000003,510000003424,
17.3732,1/10µm,Segment,1,2,1,100000002,510000003439,
56.6182,1/10µm,Segment,0,1,1,100000001,510000003466,
0,1/10µm,Segment,1,2,1,100000003,510000003474,
0,1/10µm,Segment,0,1,1,100000003,510000003586,
0,1/10µm,Segment,2,1,1,100000001,510000003627,
0,1/10µm,Segment,4,2,1,100000002,510000003630,
