
Spine Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
44.171,,Spine,3,2,Image 1,2,1,100000000,610000003852,
30.8284,,Spine,3,5,Image 1,3,1,100000002,610000003859,
32.0872,,Spine,3,5,Image 1,3,1,100000002,610000003866,
30.0475,,Spine,3,5,Image 1,3,1,100000002,610000003872,
32.2019,,Spine,3,1,Image 1,2,1,100000002,610000003878,
18.9329,,Spine,3,7,Image 1,5,1,100000000,610000003882,
32.3537,,Spine,3,2,Image 1,2,1,100000002,610000003886,
37.8692,,Spine,3,0,Image 1,1,1,100000000,610000003912,
31.0794,,Spine,3,5,Image 1,3,1,100000000,610000003914,
25.6789,,Spine,3,7,Image 1,2,1,100000002,610000003925,
22.5115,,Spine,3,3,Image 1,3,1,100000000,610000003929,
18.624,,Spine,3,1,Image 1,1,1,100000000,610000003931,
19.7669,,Spine,3,1,Image 1,2,1,100000002,610000003936,
20.1977,,Spine,3,3,Image 1,2,1,100000002,610000003938,
43.0701,,Spine,3,2,Image 1,1,1,100000001,610000003942,
34.4101,,Spine,3,0,Image 1,1,1,100000000,610000003960,
34.3956,,Spine,3,0,Image 1,1,1,100000003,610000003967,
29.0752,,Spine,3,7,Image 1,2,1,100000002,610000003975,
32.4821,,Spine,3,7,Image 1,2,1,100000002,610000003984,
53.5392,,Spine,3,0,Image 1,1,1,100000000,610000003994,
23.2401,,Spine,3,4,Image 1,2,1,100000003,610000003996,
54.7917,,Spine,3,2,Image 1,3,1,100000001,610000003999,
34.7581,,Spine,3,0,Image 1,1,1,100000000,610000004014,
26.0444,,Spine,3,4,Image 1,1,1,100000003,610000004017,
48.0079,,Spine,3,4,Image 1,1,1,100000000,610000004021,
22.7818,,Spine,3,2,Image 1,2,1,100000002,610000004024,
27.0761,,Spine,3,3,Image 1,2,1,100000000,610000004026,
20.2445,,Spine,3,0,Image 1,1,1,100000003,610000004028,
19.6663,,Spine,3,1,Image 1,2,1,100000002,610000004032,
37.887,,Spine,3,0,Image 1,1,1,100000000,610000004043,
20.4588,,Spine,3,4,Image 1,2,1,100000001,610000004046,
45.8547,,Spine,3,2,Image 1,2,1,100000000,610000004050,
22.9557,,Spine,3,0,Image 1,1,1,100000003,610000004053,
56.1725,,Spine,3,0,Image 1,1,1,100000000,610000004062,
31.7315,,Spine,3,3,Image 1,2,1,100000000,610000004065,
33.8356,,Spine,3,4,Image 1,1,1,100000003,610000004067,
31.4834,,Spine,3,0,Image 1,1,1,100000001,610000004072,
16.4621,,Spine,3,3,Image 1,3,1,100000000,610000004074,
26.6083,,Spine,3,5,Image 1,2,1,100000002,610000004077,
35.5363,,Spine,3,0,Image 1,1,1,100000000,610000004089,
23.272,,Spine,3,0,Image 1,1,1,100000003,610000004093,
34.9605,,Spine,3,6,Image 1,3,1,100000001,610000004095,
38.989,,Spine,3,2,Image 1,1,1,100000001,610000004098,
30.4074,,Spine,3,7,Image 1,2,1,100000002,610000004105,
49.5489,,Spine,3,2,Image 1,1,1,100000001,610000004107,
30.2683,,Spine,3,0,Image 1,1,1,100000003,610000004112,
20.9379,,Spine,3,0,Image 1,1,1,100000003,610000004119,
23.9916,,Spine,3,1,Image 1,2,1,100000001,610000004121,
34.0823,,Spine,3,0,Image 1,1,1,100000002,610000004124,
49.768,,Spine,3,0,Image 1,1,1,100000000,610000004132,
47.4506,,Spine,3,3,Image 1,1,1,100000000,610000004135,
37.8398,,Spine,3,3,Image 1,1,1,100000003,610000004137,
34.6659,,Spine,3,0,Image 1,1,1,100000001,610000004140,
27.3563,,Spine,3,7,Image 1,2,1,100000002,610000004145,
51.2101,,Spine,3,0,Image 1,1,1,100000000,610000004149,
30.5988,,Spine,3,0,Image 1,1,1,100000001,610000004151,
44.6951,,Spine,3,0,Image 1,1,1,100000000,610000004155,
32.1221,,Spine,3,0,Image 1,1,1,100000000,610000004163,
43.8164,,Spine,3,0,Image 1,1,1,100000000,610000004167,
32.7652,,Spine,3,0,Image 1,1,1,100000001,610000004170,
30.2353,,Spine,3,0,Image 1,1,1,100000003,610000004173,
21.4098,,Spine,3,3,Image 1,3,1,100000000,610000004176,
24.9883,,Spine,3,5,Image 1,2,1,100000002,610000004178,
35.8967,,Spine,3,7,Image 1,2,1,100000002,610000004184,
44.6395,,Spine,3,1,Image 1,2,1,100000002,610000004186,
45.1111,,Spine,3,2,Image 1,2,1,100000000,610000004189,
46.841,,Spine,3,0,Image 1,1,1,100000000,610000004192,
53.5224,,Spine,3,0,Image 1,1,1,100000000,610000004198,
35.0681,,Spine,3,7,Image 1,2,1,100000002,610000004205,
26.5142,,Spine,3,0,Image 1,1,1,100000003,610000004207,
33.9723,,Spine,3,0,Image 1,1,1,100000002,610000004209,
31.5642,,Spine,3,0,Image 1,1,1,100000003,610000004212,
25.0551,,Spine,3,6,Image 1,3,1,100000001,610000004214,
32.1053,,Spine,3,0,Image 1,1,1,100000001,610000004216,
44.8633,,Spine,3,0,Image 1,1,1,100000003,610000004219,
19.1629,,Spine,3,1,Image 1,2,1,100000002,610000004221,
18.3972,,Spine,3,0,Image 1,1,1,100000003,610000004225,
36.1925,,Spine,3,4,Image 1,2,1,100000001,610000004228,
45.0003,,Spine,3,0,Image 1,1,1,100000000,610000004235,
48.1643,,Spine,3,2,Image 1,2,1,100000000,610000004238,
26.6955,,Spine,3,5,Image 1,1,1,100000002,610000004242,
49.1492,,Spine,3,0,Image 1,1,1,100000000,610000004244,
20.0144,,Spine,3,7,Image 1,2,1,100000002,610000004247,
22.2097,,Spine,3,0,Image 1,1,1,100000003,610000004249,
40.7501,,Spine,3,7,Image 1,2,1,100000002,610000004254,
30.9223,,Spine,3,0,Image 1,1,1,100000001,610000004256,
30.0287,,Spine,3,0,Image 1,1,1,100000003,610000004259,
46.6671,,Spine,3,7,Image 1,2,1,100000002,610000004263,
41.7952,,Spine,3,0,Image 1,1,1,100000001,610000004265,
33.7428,,Spine,3,4,Image 1,2,1,100000001,610000004268,
37.7531,,Spine,3,7,Image 1,2,1,100000002,610000004271,
26.7949,,Spine,3,0,Image 1,1,1,100000003,610000004274,
37.2417,,Spine,3,0,Image 1,1,1,100000000,610000004277,
47.3052,,Spine,3,0,Image 1,1,1,100000000,610000004281,
33.6707,,Spine,3,0,Image 1,1,1,100000001,610000004284,
37.6884,,Spine,3,0,Image 1,1,1,100000000,610000004289,
46.4503,,Spine,3,1,Image 1,2,1,100000002,610000004291,
38.6258,,Spine,3,0,Image 1,1,1,100000001,610000004293,
21.77,,Spine,3,0,Image 1,1,1,100000001,610000004295,
44.9519,,Spine,3,0,Image 1,1,1,100000000,610000004297,
