
Filament Length (sum)
 ==================== 
Filament Length (sum),Unit,Category,Time,ID,
147.044,µm,Filament,1,100000000,
92.2204,µm,Filament,1,100000001,
94.9669,µm,Filament,1,100000002,
36.9174,µm,Filament,1,100000003,
