
Segment Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
28.4277,,Segment,3,7,Image 1,5,1,100000000,510000000027,
38.9571,,Segment,3,6,Image 1,4,1,100000000,510000000054,
28.7123,,Segment,3,5,Image 1,3,1,100000000,510000000091,
32.4676,,Segment,3,4,Image 1,2,1,100000000,510000000103,
33.0809,,Segment,3,3,Image 1,1,1,100000000,510000000121,
33.8367,,Segment,3,2,Image 1,1,1,100000000,510000000134,
41.1529,,Segment,3,1,Image 1,1,1,100000000,510000000159,
44.5859,,Segment,3,0,Image 1,1,1,100000000,510000000199,
43.5064,,Segment,3,7,Image 1,4,1,100000000,510000000286,
34.8675,,Segment,3,4,Image 1,3,1,100000000,510000000347,
40.2572,,Segment,3,3,Image 1,2,1,100000000,510000000404,
36.2627,,Segment,3,2,Image 1,2,1,100000000,510000000422,
36.6088,,Segment,3,1,Image 1,1,1,100000000,510000000429,
37.568,,Segment,3,0,Image 1,1,1,100000000,510000000455,
39.0942,,Segment,3,4,Image 1,2,1,100000000,510000000462,
60.1388,,Segment,3,0,Image 1,1,1,100000000,510000000602,
35.7045,,Segment,3,2,Image 1,2,1,100000002,510000000670,
36.6136,,Segment,3,1,Image 1,1,1,100000002,510000000703,
35.9955,,Segment,3,0,Image 1,1,1,100000002,510000000741,
23.1577,,Segment,3,4,Image 1,2,1,100000003,510000000792,
39.5954,,Segment,3,3,Image 1,1,1,100000003,510000000809,
30.8663,,Segment,3,2,Image 1,1,1,100000003,510000000833,
30.0139,,Segment,3,1,Image 1,1,1,100000003,510000000846,
29.0088,,Segment,3,0,Image 1,1,1,100000003,510000000876,
34.7231,,Segment,3,4,Image 1,1,1,100000001,510000001009,
34.3315,,Segment,3,3,Image 1,1,1,100000001,510000001031,
39.6251,,Segment,3,2,Image 1,1,1,100000001,510000001058,
41.5329,,Segment,3,1,Image 1,1,1,100000001,510000001069,
36.3422,,Segment,3,0,Image 1,1,1,100000001,510000001078,
43.078,,Segment,3,2,Image 1,2,1,100000001,510000001165,
42.7713,,Segment,3,6,Image 1,3,1,100000001,510000001218,
35.8647,,Segment,3,5,Image 1,3,1,100000001,510000001227,
45.7514,,Segment,3,4,Image 1,2,1,100000001,510000001234,
48.2316,,Segment,3,3,Image 1,2,1,100000001,510000001285,
40.1219,,Segment,3,2,Image 1,2,1,100000001,510000001296,
39.8663,,Segment,3,1,Image 1,2,1,100000001,510000001300,
40.391,,Segment,3,6,Image 1,4,1,100000001,510000001323,
41.0441,,Segment,3,4,Image 1,2,1,100000001,510000001348,
39.3063,,Segment,3,5,Image 1,2,1,100000001,510000001359,
44.6054,,Segment,3,4,Image 1,3,1,100000001,510000001376,
60.6755,,Segment,3,3,Image 1,3,1,100000001,510000001384,
33.3721,,Segment,3,3,Image 1,2,1,100000001,510000001391,
40.602,,Segment,3,2,Image 1,3,1,100000001,510000001398,
27.8366,,Segment,3,0,Image 1,1,1,100000003,510000001454,
47.332,,Segment,3,3,Image 1,1,1,100000000,510000001538,
38.3688,,Segment,3,2,Image 1,1,1,100000000,510000001570,
28.2404,,Segment,3,3,Image 1,3,1,100000000,510000001615,
37.3714,,Segment,3,2,Image 1,2,1,100000000,510000001631,
37.2999,,Segment,3,3,Image 1,3,1,100000002,510000001639,
39.8411,,Segment,3,2,Image 1,2,1,100000002,510000001656,
37.3378,,Segment,3,1,Image 1,1,1,100000002,510000001681,
31.9276,,Segment,3,0,Image 1,1,1,100000002,510000001705,
24.8551,,Segment,3,4,Image 1,2,1,100000001,510000001775,
17.631,,Segment,3,3,Image 1,1,1,100000001,510000001781,
36.7361,,Segment,3,2,Image 1,1,1,100000001,510000001788,
32.3588,,Segment,3,1,Image 1,1,1,100000001,510000001800,
28.764,,Segment,3,0,Image 1,1,1,100000001,510000001815,
41.9939,,Segment,3,1,Image 1,2,1,100000002,510000001904,
26.2668,,Segment,3,7,Image 1,2,1,100000002,510000001945,
23.2751,,Segment,3,6,Image 1,2,1,100000002,510000001954,
26.3357,,Segment,3,5,Image 1,2,1,100000002,510000001975,
36.364,,Segment,3,4,Image 1,1,1,100000002,510000001994,
40.7347,,Segment,3,3,Image 1,1,1,100000002,510000002055,
37.8069,,Segment,3,2,Image 1,1,1,100000002,510000002066,
25.4691,,Segment,3,6,Image 1,3,1,100000000,510000002088,
29.3189,,Segment,3,5,Image 1,3,1,100000002,510000002122,
24.827,,Segment,3,4,Image 1,3,1,100000002,510000002139,
31.8698,,Segment,3,3,Image 1,2,1,100000002,510000002178,
31.9841,,Segment,3,5,Image 1,3,1,100000002,510000002238,
24.1524,,Segment,3,7,Image 1,3,1,100000002,510000002249,
29.6855,,Segment,3,5,Image 1,4,1,100000002,510000002262,
34.8776,,Segment,3,5,Image 1,3,1,100000002,510000002278,
37.4085,,Segment,3,4,Image 1,2,1,100000002,510000002305,
25.5342,,Segment,3,6,Image 1,3,1,100000002,510000002318,
36.038,,Segment,3,5,Image 1,2,1,100000002,510000002337,
32.988,,Segment,3,3,Image 1,2,1,100000002,510000002434,
25.9638,,Segment,3,4,Image 1,1,1,100000001,510000002492,
28.2113,,Segment,3,6,Image 1,3,1,100000000,510000002533,
41.5524,,Segment,3,5,Image 1,2,1,100000000,510000002548,
29.4589,,Segment,3,4,Image 1,2,1,100000000,510000002551,
34.4608,,Segment,3,3,Image 1,2,1,100000000,510000002577,
35.79,,Segment,3,2,Image 1,2,1,100000000,510000002593,
39.3391,,Segment,3,1,Image 1,2,1,100000000,510000002605,
23.6772,,Segment,3,5,Image 1,1,1,100000002,510000002621,
29.3521,,Segment,3,4,Image 1,1,1,100000003,510000002663,
37.1281,,Segment,3,5,Image 1,2,1,100000000,510000002699,
37.5422,,Segment,3,4,Image 1,1,1,100000000,510000002727,
29.0575,,Segment,3,5,Image 1,2,1,100000002,510000002734,
39.2825,,Segment,3,5,Image 1,1,1,100000000,510000002784,
