
Soma Intensity Sum of Square Ch=1 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
155782,,Soma,1,Image 1,1,100000000,800000000,
156863,,Soma,1,Image 1,1,100000001,800000001,
43886,,Soma,1,Image 1,1,100000002,800000002,
136960,,Soma,1,Image 1,1,100000003,800000003,
