
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.247449,µm,Spine,2,2,1,100000000,610000003852,
0.211966,µm,Spine,5,3,1,100000002,610000003859,
0.208118,µm,Spine,5,3,1,100000002,610000003866,
0.214453,µm,Spine,5,3,1,100000002,610000003872,
0.292853,µm,Spine,1,2,1,100000002,610000003878,
0.212384,µm,Spine,7,5,1,100000000,610000003882,
0.317371,µm,Spine,2,2,1,100000002,610000003886,
0.237704,µm,Spine,0,1,1,100000000,610000003912,
0.200951,µm,Spine,5,3,1,100000000,610000003914,
0.269327,µm,Spine,5,3,1,100000002,610000003925,
0.314956,µm,Spine,3,3,1,100000000,610000003929,
0.297107,µm,Spine,1,1,1,100000000,610000003931,
0.249363,µm,Spine,1,2,1,100000002,610000003936,
0.384186,µm,Spine,3,2,1,100000002,610000003938,
0.317075,µm,Spine,2,1,1,100000001,610000003942,
0.250817,µm,Spine,0,1,1,100000000,610000003960,
0.304863,µm,Spine,0,1,1,100000003,610000003967,
0.361817,µm,Spine,5,3,1,100000002,610000003975,
0.536281,µm,Spine,5,3,1,100000002,610000003984,
0.453854,µm,Spine,0,1,1,100000000,610000003994,
0.28157,µm,Spine,4,2,1,100000003,610000003996,
0.258063,µm,Spine,2,3,1,100000001,610000003999,
0.255763,µm,Spine,0,1,1,100000000,610000004014,
0.246578,µm,Spine,4,1,1,100000003,610000004017,
0.401513,µm,Spine,4,1,1,100000000,610000004021,
0.279974,µm,Spine,2,2,1,100000002,610000004024,
0.232314,µm,Spine,3,2,1,100000000,610000004026,
0.252854,µm,Spine,0,1,1,100000003,610000004028,
0.275637,µm,Spine,1,2,1,100000002,610000004032,
0.354855,µm,Spine,0,1,1,100000000,610000004043,
0.285436,µm,Spine,4,2,1,100000001,610000004046,
0.239323,µm,Spine,2,2,1,100000000,610000004050,
0.236423,µm,Spine,0,1,1,100000003,610000004053,
0.481691,µm,Spine,0,1,1,100000000,610000004062,
0.241651,µm,Spine,3,2,1,100000000,610000004065,
0.239759,µm,Spine,4,1,1,100000003,610000004067,
0.70409,µm,Spine,0,1,1,100000001,610000004072,
0.356874,µm,Spine,3,3,1,100000000,610000004074,
0.21717,µm,Spine,5,2,1,100000002,610000004077,
0.258535,µm,Spine,0,1,1,100000000,610000004089,
0.310326,µm,Spine,0,1,1,100000003,610000004093,
0.254492,µm,Spine,6,3,1,100000001,610000004095,
0.384049,µm,Spine,2,1,1,100000001,610000004098,
0.683054,µm,Spine,5,3,1,100000002,610000004105,
0.476935,µm,Spine,2,1,1,100000001,610000004107,
0.333024,µm,Spine,0,1,1,100000003,610000004112,
0.196451,µm,Spine,0,1,1,100000003,610000004119,
0.341331,µm,Spine,1,2,1,100000001,610000004121,
0.399667,µm,Spine,0,1,1,100000002,610000004124,
