
Soma Position Y
 ==================== 
Soma Position Y,Unit,Category,Collection,Time,FilamentID,ID,
21507.1,µm,Soma,Soma Position,1,100000000,800000000,
21492.3,µm,Soma,Soma Position,1,100000001,800000001,
21503.2,µm,Soma,Soma Position,1,100000002,800000002,
21487.7,µm,Soma,Soma Position,1,100000003,800000003,
