
Soma Intensity Median Ch=1 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
2.01562,,Soma,1,Image 1,1,100000000,800000000,
1.01562,,Soma,1,Image 1,1,100000001,800000001,
1.00781,,Soma,1,Image 1,1,100000002,800000002,
2.01562,,Soma,1,Image 1,1,100000003,800000003,
