
Soma Center of Homogeneous Mass
 ==================== 
Soma Center of Homogeneous Mass X,Soma Center of Homogeneous Mass Y,Soma Center of Homogeneous Mass Z,Unit,Category,Collection,Time,FilamentID,ID,
-443.51,21507.1,1439.13,µm,Soma,Soma Center of Homogeneous Mass,1,100000000,800000000,
-438.466,21492.3,1440.78,µm,Soma,Soma Center of Homogeneous Mass,1,100000001,800000001,
-423.971,21503.2,1442.72,µm,Soma,Soma Center of Homogeneous Mass,1,100000002,800000002,
-408.922,21487.7,1439.87,µm,Soma,Soma Center of Homogeneous Mass,1,100000003,800000003,
