
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.1567,µm^2,Segment,7,5,1,100000000,510000000027,
1.90823,µm^2,Segment,6,4,1,100000000,510000000054,
3.60065,µm^2,Segment,5,3,1,100000000,510000000091,
1.404,µm^2,Segment,4,2,1,100000000,510000000103,
2.38697,µm^2,Segment,3,1,1,100000000,510000000121,
1.86601,µm^2,Segment,2,1,1,100000000,510000000134,
2.98496,µm^2,Segment,1,1,1,100000000,510000000159,
3.31258,µm^2,Segment,0,1,1,100000000,510000000199,
9.79083,µm^2,Segment,7,4,1,100000000,510000000286,
5.30292,µm^2,Segment,4,3,1,100000000,510000000347,
4.96398,µm^2,Segment,3,2,1,100000000,510000000404,
2.01209,µm^2,Segment,2,2,1,100000000,510000000422,
1.14785,µm^2,Segment,1,1,1,100000000,510000000429,
1.91689,µm^2,Segment,0,1,1,100000000,510000000455,
0.920613,µm^2,Segment,4,2,1,100000000,510000000462,
10.7987,µm^2,Segment,0,1,1,100000000,510000000602,
6.11719,µm^2,Segment,2,2,1,100000002,510000000670,
3.55002,µm^2,Segment,1,1,1,100000002,510000000703,
2.13681,µm^2,Segment,0,1,1,100000002,510000000741,
4.06836,µm^2,Segment,4,2,1,100000003,510000000792,
1.90946,µm^2,Segment,3,1,1,100000003,510000000809,
3.29091,µm^2,Segment,2,1,1,100000003,510000000833,
1.55315,µm^2,Segment,1,1,1,100000003,510000000846,
1.06042,µm^2,Segment,0,1,1,100000003,510000000876,
11.4867,µm^2,Segment,4,1,1,100000001,510000001009,
2.72983,µm^2,Segment,3,1,1,100000001,510000001031,
3.82864,µm^2,Segment,2,1,1,100000001,510000001058,
2.33818,µm^2,Segment,1,1,1,100000001,510000001069,
0.854877,µm^2,Segment,0,1,1,100000001,510000001078,
5.52165,µm^2,Segment,2,2,1,100000001,510000001165,
5.26339,µm^2,Segment,6,3,1,100000001,510000001218,
0.971814,µm^2,Segment,5,3,1,100000001,510000001227,
0.832056,µm^2,Segment,4,2,1,100000001,510000001234,
7.0481,µm^2,Segment,3,2,1,100000001,510000001285,
1.80737,µm^2,Segment,2,2,1,100000001,510000001296,
0.793371,µm^2,Segment,1,2,1,100000001,510000001300,
2.07679,µm^2,Segment,6,4,1,100000001,510000001323,
2.17462,µm^2,Segment,4,2,1,100000001,510000001348,
1.17718,µm^2,Segment,5,2,1,100000001,510000001359,
2.15143,µm^2,Segment,4,3,1,100000001,510000001376,
0.886681,µm^2,Segment,3,3,1,100000001,510000001384,
0.867654,µm^2,Segment,3,2,1,100000001,510000001391,
1.0369,µm^2,Segment,2,3,1,100000001,510000001398,
4.76666,µm^2,Segment,0,1,1,100000003,510000001454,
8.75266,µm^2,Segment,3,1,1,100000000,510000001538,
4.33586,µm^2,Segment,2,1,1,100000000,510000001570,
3.45295,µm^2,Segment,3,3,1,100000000,510000001615,
2.3389,µm^2,Segment,2,2,1,100000000,510000001631,
0.889938,µm^2,Segment,3,3,1,100000002,510000001639,
2.05629,µm^2,Segment,2,2,1,100000002,510000001656,
3.7827,µm^2,Segment,1,1,1,100000002,510000001681,
1.67006,µm^2,Segment,0,1,1,100000002,510000001705,
5.2865,µm^2,Segment,4,2,1,100000001,510000001775,
0.803696,µm^2,Segment,3,1,1,100000001,510000001781,
0.890788,µm^2,Segment,2,1,1,100000001,510000001788,
1.61047,µm^2,Segment,1,1,1,100000001,510000001800,
1.68435,µm^2,Segment,0,1,1,100000001,510000001815,
7.63694,µm^2,Segment,1,2,1,100000002,510000001904,
3.43292,µm^2,Segment,7,2,1,100000002,510000001945,
0.889506,µm^2,Segment,6,2,1,100000002,510000001954,
2.16045,µm^2,Segment,5,2,1,100000002,510000001975,
2.92252,µm^2,Segment,4,1,1,100000002,510000001994,
7.772,µm^2,Segment,3,1,1,100000002,510000002055,
2.16288,µm^2,Segment,2,1,1,100000002,510000002066,
1.60679,µm^2,Segment,6,3,1,100000000,510000002088,
2.427,µm^2,Segment,5,3,1,100000002,510000002122,
1.26939,µm^2,Segment,4,3,1,100000002,510000002139,
3.90655,µm^2,Segment,3,2,1,100000002,510000002178,
4.95751,µm^2,Segment,5,3,1,100000002,510000002238,
1.00301,µm^2,Segment,7,3,1,100000002,510000002249,
0.925282,µm^2,Segment,5,4,1,100000002,510000002262,
1.2535,µm^2,Segment,5,3,1,100000002,510000002278,
3.17637,µm^2,Segment,4,2,1,100000002,510000002305,
1.18966,µm^2,Segment,6,3,1,100000002,510000002318,
1.55869,µm^2,Segment,5,2,1,100000002,510000002337,
8.02694,µm^2,Segment,3,2,1,100000002,510000002434,
4.49352,µm^2,Segment,4,1,1,100000001,510000002492,
3.6429,µm^2,Segment,6,3,1,100000000,510000002533,
1.86317,µm^2,Segment,5,2,1,100000000,510000002548,
0.276188,µm^2,Segment,4,2,1,100000000,510000002551,
3.15971,µm^2,Segment,3,2,1,100000000,510000002577,
1.52208,µm^2,Segment,2,2,1,100000000,510000002593,
2.01702,µm^2,Segment,1,2,1,100000000,510000002605,
1.49353,µm^2,Segment,5,1,1,100000002,510000002621,
4.33628,µm^2,Segment,4,1,1,100000003,510000002663,
2.71113,µm^2,Segment,5,2,1,100000000,510000002699,
3.65467,µm^2,Segment,4,1,1,100000000,510000002727,
0.937025,µm^2,Segment,5,2,1,100000002,510000002734,
4.92008,µm^2,Segment,5,1,1,100000000,510000002784,
9.81405,µm^2,Segment,3,2,1,100000000,510000002877,
1.24609,µm^2,Segment,6,2,1,100000000,510000002886,
0.932473,µm^2,Segment,5,3,1,100000000,510000002898,
0.69974,µm^2,Segment,4,2,1,100000000,510000002904,
1.03876,µm^2,Segment,3,2,1,100000000,510000002914,
4.38491,µm^2,Segment,0,1,1,100000001,510000002963,
0.671851,µm^2,Segment,5,2,1,100000000,510000002981,
1.66767,µm^2,Segment,2,1,1,100000002,510000002999,
0.979981,µm^2,Segment,4,3,1,100000000,510000003008,
