
Soma Intensity StdDev Ch=3 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
35.494,,Soma,3,Image 1,1,100000000,800000000,
23.9295,,Soma,3,Image 1,1,100000001,800000001,
27.761,,Soma,3,Image 1,1,100000002,800000002,
30.5519,,Soma,3,Image 1,1,100000003,800000003,
