
Filament Segment Length (sum)
 ==================== 
Filament Segment Length (sum),Unit,Category,Time,ID,
112.419,µm,Filament,1,100000000,
79.9366,µm,Filament,1,100000001,
74.8121,µm,Filament,1,100000002,
27.0517,µm,Filament,1,100000003,
