
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.56364,,Segment,1,7,Image 1,5,1,100000000,510000000027,
1.6654,,Segment,1,6,Image 1,4,1,100000000,510000000054,
1.91542,,Segment,1,5,Image 1,3,1,100000000,510000000091,
1.90309,,Segment,1,4,Image 1,2,1,100000000,510000000103,
1.89865,,Segment,1,3,Image 1,1,1,100000000,510000000121,
2.17962,,Segment,1,2,Image 1,1,1,100000000,510000000134,
2.18449,,Segment,1,1,Image 1,1,1,100000000,510000000159,
2.30021,,Segment,1,0,Image 1,1,1,100000000,510000000199,
1.37112,,Segment,1,7,Image 1,4,1,100000000,510000000286,
1.67866,,Segment,1,4,Image 1,3,1,100000000,510000000347,
1.97122,,Segment,1,3,Image 1,2,1,100000000,510000000404,
2.02312,,Segment,1,2,Image 1,2,1,100000000,510000000422,
2.22095,,Segment,1,1,Image 1,1,1,100000000,510000000429,
1.8841,,Segment,1,0,Image 1,1,1,100000000,510000000455,
2.00678,,Segment,1,4,Image 1,2,1,100000000,510000000462,
3.60904,,Segment,1,0,Image 1,1,1,100000000,510000000602,
1.66076,,Segment,1,2,Image 1,2,1,100000002,510000000670,
1.3617,,Segment,1,1,Image 1,1,1,100000002,510000000703,
1.35409,,Segment,1,0,Image 1,1,1,100000002,510000000741,
1.47294,,Segment,1,4,Image 1,2,1,100000003,510000000792,
1.52564,,Segment,1,3,Image 1,1,1,100000003,510000000809,
1.74857,,Segment,1,2,Image 1,1,1,100000003,510000000833,
1.79406,,Segment,1,1,Image 1,1,1,100000003,510000000846,
1.65561,,Segment,1,0,Image 1,1,1,100000003,510000000876,
2.02308,,Segment,1,4,Image 1,1,1,100000001,510000001009,
2.33424,,Segment,1,3,Image 1,1,1,100000001,510000001031,
2.63,,Segment,1,2,Image 1,1,1,100000001,510000001058,
2.00735,,Segment,1,1,Image 1,1,1,100000001,510000001069,
1.72289,,Segment,1,0,Image 1,1,1,100000001,510000001078,
2.09823,,Segment,1,2,Image 1,2,1,100000001,510000001165,
8.81995,,Segment,1,6,Image 1,3,1,100000001,510000001218,
2.56744,,Segment,1,5,Image 1,3,1,100000001,510000001227,
2.53737,,Segment,1,4,Image 1,2,1,100000001,510000001234,
2.73312,,Segment,1,3,Image 1,2,1,100000001,510000001285,
1.67161,,Segment,1,2,Image 1,2,1,100000001,510000001296,
1.85546,,Segment,1,1,Image 1,2,1,100000001,510000001300,
2.89418,,Segment,1,6,Image 1,4,1,100000001,510000001323,
2.51724,,Segment,1,4,Image 1,2,1,100000001,510000001348,
2.55939,,Segment,1,5,Image 1,2,1,100000001,510000001359,
2.24587,,Segment,1,4,Image 1,3,1,100000001,510000001376,
1.49576,,Segment,1,3,Image 1,3,1,100000001,510000001384,
2.48249,,Segment,1,3,Image 1,2,1,100000001,510000001391,
1.57721,,Segment,1,2,Image 1,3,1,100000001,510000001398,
1.944,,Segment,1,0,Image 1,1,1,100000003,510000001454,
1.97644,,Segment,1,3,Image 1,1,1,100000000,510000001538,
2.54456,,Segment,1,2,Image 1,1,1,100000000,510000001570,
1.42667,,Segment,1,3,Image 1,3,1,100000000,510000001615,
1.99643,,Segment,1,2,Image 1,2,1,100000000,510000001631,
16.07,,Segment,1,3,Image 1,3,1,100000002,510000001639,
1.88723,,Segment,1,2,Image 1,2,1,100000002,510000001656,
1.76212,,Segment,1,1,Image 1,1,1,100000002,510000001681,
3.1243,,Segment,1,0,Image 1,1,1,100000002,510000001705,
1.41286,,Segment,1,4,Image 1,2,1,100000001,510000001775,
1.5991,,Segment,1,3,Image 1,1,1,100000001,510000001781,
1.85441,,Segment,1,2,Image 1,1,1,100000001,510000001788,
1.89286,,Segment,1,1,Image 1,1,1,100000001,510000001800,
1.56371,,Segment,1,0,Image 1,1,1,100000001,510000001815,
1.66449,,Segment,1,1,Image 1,2,1,100000002,510000001904,
1.88043,,Segment,1,7,Image 1,2,1,100000002,510000001945,
1.6681,,Segment,1,6,Image 1,2,1,100000002,510000001954,
