
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.00112339,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000003852,
0.00666025,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003859,
0.00337229,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003866,
0.00565821,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003872,
0.00561216,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000003878,
0.00761265,µm^3,Spine,Spine Part Volume,7,5,1,100000000,610000003882,
0.00883067,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000003886,
0.022545,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003912,
0.00159951,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000003914,
0.00757842,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003925,
0.0107286,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000003929,
0.00226858,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000003931,
0.00493992,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000003936,
0.0178355,µm^3,Spine,Spine Part Volume,3,2,1,100000002,610000003938,
0.00553439,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000003942,
0.0134593,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003960,
0.0187651,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000003967,
0.00462884,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003975,
0.0583979,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000003984,
0.113714,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000003994,
0.00204402,µm^3,Spine,Spine Part Volume,4,2,1,100000003,610000003996,
0.00117344,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000003999,
0.0155218,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004014,
0.00134746,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000004017,
0.0182232,µm^3,Spine,Spine Part Volume,4,1,1,100000000,610000004021,
0.00379142,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000004024,
0.00166708,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004026,
0.00112339,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004028,
0.0102143,µm^3,Spine,Spine Part Volume,1,2,1,100000002,610000004032,
0.163589,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004043,
0.00428505,µm^3,Spine,Spine Part Volume,4,2,1,100000001,610000004046,
0.00358223,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000004050,
0.00112339,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004053,
0.11512,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004062,
0.00112339,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000004065,
0.00112339,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000004067,
0.154295,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004072,
0.00724396,µm^3,Spine,Spine Part Volume,3,3,1,100000000,610000004074,
0.00132359,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000004077,
0.0160192,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004089,
0.0170451,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004093,
0.00289889,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000004095,
0.00219338,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000004098,
0.0191768,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004105,
0.00948273,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000004107,
0.0189182,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004112,
0.0106292,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000004119,
0.0134605,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000004121,
0.00748707,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000004124,
0.0741391,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004132,
0.003955,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000004135,
0.00112339,µm^3,Spine,Spine Part Volume,3,1,1,100000003,610000004137,
0.0785948,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004140,
0.0976917,µm^3,Spine,Spine Part Volume,5,3,1,100000002,610000004145,
0.0674448,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004149,
0.014573,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000004151,
0.0192526,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004155,
0.0732214,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004163,
0.0160747,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000004167,
