
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1179,,Segment,3,21,Image 1,6,1,100000001,510000000033,
377,,Segment,3,20,Image 1,5,1,100000001,510000000035,
1354,,Segment,3,19,Image 1,5,1,100000001,510000000045,
1086,,Segment,3,18,Image 1,5,1,100000001,510000000052,
565,,Segment,3,17,Image 1,5,1,100000001,510000000066,
2577,,Segment,3,16,Image 1,4,1,100000001,510000000089,
2080,,Segment,3,15,Image 1,4,1,100000001,510000000114,
397,,Segment,3,14,Image 1,3,1,100000001,510000000116,
1446,,Segment,3,13,Image 1,3,1,100000001,510000000127,
839,,Segment,3,12,Image 1,3,1,100000001,510000000134,
361,,Segment,3,11,Image 1,2,1,100000001,510000000136,
832,,Segment,3,10,Image 1,2,1,100000001,510000000142,
896,,Segment,3,9,Image 1,2,1,100000001,510000000149,
214,,Segment,3,8,Image 1,2,1,100000001,510000000151,
415,,Segment,3,7,Image 1,2,1,100000001,510000000155,
1437,,Segment,3,6,Image 1,2,1,100000001,510000000171,
950,,Segment,3,5,Image 1,2,1,100000001,510000000203,
1536,,Segment,3,3,Image 1,2,1,100000001,510000000220,
819,,Segment,3,2,Image 1,1,1,100000001,510000000230,
821,,Segment,3,1,Image 1,1,1,100000001,510000000243,
191,,Segment,3,0,Image 1,1,1,100000001,510000000252,
480,,Segment,3,23,Image 1,6,1,100000001,510000000261,
667,,Segment,3,22,Image 1,6,1,100000001,510000000270,
318,,Segment,3,21,Image 1,6,1,100000001,510000000275,
899,,Segment,3,20,Image 1,6,1,100000001,510000000285,
121,,Segment,3,23,Image 1,7,1,100000001,510000000288,
188,,Segment,3,22,Image 1,7,1,100000001,510000000295,
303,,Segment,3,22,Image 1,8,1,100000001,510000000301,
257,,Segment,3,21,Image 1,7,1,100000001,510000000309,
847,,Segment,3,21,Image 1,6,1,100000001,510000000323,
212,,Segment,3,22,Image 1,7,1,100000001,510000000325,
303,,Segment,3,19,Image 1,6,1,100000001,510000000329,
268,,Segment,3,21,Image 1,5,1,100000001,510000000333,
924,,Segment,3,21,Image 1,6,1,100000001,510000000347,
995,,Segment,3,20,Image 1,5,1,100000001,510000000355,
875,,Segment,3,19,Image 1,4,1,100000001,510000000362,
1134,,Segment,3,18,Image 1,4,1,100000001,510000000378,
792,,Segment,3,17,Image 1,4,1,100000001,510000000386,
1116,,Segment,3,19,Image 1,5,1,100000001,510000000405,
1059,,Segment,3,18,Image 1,6,1,100000001,510000000411,
688,,Segment,3,21,Image 1,5,1,100000001,510000000419,
180,,Segment,3,21,Image 1,6,1,100000001,510000000421,
959,,Segment,3,20,Image 1,4,1,100000001,510000000429,
495,,Segment,3,11,Image 1,4,1,100000001,510000000446,
528,,Segment,3,10,Image 1,3,1,100000001,510000000457,
666,,Segment,3,11,Image 1,3,1,100000001,510000000474,
284,,Segment,3,20,Image 1,5,1,100000001,510000000476,
1572,,Segment,3,13,Image 1,4,1,100000001,510000000504,
288,,Segment,3,22,Image 1,6,1,100000001,510000000508,
669,,Segment,3,21,Image 1,5,1,100000001,510000000515,
543,,Segment,3,20,Image 1,5,1,100000001,510000000518,
773,,Segment,3,17,Image 1,5,1,100000001,510000000527,
807,,Segment,3,16,Image 1,5,1,100000001,510000000535,
192,,Segment,3,22,Image 1,5,1,100000001,510000000537,
203,,Segment,3,18,Image 1,6,1,100000001,510000000540,
234,,Segment,3,18,Image 1,5,1,100000001,510000000544,
468,,Segment,3,17,Image 1,5,1,100000001,510000000556,
996,,Segment,3,16,Image 1,4,1,100000001,510000000567,
1302,,Segment,3,15,Image 1,3,1,100000001,510000000576,
293,,Segment,3,19,Image 1,6,1,100000001,510000000579,
393,,Segment,3,17,Image 1,4,1,100000001,510000000591,
503,,Segment,3,21,Image 1,6,1,100000001,510000000594,
402,,Segment,3,20,Image 1,6,1,100000001,510000000596,
231,,Segment,3,17,Image 1,6,1,100000001,510000000599,
283,,Segment,3,14,Image 1,4,1,100000001,510000000607,
184,,Segment,3,16,Image 1,3,1,100000001,510000000609,
223,,Segment,3,11,Image 1,3,1,100000001,510000000614,
707,,Segment,3,11,Image 1,3,1,100000001,510000000623,
234,,Segment,3,10,Image 1,3,1,100000001,510000000625,
313,,Segment,3,9,Image 1,3,1,100000001,510000000628,
583,,Segment,3,12,Image 1,2,1,100000001,510000000634,
366,,Segment,3,9,Image 1,3,1,100000001,510000000641,
273,,Segment,3,8,Image 1,3,1,100000001,510000000645,
136,,Segment,3,8,Image 1,4,1,100000001,510000000649,
327,,Segment,3,7,Image 1,3,1,100000001,510000000651,
310,,Segment,3,6,Image 1,3,1,100000001,510000000653,
228,,Segment,3,11,Image 1,4,1,100000001,510000000656,
204,,Segment,3,10,Image 1,4,1,100000001,510000000658,
127,,Segment,3,8,Image 1,3,1,100000001,510000000661,
154,,Segment,3,7,Image 1,4,1,100000001,510000000663,
198,,Segment,3,6,Image 1,3,1,100000001,510000000665,
1816,,Segment,3,13,Image 1,8,1,100000001,510000000699,
240,,Segment,3,12,Image 1,7,1,100000001,510000000701,
230,,Segment,3,11,Image 1,6,1,100000001,510000000705,
252,,Segment,3,10,Image 1,6,1,100000001,510000000709,
579,,Segment,3,9,Image 1,5,1,100000001,510000000718,
763,,Segment,3,7,Image 1,4,1,100000001,510000000725,
1133,,Segment,3,5,Image 1,3,1,100000001,510000000766,
193,,Segment,3,14,Image 1,7,1,100000001,510000000775,
171,,Segment,3,13,Image 1,6,1,100000001,510000000778,
325,,Segment,3,12,Image 1,6,1,100000001,510000000781,
99,,Segment,3,13,Image 1,7,1,100000001,510000000784,
1358,,Segment,3,11,Image 1,4,1,100000001,510000000806,
596,,Segment,3,10,Image 1,4,1,100000001,510000000814,
458,,Segment,3,9,Image 1,4,1,100000001,510000000817,
451,,Segment,3,13,Image 1,7,1,100000001,510000000824,
79,,Segment,3,11,Image 1,7,1,100000001,510000000826,
102,,Segment,3,11,Image 1,6,1,100000001,510000000830,
147,,Segment,3,10,Image 1,5,1,100000001,510000000832,
210,,Segment,3,11,Image 1,5,1,100000001,510000000835,
124,,Segment,3,11,Image 1,5,1,100000001,510000000839,
473,,Segment,3,10,Image 1,5,1,100000001,510000000843,
599,,Segment,3,6,Image 1,4,1,100000001,510000000851,
127,,Segment,3,8,Image 1,5,1,100000001,510000000853,
645,,Segment,3,7,Image 1,3,1,100000001,510000000857,
430,,Segment,3,13,Image 1,3,1,100000000,510000000860,
1612,,Segment,3,12,Image 1,3,1,100000000,510000000894,
427,,Segment,3,11,Image 1,2,1,100000000,510000000910,
575,,Segment,3,9,Image 1,1,1,100000000,510000000914,
2634,,Segment,3,8,Image 1,1,1,100000000,510000000946,
781,,Segment,3,7,Image 1,1,1,100000000,510000000951,
452,,Segment,3,5,Image 1,1,1,100000000,510000000955,
1833,,Segment,3,4,Image 1,1,1,100000000,510000000969,
977,,Segment,3,3,Image 1,1,1,100000000,510000000976,
400,,Segment,3,2,Image 1,1,1,100000000,510000000978,
1339,,Segment,3,1,Image 1,1,1,100000000,510000000987,
783,,Segment,3,0,Image 1,1,1,100000000,510000000996,
603,,Segment,3,13,Image 1,3,1,100000000,510000001025,
949,,Segment,3,12,Image 1,2,1,100000000,510000001037,
557,,Segment,3,13,Image 1,2,1,100000000,510000001044,
335,,Segment,3,16,Image 1,5,1,100000000,510000001053,
729,,Segment,3,15,Image 1,4,1,100000000,510000001059,
941,,Segment,3,14,Image 1,4,1,100000000,510000001066,
1056,,Segment,3,12,Image 1,4,1,100000000,510000001081,
1046,,Segment,3,11,Image 1,4,1,100000000,510000001097,
2257,,Segment,3,10,Image 1,3,1,100000000,510000001123,
466,,Segment,3,9,Image 1,3,1,100000000,510000001127,
757,,Segment,3,8,Image 1,2,1,100000000,510000001136,
523,,Segment,3,7,Image 1,1,1,100000000,510000001142,
577,,Segment,3,6,Image 1,1,1,100000000,510000001150,
1052,,Segment,3,5,Image 1,1,1,100000000,510000001160,
598,,Segment,3,4,Image 1,1,1,100000000,510000001164,
836,,Segment,3,3,Image 1,1,1,100000000,510000001170,
500,,Segment,3,2,Image 1,1,1,100000000,510000001176,
183,,Segment,3,1,Image 1,1,1,100000000,510000001181,
280,,Segment,3,0,Image 1,1,1,100000000,510000001199,
244,,Segment,3,16,Image 1,4,1,100000000,510000001214,
283,,Segment,3,15,Image 1,5,1,100000000,510000001218,
270,,Segment,3,13,Image 1,5,1,100000000,510000001221,
247,,Segment,3,14,Image 1,5,1,100000000,510000001223,
453,,Segment,3,12,Image 1,5,1,100000000,510000001228,
194,,Segment,3,14,Image 1,6,1,100000000,510000001236,
3125,,Segment,3,12,Image 1,4,1,100000000,510000001277,
765,,Segment,3,11,Image 1,3,1,100000000,510000001282,
1135,,Segment,3,14,Image 1,5,1,100000000,510000001296,
36,,Segment,3,13,Image 1,4,1,100000000,510000001299,
2125,,Segment,3,12,Image 1,3,1,100000000,510000001326,
1427,,Segment,3,9,Image 1,2,1,100000000,510000001348,
383,,Segment,3,10,Image 1,4,1,100000000,510000001356,
84,,Segment,3,9,Image 1,1,1,100000000,510000001358,
112,,Segment,3,9,Image 1,2,1,100000000,510000001361,
126,,Segment,3,7,Image 1,2,1,100000000,510000001363,
60,,Segment,3,6,Image 1,2,1,100000000,510000001365,
1027,,Segment,3,4,Image 1,2,1,100000000,510000001380,
982,,Segment,3,5,Image 1,2,1,100000000,510000001391,
321,,Segment,3,3,Image 1,2,1,100000000,510000001397,
164,,Segment,3,2,Image 1,2,1,100000000,510000001400,
75,,Segment,3,1,Image 1,2,1,100000000,510000001403,
1552,,Segment,3,10,Image 1,5,1,100000000,510000001433,
298,,Segment,3,9,Image 1,4,1,100000000,510000001435,
473,,Segment,3,8,Image 1,4,1,100000000,510000001439,
1658,,Segment,3,7,Image 1,4,1,100000000,510000001471,
1113,,Segment,3,6,Image 1,3,1,100000000,510000001488,
640,,Segment,3,5,Image 1,3,1,100000000,510000001495,
452,,Segment,3,4,Image 1,2,1,100000000,510000001498,
1964,,Segment,3,3,Image 1,2,1,100000000,510000001523,
496,,Segment,3,2,Image 1,1,1,100000000,510000001526,
1040,,Segment,3,1,Image 1,1,1,100000000,510000001536,
5687,,Segment,3,0,Image 1,1,1,100000000,510000001587,
320,,Segment,3,10,Image 1,4,1,100000000,510000001612,
392,,Segment,3,9,Image 1,5,1,100000000,510000001615,
136,,Segment,3,8,Image 1,5,1,100000000,510000001617,
100,,Segment,3,14,Image 1,7,1,100000001,510000001620,
60,,Segment,3,13,Image 1,6,1,100000001,510000001625,
270,,Segment,3,12,Image 1,5,1,100000001,510000001632,
388,,Segment,3,11,Image 1,4,1,100000001,510000001636,
227,,Segment,3,10,Image 1,3,1,100000001,510000001639,
718,,Segment,3,9,Image 1,2,1,100000001,510000001647,
354,,Segment,3,8,Image 1,1,1,100000001,510000001650,
433,,Segment,3,7,Image 1,1,1,100000001,510000001655,
704,,Segment,3,6,Image 1,1,1,100000001,510000001659,
986,,Segment,3,5,Image 1,1,1,100000001,510000001666,
344,,Segment,3,4,Image 1,1,1,100000001,510000001668,
442,,Segment,3,3,Image 1,1,1,100000001,510000001673,
455,,Segment,3,13,Image 1,5,1,100000000,510000001681,
297,,Segment,3,12,Image 1,5,1,100000000,510000001683,
1311,,Segment,3,11,Image 1,5,1,100000000,510000001701,
1000,,Segment,3,10,Image 1,4,1,100000000,510000001713,
598,,Segment,3,9,Image 1,3,1,100000000,510000001717,
698,,Segment,3,8,Image 1,3,1,100000000,510000001723,
769,,Segment,3,7,Image 1,2,1,100000000,510000001729,
93,,Segment,3,13,Image 1,6,1,100000000,510000001732,
169,,Segment,3,12,Image 1,6,1,100000000,510000001735,
125,,Segment,3,9,Image 1,4,1,100000001,510000001740,
267,,Segment,3,8,Image 1,3,1,100000001,510000001745,
766,,Segment,3,6,Image 1,2,1,100000001,510000001756,
262,,Segment,3,5,Image 1,2,1,100000001,510000001760,
729,,Segment,3,4,Image 1,2,1,100000001,510000001768,
282,,Segment,3,3,Image 1,2,1,100000001,510000001771,
1184,,Segment,3,1,Image 1,2,1,100000001,510000001782,
278,,Segment,3,0,Image 1,1,1,100000001,510000001793,
601,,Segment,3,9,Image 1,3,1,100000001,510000001836,
