
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.828822,,Segment,21,6,1,100000001,510000000033,
0.991636,,Segment,20,5,1,100000001,510000000035,
0.979961,,Segment,19,5,1,100000001,510000000045,
0.979135,,Segment,18,5,1,100000001,510000000052,
0.94325,,Segment,17,5,1,100000001,510000000066,
0.964053,,Segment,16,4,1,100000001,510000000089,
0.978689,,Segment,15,4,1,100000001,510000000114,
0.99724,,Segment,14,3,1,100000001,510000000116,
0.971429,,Segment,13,3,1,100000001,510000000127,
0.990855,,Segment,12,3,1,100000001,510000000134,
0.987936,,Segment,11,2,1,100000001,510000000136,
0.980134,,Segment,10,2,1,100000001,510000000142,
0.995805,,Segment,9,2,1,100000001,510000000149,
0.990089,,Segment,8,2,1,100000001,510000000151,
0.995592,,Segment,7,2,1,100000001,510000000155,
0.981219,,Segment,6,2,1,100000001,510000000171,
0.928415,,Segment,5,2,1,100000001,510000000203,
0.905342,,Segment,3,2,1,100000001,510000000220,
0.847689,,Segment,2,1,1,100000001,510000000230,
0.920869,,Segment,1,1,1,100000001,510000000243,
0.973648,,Segment,0,1,1,100000001,510000000252,
0.909195,,Segment,23,6,1,100000001,510000000261,
0.771099,,Segment,22,6,1,100000001,510000000270,
0.943975,,Segment,21,6,1,100000001,510000000275,
0.890617,,Segment,20,6,1,100000001,510000000285,
0.997005,,Segment,23,7,1,100000001,510000000288,
0.949657,,Segment,22,7,1,100000001,510000000295,
0.997482,,Segment,22,8,1,100000001,510000000301,
0.924157,,Segment,21,7,1,100000001,510000000309,
0.88703,,Segment,21,6,1,100000001,510000000323,
0.994082,,Segment,22,7,1,100000001,510000000325,
0.972226,,Segment,19,6,1,100000001,510000000329,
0.989,,Segment,21,5,1,100000001,510000000333,
0.800815,,Segment,21,6,1,100000001,510000000347,
0.974896,,Segment,20,5,1,100000001,510000000355,
0.973524,,Segment,19,4,1,100000001,510000000362,
0.969886,,Segment,18,4,1,100000001,510000000378,
0.954523,,Segment,17,4,1,100000001,510000000386,
0.94631,,Segment,19,5,1,100000001,510000000405,
0.991353,,Segment,18,6,1,100000001,510000000411,
0.96159,,Segment,21,5,1,100000001,510000000419,
0.989086,,Segment,21,6,1,100000001,510000000421,
0.858483,,Segment,20,4,1,100000001,510000000429,
0.741111,,Segment,11,4,1,100000001,510000000446,
0.932554,,Segment,10,3,1,100000001,510000000457,
0.91983,,Segment,11,3,1,100000001,510000000474,
0.998512,,Segment,20,5,1,100000001,510000000476,
0.908238,,Segment,13,4,1,100000001,510000000504,
0.990544,,Segment,22,6,1,100000001,510000000508,
0.917078,,Segment,21,5,1,100000001,510000000515,
0.997866,,Segment,20,5,1,100000001,510000000518,
0.983405,,Segment,17,5,1,100000001,510000000527,
0.957564,,Segment,16,5,1,100000001,510000000535,
0.999706,,Segment,22,5,1,100000001,510000000537,
0.992157,,Segment,18,6,1,100000001,510000000540,
0.983259,,Segment,18,5,1,100000001,510000000544,
