
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
21,,Segment,21,6,1,100000001,510000000033,
20,,Segment,20,5,1,100000001,510000000035,
19,,Segment,19,5,1,100000001,510000000045,
18,,Segment,18,5,1,100000001,510000000052,
17,,Segment,17,5,1,100000001,510000000066,
16,,Segment,16,4,1,100000001,510000000089,
15,,Segment,15,4,1,100000001,510000000114,
14,,Segment,14,3,1,100000001,510000000116,
13,,Segment,13,3,1,100000001,510000000127,
12,,Segment,12,3,1,100000001,510000000134,
11,,Segment,11,2,1,100000001,510000000136,
10,,Segment,10,2,1,100000001,510000000142,
9,,Segment,9,2,1,100000001,510000000149,
8,,Segment,8,2,1,100000001,510000000151,
7,,Segment,7,2,1,100000001,510000000155,
6,,Segment,6,2,1,100000001,510000000171,
5,,Segment,5,2,1,100000001,510000000203,
3,,Segment,3,2,1,100000001,510000000220,
2,,Segment,2,1,1,100000001,510000000230,
1,,Segment,1,1,1,100000001,510000000243,
0,,Segment,0,1,1,100000001,510000000252,
23,,Segment,23,6,1,100000001,510000000261,
22,,Segment,22,6,1,100000001,510000000270,
21,,Segment,21,6,1,100000001,510000000275,
20,,Segment,20,6,1,100000001,510000000285,
23,,Segment,23,7,1,100000001,510000000288,
22,,Segment,22,7,1,100000001,510000000295,
22,,Segment,22,8,1,100000001,510000000301,
21,,Segment,21,7,1,100000001,510000000309,
21,,Segment,21,6,1,100000001,510000000323,
22,,Segment,22,7,1,100000001,510000000325,
19,,Segment,19,6,1,100000001,510000000329,
21,,Segment,21,5,1,100000001,510000000333,
21,,Segment,21,6,1,100000001,510000000347,
20,,Segment,20,5,1,100000001,510000000355,
19,,Segment,19,4,1,100000001,510000000362,
18,,Segment,18,4,1,100000001,510000000378,
17,,Segment,17,4,1,100000001,510000000386,
19,,Segment,19,5,1,100000001,510000000405,
18,,Segment,18,6,1,100000001,510000000411,
21,,Segment,21,5,1,100000001,510000000419,
21,,Segment,21,6,1,100000001,510000000421,
20,,Segment,20,4,1,100000001,510000000429,
11,,Segment,11,4,1,100000001,510000000446,
10,,Segment,10,3,1,100000001,510000000457,
11,,Segment,11,3,1,100000001,510000000474,
20,,Segment,20,5,1,100000001,510000000476,
13,,Segment,13,4,1,100000001,510000000504,
22,,Segment,22,6,1,100000001,510000000508,
21,,Segment,21,5,1,100000001,510000000515,
20,,Segment,20,5,1,100000001,510000000518,
17,,Segment,17,5,1,100000001,510000000527,
16,,Segment,16,5,1,100000001,510000000535,
22,,Segment,22,5,1,100000001,510000000537,
18,,Segment,18,6,1,100000001,510000000540,
18,,Segment,18,5,1,100000001,510000000544,
17,,Segment,17,5,1,100000001,510000000556,
16,,Segment,16,4,1,100000001,510000000567,
15,,Segment,15,3,1,100000001,510000000576,
19,,Segment,19,6,1,100000001,510000000579,
17,,Segment,17,4,1,100000001,510000000591,
21,,Segment,21,6,1,100000001,510000000594,
20,,Segment,20,6,1,100000001,510000000596,
17,,Segment,17,6,1,100000001,510000000599,
14,,Segment,14,4,1,100000001,510000000607,
16,,Segment,16,3,1,100000001,510000000609,
11,,Segment,11,3,1,100000001,510000000614,
11,,Segment,11,3,1,100000001,510000000623,
10,,Segment,10,3,1,100000001,510000000625,
9,,Segment,9,3,1,100000001,510000000628,
12,,Segment,12,2,1,100000001,510000000634,
9,,Segment,9,3,1,100000001,510000000641,
8,,Segment,8,3,1,100000001,510000000645,
8,,Segment,8,4,1,100000001,510000000649,
7,,Segment,7,3,1,100000001,510000000651,
6,,Segment,6,3,1,100000001,510000000653,
11,,Segment,11,4,1,100000001,510000000656,
10,,Segment,10,4,1,100000001,510000000658,
8,,Segment,8,3,1,100000001,510000000661,
7,,Segment,7,4,1,100000001,510000000663,
6,,Segment,6,3,1,100000001,510000000665,
13,,Segment,13,8,1,100000001,510000000699,
12,,Segment,12,7,1,100000001,510000000701,
11,,Segment,11,6,1,100000001,510000000705,
10,,Segment,10,6,1,100000001,510000000709,
9,,Segment,9,5,1,100000001,510000000718,
7,,Segment,7,4,1,100000001,510000000725,
5,,Segment,5,3,1,100000001,510000000766,
14,,Segment,14,7,1,100000001,510000000775,
13,,Segment,13,6,1,100000001,510000000778,
12,,Segment,12,6,1,100000001,510000000781,
13,,Segment,13,7,1,100000001,510000000784,
11,,Segment,11,4,1,100000001,510000000806,
10,,Segment,10,4,1,100000001,510000000814,
9,,Segment,9,4,1,100000001,510000000817,
13,,Segment,13,7,1,100000001,510000000824,
11,,Segment,11,7,1,100000001,510000000826,
11,,Segment,11,6,1,100000001,510000000830,
10,,Segment,10,5,1,100000001,510000000832,
11,,Segment,11,5,1,100000001,510000000835,
11,,Segment,11,5,1,100000001,510000000839,
