
Segment No. Spines
 ==================== 
Segment No. Spines,Unit,Category,Depth,Level,Time,FilamentID,ID,
2,,Segment,21,6,1,100000001,510000000033,
0,,Segment,20,5,1,100000001,510000000035,
1,,Segment,19,5,1,100000001,510000000045,
0,,Segment,18,5,1,100000001,510000000052,
0,,Segment,17,5,1,100000001,510000000066,
1,,Segment,16,4,1,100000001,510000000089,
1,,Segment,15,4,1,100000001,510000000114,
0,,Segment,14,3,1,100000001,510000000116,
1,,Segment,13,3,1,100000001,510000000127,
1,,Segment,12,3,1,100000001,510000000134,
0,,Segment,11,2,1,100000001,510000000136,
0,,Segment,10,2,1,100000001,510000000142,
0,,Segment,9,2,1,100000001,510000000149,
0,,Segment,8,2,1,100000001,510000000151,
0,,Segment,7,2,1,100000001,510000000155,
2,,Segment,6,2,1,100000001,510000000171,
0,,Segment,5,2,1,100000001,510000000203,
4,,Segment,3,2,1,100000001,510000000220,
0,,Segment,2,1,1,100000001,510000000230,
1,,Segment,1,1,1,100000001,510000000243,
0,,Segment,0,1,1,100000001,510000000252,
1,,Segment,23,6,1,100000001,510000000261,
0,,Segment,22,6,1,100000001,510000000270,
0,,Segment,21,6,1,100000001,510000000275,
2,,Segment,20,6,1,100000001,510000000285,
0,,Segment,23,7,1,100000001,510000000288,
0,,Segment,22,7,1,100000001,510000000295,
0,,Segment,22,8,1,100000001,510000000301,
1,,Segment,21,7,1,100000001,510000000309,
1,,Segment,21,6,1,100000001,510000000323,
0,,Segment,22,7,1,100000001,510000000325,
0,,Segment,19,6,1,100000001,510000000329,
0,,Segment,21,5,1,100000001,510000000333,
0,,Segment,21,6,1,100000001,510000000347,
2,,Segment,20,5,1,100000001,510000000355,
0,,Segment,19,4,1,100000001,510000000362,
0,,Segment,18,4,1,100000001,510000000378,
1,,Segment,17,4,1,100000001,510000000386,
0,,Segment,19,5,1,100000001,510000000405,
0,,Segment,18,6,1,100000001,510000000411,
0,,Segment,21,5,1,100000001,510000000419,
0,,Segment,21,6,1,100000001,510000000421,
0,,Segment,20,4,1,100000001,510000000429,
0,,Segment,11,4,1,100000001,510000000446,
0,,Segment,10,3,1,100000001,510000000457,
1,,Segment,11,3,1,100000001,510000000474,
0,,Segment,20,5,1,100000001,510000000476,
0,,Segment,13,4,1,100000001,510000000504,
0,,Segment,22,6,1,100000001,510000000508,
0,,Segment,21,5,1,100000001,510000000515,
0,,Segment,20,5,1,100000001,510000000518,
3,,Segment,17,5,1,100000001,510000000527,
2,,Segment,16,5,1,100000001,510000000535,
0,,Segment,22,5,1,100000001,510000000537,
0,,Segment,18,6,1,100000001,510000000540,
0,,Segment,18,5,1,100000001,510000000544,
0,,Segment,17,5,1,100000001,510000000556,
1,,Segment,16,4,1,100000001,510000000567,
0,,Segment,15,3,1,100000001,510000000576,
0,,Segment,19,6,1,100000001,510000000579,
0,,Segment,17,4,1,100000001,510000000591,
0,,Segment,21,6,1,100000001,510000000594,
0,,Segment,20,6,1,100000001,510000000596,
1,,Segment,17,6,1,100000001,510000000599,
0,,Segment,14,4,1,100000001,510000000607,
1,,Segment,16,3,1,100000001,510000000609,
0,,Segment,11,3,1,100000001,510000000614,
0,,Segment,11,3,1,100000001,510000000623,
0,,Segment,10,3,1,100000001,510000000625,
0,,Segment,9,3,1,100000001,510000000628,
2,,Segment,12,2,1,100000001,510000000634,
0,,Segment,9,3,1,100000001,510000000641,
0,,Segment,8,3,1,100000001,510000000645,
1,,Segment,8,4,1,100000001,510000000649,
1,,Segment,7,3,1,100000001,510000000651,
0,,Segment,6,3,1,100000001,510000000653,
0,,Segment,11,4,1,100000001,510000000656,
1,,Segment,10,4,1,100000001,510000000658,
0,,Segment,8,3,1,100000001,510000000661,
0,,Segment,7,4,1,100000001,510000000663,
0,,Segment,6,3,1,100000001,510000000665,
5,,Segment,13,8,1,100000001,510000000699,
0,,Segment,12,7,1,100000001,510000000701,
0,,Segment,11,6,1,100000001,510000000705,
0,,Segment,10,6,1,100000001,510000000709,
0,,Segment,9,5,1,100000001,510000000718,
0,,Segment,7,4,1,100000001,510000000725,
0,,Segment,5,3,1,100000001,510000000766,
0,,Segment,14,7,1,100000001,510000000775,
0,,Segment,13,6,1,100000001,510000000778,
0,,Segment,12,6,1,100000001,510000000781,
