
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
622.173,µm,Spine,Spine Terminal Pt Position,13,8,1,100000001,610000004003,
621.788,µm,Spine,Spine Terminal Pt Position,13,8,1,100000001,610000004007,
598.583,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000004012,
615.157,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000004016,
622.568,µm,Spine,Spine Terminal Pt Position,13,8,1,100000001,610000004021,
599.121,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000004026,
622.438,µm,Spine,Spine Terminal Pt Position,13,8,1,100000001,610000004031,
622.347,µm,Spine,Spine Terminal Pt Position,13,8,1,100000001,610000004035,
598.896,µm,Spine,Spine Terminal Pt Position,11,6,1,100000000,610000004039,
604.238,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000004044,
607.553,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000004048,
596.373,µm,Spine,Spine Terminal Pt Position,10,5,1,100000000,610000004050,
605.469,µm,Spine,Spine Terminal Pt Position,,,1,,610000004052,
615.092,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000004059,
601.183,µm,Spine,Spine Terminal Pt Position,6,1,1,100000000,610000004062,
630.888,µm,Spine,Spine Terminal Pt Position,21,6,1,100000001,610000004064,
614.958,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000004066,
613.338,µm,Spine,Spine Terminal Pt Position,11,1,1,100000001,610000004068,
616.652,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000004074,
630.302,µm,Spine,Spine Terminal Pt Position,23,6,1,100000001,610000004076,
620.358,µm,Spine,Spine Terminal Pt Position,16,2,1,100000000,610000004079,
605.343,µm,Spine,Spine Terminal Pt Position,,,1,,610000004081,
613.662,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004087,
615.015,µm,Spine,Spine Terminal Pt Position,11,3,1,100000001,610000004089,
614.703,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000004094,
623.088,µm,Spine,Spine Terminal Pt Position,13,3,1,100000001,610000004099,
613.987,µm,Spine,Spine Terminal Pt Position,10,3,1,100000000,610000004106,
600.988,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000004108,
616.741,µm,Spine,Spine Terminal Pt Position,4,2,1,100000001,610000004116,
617.951,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000004118,
617.172,µm,Spine,Spine Terminal Pt Position,,,1,,610000004120,
620.163,µm,Spine,Spine Terminal Pt Position,16,2,1,100000000,610000004123,
626.143,µm,Spine,Spine Terminal Pt Position,18,5,1,100000001,610000004125,
613.078,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000004128,
613.105,µm,Spine,Spine Terminal Pt Position,12,1,1,100000001,610000004135,
600.338,µm,Spine,Spine Terminal Pt Position,12,3,1,100000000,610000004138,
615.222,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000004140,
610.347,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004142,
614.508,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000004145,
613.403,µm,Spine,Spine Terminal Pt Position,10,3,1,100000000,610000004147,
602.158,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000004149,
617.432,µm,Spine,Spine Terminal Pt Position,14,1,1,100000000,610000004151,
599.038,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000004154,
616.912,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004156,
613.922,µm,Spine,Spine Terminal Pt Position,3,2,1,100000001,610000004158,
622.503,µm,Spine,Spine Terminal Pt Position,12,2,1,100000001,610000004161,
604.043,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000004172,
625.109,µm,Spine,Spine Terminal Pt Position,17,6,1,100000001,610000004177,
630.953,µm,Spine,Spine Terminal Pt Position,21,7,1,100000001,610000004179,
626.078,µm,Spine,Spine Terminal Pt Position,16,4,1,100000001,610000004182,
605.928,µm,Spine,Spine Terminal Pt Position,,,1,,610000004185,
614.638,µm,Spine,Spine Terminal Pt Position,12,2,1,100000000,610000004189,
615.428,µm,Spine,Spine Terminal Pt Position,8,2,1,100000001,610000004195,
616.328,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000004198,
612.948,µm,Spine,Spine Terminal Pt Position,9,3,1,100000000,610000004201,
610.607,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004203,
600.338,µm,Spine,Spine Terminal Pt Position,12,3,1,100000000,610000004210,
605.148,µm,Spine,Spine Terminal Pt Position,,,1,,610000004219,
597.803,µm,Spine,Spine Terminal Pt Position,6,4,1,100000000,610000004243,
597.859,µm,Spine,Spine Terminal Pt Position,6,4,1,100000000,610000004246,
621.203,µm,Spine,Spine Terminal Pt Position,17,1,1,100000000,610000004257,
616.133,µm,Spine,Spine Terminal Pt Position,13,1,1,100000000,610000004259,
615.028,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000004268,
602.352,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004273,
614.443,µm,Spine,Spine Terminal Pt Position,12,2,1,100000000,610000004276,
613.922,µm,Spine,Spine Terminal Pt Position,10,3,1,100000000,610000004282,
617.042,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000004291,
610.802,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000004293,
609.122,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004479,
609.407,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000004480,
615.222,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000004480,
608.398,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004481,
611.062,µm,Spine,Spine Terminal Pt Position,14,2,1,,610000004481,
609.568,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000004482,
613.073,µm,Spine,Spine Terminal Pt Position,11,1,1,,610000004482,
614.001,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000004483,
610.477,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004483,
614.951,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000004484,
610.867,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000004484,
615.222,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000004485,
610.935,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000004485,
615.212,µm,Spine,Spine Terminal Pt Position,13,4,1,,610000004486,
610.47,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000004486,
614.117,µm,Spine,Spine Terminal Pt Position,13,4,1,,610000004487,
610.727,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000004487,
614.312,µm,Spine,Spine Terminal Pt Position,13,4,1,,610000004488,
609.177,µm,Spine,Spine Terminal Pt Position,17,6,1,,610000004488,
610.153,µm,Spine,Spine Terminal Pt Position,16,7,1,,610000004489,
615.287,µm,Spine,Spine Terminal Pt Position,13,3,1,,610000004489,
614.879,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000004490,
611.062,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000004490,
614.508,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000004491,
612.037,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000004491,
616.198,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000004492,
613.597,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000004492,
613.427,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000004493,
615.819,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000004493,
611.242,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000004494,
616.133,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000004494,
611.583,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000004495,
617.367,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004495,
612.102,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000004496,
617.237,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000004496,
613.338,µm,Spine,Spine Terminal Pt Position,8,1,1,,610000004497,
617.136,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004497,
613.674,µm,Spine,Spine Terminal Pt Position,8,1,1,,610000004498,
617.302,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004498,
620.995,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000004499,
614.524,µm,Spine,Spine Terminal Pt Position,9,1,1,,610000004499,
619.318,µm,Spine,Spine Terminal Pt Position,17,4,1,,610000004500,
622.698,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000004500,
617.432,µm,Spine,Spine Terminal Pt Position,14,2,1,,610000004501,
622.503,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000004501,
617.172,µm,Spine,Spine Terminal Pt Position,14,3,1,,610000004502,
621.528,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000004502,
620.423,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000004503,
617.3,µm,Spine,Spine Terminal Pt Position,13,2,1,,610000004503,
619.773,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000004504,
617.259,µm,Spine,Spine Terminal Pt Position,13,2,1,,610000004504,
616.912,µm,Spine,Spine Terminal Pt Position,13,2,1,,610000004505,
620.678,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000004505,
620.358,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000004506,
619.122,µm,Spine,Spine Terminal Pt Position,18,3,1,,610000004506,
619.773,µm,Spine,Spine Terminal Pt Position,15,1,1,,610000004507,
619.513,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000004507,
619.235,µm,Spine,Spine Terminal Pt Position,15,1,1,,610000004508,
619.766,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000004508,
616.034,µm,Spine,Spine Terminal Pt Position,12,1,1,,610000004509,
621.268,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000004509,
615.677,µm,Spine,Spine Terminal Pt Position,12,1,1,,610000004510,
620.812,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000004510,
622.243,µm,Spine,Spine Terminal Pt Position,12,2,1,,610000004511,
615.028,µm,Spine,Spine Terminal Pt Position,11,1,1,,610000004511,
614.768,µm,Spine,Spine Terminal Pt Position,12,2,1,,610000004512,
622.156,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000004512,
607.098,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000004513,
624.648,µm,Spine,Spine Terminal Pt Position,16,4,1,,610000004513,
606.188,µm,Spine,Spine Terminal Pt Position,5,1,1,,610000004514,
624.518,µm,Spine,Spine Terminal Pt Position,16,3,1,,610000004514,
625.103,µm,Spine,Spine Terminal Pt Position,15,4,1,,610000004515,
604.504,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000004515,
604.35,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000004516,
625.899,µm,Spine,Spine Terminal Pt Position,17,5,1,,610000004516,
604.173,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000004517,
625.818,µm,Spine,Spine Terminal Pt Position,17,5,1,,610000004517,
603.653,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000004518,
625.493,µm,Spine,Spine Terminal Pt Position,16,5,1,,610000004518,
