
Spine Intensity StdDev Ch=2 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
46.1152,,Spine,2,13,Image 1,8,1,100000001,610000004003,
33.3784,,Spine,2,13,Image 1,8,1,100000001,610000004007,
24.9855,,Spine,2,11,Image 1,6,1,100000000,610000004012,
31.4798,,Spine,2,5,Image 1,1,1,100000001,610000004016,
47.2103,,Spine,2,13,Image 1,8,1,100000001,610000004021,
29.4151,,Spine,2,11,Image 1,6,1,100000000,610000004026,
19.7482,,Spine,2,13,Image 1,8,1,100000001,610000004031,
45.9797,,Spine,2,13,Image 1,8,1,100000001,610000004035,
28.7643,,Spine,2,11,Image 1,6,1,100000000,610000004039,
26.336,,Spine,2,5,Image 1,2,1,100000000,610000004044,
33.4219,,Spine,2,2,Image 1,1,1,100000000,610000004048,
28.8345,,Spine,2,10,Image 1,5,1,100000000,610000004050,
25.6152,,Spine,2,0,Image 1,1,1,100000000,610000004056,
33.6823,,Spine,2,5,Image 1,2,1,100000001,610000004059,
28.8668,,Spine,2,6,Image 1,1,1,100000000,610000004062,
31.6049,,Spine,2,21,Image 1,6,1,100000001,610000004064,
47.9301,,Spine,2,7,Image 1,2,1,100000001,610000004066,
36.3905,,Spine,2,11,Image 1,1,1,100000001,610000004068,
32.9954,,Spine,2,7,Image 1,2,1,100000001,610000004074,
24.078,,Spine,2,23,Image 1,6,1,100000001,610000004076,
35.4117,,Spine,2,16,Image 1,2,1,100000000,610000004079,
18.5733,,Spine,2,0,Image 1,1,1,100000000,610000004084,
34.2518,,Spine,2,4,Image 1,2,1,100000001,610000004087,
18.0465,,Spine,2,11,Image 1,3,1,100000001,610000004089,
34.5025,,Spine,2,1,Image 1,2,1,100000001,610000004094,
33.8846,,Spine,2,13,Image 1,3,1,100000001,610000004099,
40.2751,,Spine,2,10,Image 1,3,1,100000000,610000004106,
25.5248,,Spine,2,5,Image 1,2,1,100000000,610000004108,
45.3798,,Spine,2,4,Image 1,2,1,100000001,610000004116,
31.9706,,Spine,2,5,Image 1,4,1,100000001,610000004118,
30.8177,,Spine,2,1,Image 1,2,1,100000001,610000004121,
35.8088,,Spine,2,16,Image 1,2,1,100000000,610000004123,
37.3602,,Spine,2,18,Image 1,5,1,100000001,610000004125,
32.3239,,Spine,2,9,Image 1,3,1,100000000,610000004128,
41.3921,,Spine,2,0,Image 1,1,1,100000000,610000004133,
46.1356,,Spine,2,12,Image 1,1,1,100000001,610000004135,
35.8038,,Spine,2,12,Image 1,3,1,100000000,610000004138,
28.599,,Spine,2,5,Image 1,1,1,100000001,610000004140,
36.0889,,Spine,2,4,Image 1,1,1,100000000,610000004142,
32.1351,,Spine,2,1,Image 1,2,1,100000001,610000004145,
28.5822,,Spine,2,10,Image 1,3,1,100000000,610000004147,
32.302,,Spine,2,5,Image 1,3,1,100000000,610000004149,
33.0023,,Spine,2,14,Image 1,1,1,100000000,610000004151,
40.4932,,Spine,2,9,Image 1,5,1,100000000,610000004154,
33.4095,,Spine,2,3,Image 1,2,1,100000001,610000004156,
27.7365,,Spine,2,3,Image 1,2,1,100000001,610000004158,
35.8983,,Spine,2,12,Image 1,2,1,100000001,610000004161,
31.2676,,Spine,2,0,Image 1,1,1,100000000,610000004166,
39.0423,,Spine,2,3,Image 1,1,1,100000000,610000004172,
30.5653,,Spine,2,17,Image 1,6,1,100000001,610000004177,
24.2681,,Spine,2,21,Image 1,7,1,100000001,610000004179,
38.1557,,Spine,2,16,Image 1,4,1,100000001,610000004182,
41.5459,,Spine,2,0,Image 1,1,1,100000000,610000004187,
32.0555,,Spine,2,12,Image 1,2,1,100000000,610000004189,
33.6652,,Spine,2,8,Image 1,2,1,100000001,610000004195,
32.5406,,Spine,2,7,Image 1,2,1,100000001,610000004198,
32.4585,,Spine,2,9,Image 1,3,1,100000000,610000004201,
36.828,,Spine,2,4,Image 1,1,1,100000000,610000004203,
32.2674,,Spine,2,0,Image 1,1,1,100000000,610000004208,
34.5598,,Spine,2,12,Image 1,3,1,100000000,610000004210,
35.1298,,Spine,2,0,Image 1,1,1,100000000,610000004217,
32.6056,,Spine,2,0,Image 1,1,1,100000000,610000004220,
32.8622,,Spine,2,0,Image 1,1,1,100000000,610000004232,
28.6426,,Spine,2,0,Image 1,1,1,100000000,610000004235,
47.1646,,Spine,2,6,Image 1,4,1,100000000,610000004243,
47.1377,,Spine,2,6,Image 1,4,1,100000000,610000004246,
42.2322,,Spine,2,17,Image 1,1,1,100000000,610000004257,
26.121,,Spine,2,13,Image 1,1,1,100000000,610000004259,
30.1323,,Spine,2,1,Image 1,2,1,100000001,610000004264,
38.1795,,Spine,2,2,Image 1,2,1,100000001,610000004268,
37.8091,,Spine,2,0,Image 1,1,1,100000000,610000004273,
29.5101,,Spine,2,12,Image 1,2,1,100000000,610000004276,
35.8322,,Spine,2,10,Image 1,3,1,100000000,610000004282,
35.3535,,Spine,2,4,Image 1,3,1,100000001,610000004291,
42.2882,,Spine,2,4,Image 1,1,1,100000000,610000004293,
31.1735,,Spine,2,0,Image 1,1,1,100000000,610000004299,
28.6642,,Spine,2,12,Image 1,2,1,100000000,610000004347,
17.006,,Spine,2,17,Image 1,4,1,100000000,610000004348,
28.8318,,Spine,2,14,Image 1,2,1,100000000,610000004349,
18.149,,Spine,2,14,Image 1,3,1,100000000,610000004350,
47.6089,,Spine,2,13,Image 1,2,1,100000000,610000004351,
35.4089,,Spine,2,13,Image 1,2,1,100000000,610000004352,
45.7786,,Spine,2,13,Image 1,2,1,100000000,610000004353,
28.0157,,Spine,2,18,Image 1,3,1,100000000,610000004354,
36.7078,,Spine,2,15,Image 1,1,1,100000000,610000004355,
40.4528,,Spine,2,15,Image 1,1,1,100000000,610000004356,
31.5561,,Spine,2,12,Image 1,1,1,100000000,610000004357,
42.5985,,Spine,2,12,Image 1,1,1,100000000,610000004358,
31.3677,,Spine,2,11,Image 1,1,1,100000000,610000004359,
55.2015,,Spine,2,9,Image 1,1,1,100000000,610000004360,
32.2889,,Spine,2,8,Image 1,1,1,100000000,610000004361,
33.3638,,Spine,2,8,Image 1,1,1,100000000,610000004362,
49.8045,,Spine,2,11,Image 1,5,1,100000000,610000004363,
26.4115,,Spine,2,11,Image 1,5,1,100000000,610000004364,
28.6923,,Spine,2,17,Image 1,6,1,100000000,610000004365,
44.1658,,Spine,2,16,Image 1,7,1,100000000,610000004366,
31.2769,,Spine,2,11,Image 1,4,1,100000000,610000004367,
26.8754,,Spine,2,8,Image 1,3,1,100000000,610000004368,
23.435,,Spine,2,10,Image 1,3,1,100000000,610000004369,
32.0541,,Spine,2,9,Image 1,3,1,100000000,610000004370,
23.0673,,Spine,2,10,Image 1,3,1,100000000,610000004371,
31.7549,,Spine,2,8,Image 1,2,1,100000000,610000004372,
28.7495,,Spine,2,8,Image 1,2,1,100000000,610000004373,
42.6537,,Spine,2,4,Image 1,1,1,100000000,610000004374,
39.6119,,Spine,2,4,Image 1,1,1,100000000,610000004375,
33.6895,,Spine,2,4,Image 1,2,1,100000000,610000004376,
24.1678,,Spine,2,3,Image 1,2,1,100000000,610000004377,
33.1298,,Spine,2,3,Image 1,2,1,100000000,610000004378,
39.4944,,Spine,2,1,Image 1,1,1,100000000,610000004379,
36.1671,,Spine,2,1,Image 1,1,1,100000000,610000004380,
42.0498,,Spine,2,0,Image 1,1,1,100000000,610000004381,
41.335,,Spine,2,0,Image 1,1,1,100000000,610000004382,
32.2571,,Spine,2,15,Image 1,4,1,100000000,610000004385,
34.0536,,Spine,2,15,Image 1,4,1,100000000,610000004386,
