
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
35.8571,,Spine,2,13,Image 1,8,1,100000001,610000004003,
49.6,,Spine,2,13,Image 1,8,1,100000001,610000004007,
25.3333,,Spine,2,11,Image 1,6,1,100000000,610000004012,
52.4,,Spine,2,5,Image 1,1,1,100000001,610000004016,
50.1667,,Spine,2,13,Image 1,8,1,100000001,610000004021,
39.6667,,Spine,2,11,Image 1,6,1,100000000,610000004026,
26.5,,Spine,2,13,Image 1,8,1,100000001,610000004031,
42.8,,Spine,2,13,Image 1,8,1,100000001,610000004035,
39.6,,Spine,2,11,Image 1,6,1,100000000,610000004039,
54.2,,Spine,2,5,Image 1,2,1,100000000,610000004044,
50.75,,Spine,2,2,Image 1,1,1,100000000,610000004048,
54.3333,,Spine,2,10,Image 1,5,1,100000000,610000004050,
82.8333,,Spine,2,0,Image 1,1,1,100000000,610000004056,
58.25,,Spine,2,5,Image 1,2,1,100000001,610000004059,
47.5,,Spine,2,6,Image 1,1,1,100000000,610000004062,
45.3333,,Spine,2,21,Image 1,6,1,100000001,610000004064,
42.6667,,Spine,2,7,Image 1,2,1,100000001,610000004066,
83,,Spine,2,11,Image 1,1,1,100000001,610000004068,
76,,Spine,2,7,Image 1,2,1,100000001,610000004074,
38,,Spine,2,23,Image 1,6,1,100000001,610000004076,
33.75,,Spine,2,16,Image 1,2,1,100000000,610000004079,
82.6,,Spine,2,0,Image 1,1,1,100000000,610000004084,
90.75,,Spine,2,4,Image 1,2,1,100000001,610000004087,
36.6667,,Spine,2,11,Image 1,3,1,100000001,610000004089,
87.4,,Spine,2,1,Image 1,2,1,100000001,610000004094,
78.5,,Spine,2,13,Image 1,3,1,100000001,610000004099,
90.8333,,Spine,2,10,Image 1,3,1,100000000,610000004106,
24,,Spine,2,5,Image 1,2,1,100000000,610000004108,
110.4,,Spine,2,4,Image 1,2,1,100000001,610000004116,
55.3333,,Spine,2,5,Image 1,4,1,100000001,610000004118,
