
Segment Intensity Mean Ch=5 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.647059,,Segment,5,21,Image 1,6,1,100000001,510000000033,
0,,Segment,5,20,Image 1,5,1,100000001,510000000035,
0.473684,,Segment,5,19,Image 1,5,1,100000001,510000000045,
0.730594,,Segment,5,18,Image 1,5,1,100000001,510000000052,
2.8,,Segment,5,17,Image 1,5,1,100000001,510000000066,
0.933673,,Segment,5,16,Image 1,4,1,100000001,510000000089,
0,,Segment,5,15,Image 1,4,1,100000001,510000000114,
0,,Segment,5,14,Image 1,3,1,100000001,510000000116,
0,,Segment,5,13,Image 1,3,1,100000001,510000000127,
0.790036,,Segment,5,12,Image 1,3,1,100000001,510000000134,
0,,Segment,5,11,Image 1,2,1,100000001,510000000136,
0,,Segment,5,10,Image 1,2,1,100000001,510000000142,
0,,Segment,5,9,Image 1,2,1,100000001,510000000149,
0,,Segment,5,8,Image 1,2,1,100000001,510000000151,
0,,Segment,5,7,Image 1,2,1,100000001,510000000155,
0,,Segment,5,6,Image 1,2,1,100000001,510000000171,
0,,Segment,5,5,Image 1,2,1,100000001,510000000203,
0,,Segment,5,3,Image 1,2,1,100000001,510000000220,
0,,Segment,5,2,Image 1,1,1,100000001,510000000230,
0,,Segment,5,1,Image 1,1,1,100000001,510000000243,
0,,Segment,5,0,Image 1,1,1,100000001,510000000252,
0,,Segment,5,23,Image 1,6,1,100000001,510000000261,
0,,Segment,5,22,Image 1,6,1,100000001,510000000270,
0.0753425,,Segment,5,21,Image 1,6,1,100000001,510000000275,
3.45662,,Segment,5,20,Image 1,6,1,100000001,510000000285,
0,,Segment,5,23,Image 1,7,1,100000001,510000000288,
0,,Segment,5,22,Image 1,7,1,100000001,510000000295,
23.1742,,Segment,5,22,Image 1,8,1,100000001,510000000301,
0.0614525,,Segment,5,21,Image 1,7,1,100000001,510000000309,
0,,Segment,5,21,Image 1,6,1,100000001,510000000323,
0,,Segment,5,22,Image 1,7,1,100000001,510000000325,
3.87429,,Segment,5,19,Image 1,6,1,100000001,510000000329,
0,,Segment,5,21,Image 1,5,1,100000001,510000000333,
0,,Segment,5,21,Image 1,6,1,100000001,510000000347,
0,,Segment,5,20,Image 1,5,1,100000001,510000000355,
0.729358,,Segment,5,19,Image 1,4,1,100000001,510000000362,
2.92199,,Segment,5,18,Image 1,4,1,100000001,510000000378,
2.72727,,Segment,5,17,Image 1,4,1,100000001,510000000386,
8.43491,,Segment,5,19,Image 1,5,1,100000001,510000000405,
0,,Segment,5,18,Image 1,6,1,100000001,510000000411,
0,,Segment,5,21,Image 1,5,1,100000001,510000000419,
0,,Segment,5,21,Image 1,6,1,100000001,510000000421,
0.304498,,Segment,5,20,Image 1,4,1,100000001,510000000429,
33.4118,,Segment,5,11,Image 1,4,1,100000001,510000000446,
62.5477,,Segment,5,10,Image 1,3,1,100000001,510000000457,
64.2279,,Segment,5,11,Image 1,3,1,100000001,510000000474,
0.83871,,Segment,5,20,Image 1,5,1,100000001,510000000476,
0,,Segment,5,13,Image 1,4,1,100000001,510000000504,
0,,Segment,5,22,Image 1,6,1,100000001,510000000508,
0,,Segment,5,21,Image 1,5,1,100000001,510000000515,
0,,Segment,5,20,Image 1,5,1,100000001,510000000518,
0,,Segment,5,17,Image 1,5,1,100000001,510000000527,
0,,Segment,5,16,Image 1,5,1,100000001,510000000535,
0,,Segment,5,22,Image 1,5,1,100000001,510000000537,
0,,Segment,5,18,Image 1,6,1,100000001,510000000540,
0.275862,,Segment,5,18,Image 1,5,1,100000001,510000000544,
7.37956,,Segment,5,17,Image 1,5,1,100000001,510000000556,
0,,Segment,5,16,Image 1,4,1,100000001,510000000567,
0,,Segment,5,15,Image 1,3,1,100000001,510000000576,
0,,Segment,5,19,Image 1,6,1,100000001,510000000579,
13.7131,,Segment,5,17,Image 1,4,1,100000001,510000000591,
0,,Segment,5,21,Image 1,6,1,100000001,510000000594,
0,,Segment,5,20,Image 1,6,1,100000001,510000000596,
0,,Segment,5,17,Image 1,6,1,100000001,510000000599,
0,,Segment,5,14,Image 1,4,1,100000001,510000000607,
0,,Segment,5,16,Image 1,3,1,100000001,510000000609,
0,,Segment,5,11,Image 1,3,1,100000001,510000000614,
0,,Segment,5,11,Image 1,3,1,100000001,510000000623,
0,,Segment,5,10,Image 1,3,1,100000001,510000000625,
0,,Segment,5,9,Image 1,3,1,100000001,510000000628,
0,,Segment,5,12,Image 1,2,1,100000001,510000000634,
0,,Segment,5,9,Image 1,3,1,100000001,510000000641,
0,,Segment,5,8,Image 1,3,1,100000001,510000000645,
0.829787,,Segment,5,8,Image 1,4,1,100000001,510000000649,
0,,Segment,5,7,Image 1,3,1,100000001,510000000651,
0,,Segment,5,6,Image 1,3,1,100000001,510000000653,
0,,Segment,5,11,Image 1,4,1,100000001,510000000656,
0,,Segment,5,10,Image 1,4,1,100000001,510000000658,
1.12658,,Segment,5,8,Image 1,3,1,100000001,510000000661,
0,,Segment,5,7,Image 1,4,1,100000001,510000000663,
0,,Segment,5,6,Image 1,3,1,100000001,510000000665,
21.8406,,Segment,5,13,Image 1,8,1,100000001,510000000699,
0,,Segment,5,12,Image 1,7,1,100000001,510000000701,
0,,Segment,5,11,Image 1,6,1,100000001,510000000705,
15.1887,,Segment,5,10,Image 1,6,1,100000001,510000000709,
30.9259,,Segment,5,9,Image 1,5,1,100000001,510000000718,
0.484211,,Segment,5,7,Image 1,4,1,100000001,510000000725,
0,,Segment,5,5,Image 1,3,1,100000001,510000000766,
1.80612,,Segment,5,14,Image 1,7,1,100000001,510000000775,
1.76471,,Segment,5,13,Image 1,6,1,100000001,510000000778,
0,,Segment,5,12,Image 1,6,1,100000001,510000000781,
0,,Segment,5,13,Image 1,7,1,100000001,510000000784,
0,,Segment,5,11,Image 1,4,1,100000001,510000000806,
0,,Segment,5,10,Image 1,4,1,100000001,510000000814,
0,,Segment,5,9,Image 1,4,1,100000001,510000000817,
0.508621,,Segment,5,13,Image 1,7,1,100000001,510000000824,
0,,Segment,5,11,Image 1,7,1,100000001,510000000826,
166.067,,Segment,5,11,Image 1,6,1,100000001,510000000830,
85.1463,,Segment,5,10,Image 1,5,1,100000001,510000000832,
78.6988,,Segment,5,11,Image 1,5,1,100000001,510000000835,
0.214286,,Segment,5,11,Image 1,5,1,100000001,510000000839,
0,,Segment,5,10,Image 1,5,1,100000001,510000000843,
0,,Segment,5,6,Image 1,4,1,100000001,510000000851,
0,,Segment,5,8,Image 1,5,1,100000001,510000000853,
25.9946,,Segment,5,7,Image 1,3,1,100000001,510000000857,
0,,Segment,5,13,Image 1,3,1,100000000,510000000860,
17.335,,Segment,5,12,Image 1,3,1,100000000,510000000894,
51.8784,,Segment,5,11,Image 1,2,1,100000000,510000000910,
0.285714,,Segment,5,9,Image 1,1,1,100000000,510000000914,
