
Intensity StdDev Ch=4 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
9.38459,,Surface,4,Image 1,1,0,
17.5376,,Surface,4,Image 1,1,1,
