
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.11883,µm^2,Segment,21,6,1,100000001,510000000033,
0.279466,µm^2,Segment,20,5,1,100000001,510000000035,
0.947607,µm^2,Segment,19,5,1,100000001,510000000045,
0.837673,µm^2,Segment,18,5,1,100000001,510000000052,
1.13578,µm^2,Segment,17,5,1,100000001,510000000066,
1.84279,µm^2,Segment,16,4,1,100000001,510000000089,
1.66737,µm^2,Segment,15,4,1,100000001,510000000114,
0.270911,µm^2,Segment,14,3,1,100000001,510000000116,
1.31057,µm^2,Segment,13,3,1,100000001,510000000127,
1.15495,µm^2,Segment,12,3,1,100000001,510000000134,
0.260869,µm^2,Segment,11,2,1,100000001,510000000136,
0.715668,µm^2,Segment,10,2,1,100000001,510000000142,
0.886442,µm^2,Segment,9,2,1,100000001,510000000149,
0.241322,µm^2,Segment,8,2,1,100000001,510000000151,
0.445277,µm^2,Segment,7,2,1,100000001,510000000155,
2.03343,µm^2,Segment,6,2,1,100000001,510000000171,
2.05456,µm^2,Segment,5,2,1,100000001,510000000203,
1.62689,µm^2,Segment,3,2,1,100000001,510000000220,
1.12526,µm^2,Segment,2,1,1,100000001,510000000230,
1.04855,µm^2,Segment,1,1,1,100000001,510000000243,
0.47473,µm^2,Segment,0,1,1,100000001,510000000252,
0.383177,µm^2,Segment,23,6,1,100000001,510000000261,
0.886127,µm^2,Segment,22,6,1,100000001,510000000270,
0.519626,µm^2,Segment,21,6,1,100000001,510000000275,
0.964273,µm^2,Segment,20,6,1,100000001,510000000285,
0.329897,µm^2,Segment,23,7,1,100000001,510000000288,
0.56264,µm^2,Segment,22,7,1,100000001,510000000295,
0.573386,µm^2,Segment,22,8,1,100000001,510000000301,
0.85365,µm^2,Segment,21,7,1,100000001,510000000309,
1.59849,µm^2,Segment,21,6,1,100000001,510000000323,
0.343413,µm^2,Segment,22,7,1,100000001,510000000325,
0.594587,µm^2,Segment,19,6,1,100000001,510000000329,
0.501683,µm^2,Segment,21,5,1,100000001,510000000333,
0.978787,µm^2,Segment,21,6,1,100000001,510000000347,
0.834875,µm^2,Segment,20,5,1,100000001,510000000355,
0.843889,µm^2,Segment,19,4,1,100000001,510000000362,
1.37011,µm^2,Segment,18,4,1,100000001,510000000378,
1.06692,µm^2,Segment,17,4,1,100000001,510000000386,
1.73752,µm^2,Segment,19,5,1,100000001,510000000405,
0.693961,µm^2,Segment,18,6,1,100000001,510000000411,
1.03345,µm^2,Segment,21,5,1,100000001,510000000419,
0.373294,µm^2,Segment,21,6,1,100000001,510000000421,
1.06116,µm^2,Segment,20,4,1,100000001,510000000429,
0.96143,µm^2,Segment,11,4,1,100000001,510000000446,
1.21274,µm^2,Segment,10,3,1,100000001,510000000457,
1.48639,µm^2,Segment,11,3,1,100000001,510000000474,
0.36315,µm^2,Segment,20,5,1,100000001,510000000476,
2.40002,µm^2,Segment,13,4,1,100000001,510000000504,
0.315592,µm^2,Segment,22,6,1,100000001,510000000508,
0.903676,µm^2,Segment,21,5,1,100000001,510000000515,
0.473649,µm^2,Segment,20,5,1,100000001,510000000518,
0.808867,µm^2,Segment,17,5,1,100000001,510000000527,
0.87323,µm^2,Segment,16,5,1,100000001,510000000535,
0.450627,µm^2,Segment,22,5,1,100000001,510000000537,
0.601941,µm^2,Segment,18,6,1,100000001,510000000540,
0.435511,µm^2,Segment,18,5,1,100000001,510000000544,
0.740671,µm^2,Segment,17,5,1,100000001,510000000556,
1.23777,µm^2,Segment,16,4,1,100000001,510000000567,
1.42029,µm^2,Segment,15,3,1,100000001,510000000576,
0.68404,µm^2,Segment,19,6,1,100000001,510000000579,
1.09735,µm^2,Segment,17,4,1,100000001,510000000591,
0.644679,µm^2,Segment,21,6,1,100000001,510000000594,
0.503139,µm^2,Segment,20,6,1,100000001,510000000596,
0.400008,µm^2,Segment,17,6,1,100000001,510000000599,
0.912244,µm^2,Segment,14,4,1,100000001,510000000607,
0.697543,µm^2,Segment,16,3,1,100000001,510000000609,
0.448685,µm^2,Segment,11,3,1,100000001,510000000614,
1.1159,µm^2,Segment,11,3,1,100000001,510000000623,
0.0983349,µm^2,Segment,10,3,1,100000001,510000000625,
0.417946,µm^2,Segment,9,3,1,100000001,510000000628,
0.938016,µm^2,Segment,12,2,1,100000001,510000000634,
0.845626,µm^2,Segment,9,3,1,100000001,510000000641,
0.622522,µm^2,Segment,8,3,1,100000001,510000000645,
0.229395,µm^2,Segment,8,4,1,100000001,510000000649,
0.260192,µm^2,Segment,7,3,1,100000001,510000000651,
0.45339,µm^2,Segment,6,3,1,100000001,510000000653,
0.283397,µm^2,Segment,11,4,1,100000001,510000000656,
0.367806,µm^2,Segment,10,4,1,100000001,510000000658,
0.406017,µm^2,Segment,8,3,1,100000001,510000000661,
0.523103,µm^2,Segment,7,4,1,100000001,510000000663,
0.626037,µm^2,Segment,6,3,1,100000001,510000000665,
2.49733,µm^2,Segment,13,8,1,100000001,510000000699,
0.203557,µm^2,Segment,12,7,1,100000001,510000000701,
0.544739,µm^2,Segment,11,6,1,100000001,510000000705,
0.478617,µm^2,Segment,10,6,1,100000001,510000000709,
0.883592,µm^2,Segment,9,5,1,100000001,510000000718,
0.708156,µm^2,Segment,7,4,1,100000001,510000000725,
2.32801,µm^2,Segment,5,3,1,100000001,510000000766,
0.637092,µm^2,Segment,14,7,1,100000001,510000000775,
0.27038,µm^2,Segment,13,6,1,100000001,510000000778,
0.411471,µm^2,Segment,12,6,1,100000001,510000000781,
0.281731,µm^2,Segment,13,7,1,100000001,510000000784,
1.92214,µm^2,Segment,11,4,1,100000001,510000000806,
0.620811,µm^2,Segment,10,4,1,100000001,510000000814,
0.480279,µm^2,Segment,9,4,1,100000001,510000000817,
