
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.420174,µm,Spine,13,8,1,100000001,610000004003,
0.216492,µm,Spine,13,8,1,100000001,610000004007,
0.227386,µm,Spine,11,6,1,100000000,610000004012,
0.176689,µm,Spine,5,1,1,100000001,610000004016,
0.420174,µm,Spine,13,8,1,100000001,610000004021,
0.216903,µm,Spine,11,6,1,100000000,610000004026,
0.393989,µm,Spine,13,8,1,100000001,610000004031,
0.420174,µm,Spine,13,8,1,100000001,610000004035,
0.216903,µm,Spine,11,6,1,100000000,610000004039,
0.19043,µm,Spine,5,2,1,100000000,610000004044,
0.217758,µm,Spine,2,1,1,100000000,610000004048,
0.199582,µm,Spine,10,5,1,100000000,610000004050,
0,µm,Spine,0,1,1,100000000,610000004056,
0.354028,µm,Spine,5,2,1,100000001,610000004059,
0.224012,µm,Spine,6,1,1,100000000,610000004062,
0.230303,µm,Spine,21,6,1,100000001,610000004064,
0.298516,µm,Spine,7,2,1,100000001,610000004066,
0.32638,µm,Spine,11,1,1,100000001,610000004068,
0.325,µm,Spine,7,2,1,100000001,610000004074,
0.186099,µm,Spine,23,6,1,100000001,610000004076,
0.369337,µm,Spine,16,2,1,100000000,610000004079,
0.218218,µm,Spine,0,1,1,100000000,610000004084,
0.308142,µm,Spine,4,2,1,100000001,610000004087,
0.299223,µm,Spine,11,3,1,100000001,610000004089,
0.306293,µm,Spine,1,2,1,100000001,610000004094,
0.433833,µm,Spine,13,3,1,100000001,610000004099,
0.305194,µm,Spine,10,3,1,100000000,610000004106,
0.213313,µm,Spine,5,2,1,100000000,610000004108,
0.401203,µm,Spine,4,2,1,100000001,610000004116,
0.335771,µm,Spine,5,4,1,100000001,610000004118,
0,µm,Spine,3,2,1,100000001,610000004121,
0,µm,Spine,16,2,1,100000000,610000004123,
0.24375,µm,Spine,18,5,1,100000001,610000004125,
0.24375,µm,Spine,9,3,1,100000000,610000004128,
0.354972,µm,Spine,0,1,1,100000000,610000004133,
0.283391,µm,Spine,12,1,1,100000001,610000004135,
0.417043,µm,Spine,12,3,1,100000000,610000004138,
0.422754,µm,Spine,5,1,1,100000001,610000004140,
0,µm,Spine,4,1,1,100000000,610000004142,
0.306293,µm,Spine,1,2,1,100000001,610000004145,
0.322901,µm,Spine,10,3,1,100000000,610000004147,
0.182123,µm,Spine,5,3,1,100000000,610000004149,
0.273984,µm,Spine,14,1,1,100000000,610000004151,
0.320872,µm,Spine,9,5,1,100000000,610000004154,
0.349337,µm,Spine,3,2,1,100000001,610000004156,
0.225932,µm,Spine,3,2,1,100000001,610000004158,
0.325,µm,Spine,12,2,1,100000001,610000004161,
0.370002,µm,Spine,0,1,1,100000000,610000004166,
0,µm,Spine,3,1,1,100000000,610000004172,
0.305276,µm,Spine,17,6,1,100000001,610000004177,
0.392786,µm,Spine,21,7,1,100000001,610000004179,
0.345932,µm,Spine,16,4,1,100000001,610000004182,
0,µm,Spine,0,1,1,100000000,610000004187,
0,µm,Spine,12,2,1,100000000,610000004189,
0,µm,Spine,8,2,1,100000001,610000004195,
0,µm,Spine,7,2,1,100000001,610000004198,
0.350073,µm,Spine,9,3,1,100000000,610000004201,
0,µm,Spine,4,1,1,100000000,610000004203,
0,µm,Spine,0,1,1,100000000,610000004208,
0,µm,Spine,12,3,1,100000000,610000004210,
0,µm,Spine,0,1,1,100000000,610000004217,
0,µm,Spine,0,1,1,100000000,610000004220,
0.410277,µm,Spine,0,1,1,100000000,610000004232,
0,µm,Spine,0,1,1,100000000,610000004235,
0,µm,Spine,6,4,1,100000000,610000004243,
0,µm,Spine,6,4,1,100000000,610000004246,
0,µm,Spine,17,1,1,100000000,610000004257,
0,µm,Spine,13,1,1,100000000,610000004259,
0,µm,Spine,3,2,1,100000001,610000004264,
0,µm,Spine,2,2,1,100000001,610000004268,
0,µm,Spine,0,1,1,100000000,610000004273,
0,µm,Spine,12,2,1,100000000,610000004276,
0,µm,Spine,10,3,1,100000000,610000004282,
0.367076,µm,Spine,4,3,1,100000001,610000004291,
0,µm,Spine,4,1,1,100000000,610000004293,
0,µm,Spine,0,1,1,100000000,610000004299,
0,µm,Spine,12,2,1,100000000,610000004347,
0,µm,Spine,17,4,1,100000000,610000004348,
0,µm,Spine,14,2,1,100000000,610000004349,
0,µm,Spine,14,3,1,100000000,610000004350,
0,µm,Spine,13,2,1,100000000,610000004351,
0,µm,Spine,13,2,1,100000000,610000004352,
0,µm,Spine,13,2,1,100000000,610000004353,
0,µm,Spine,18,3,1,100000000,610000004354,
0,µm,Spine,15,1,1,100000000,610000004355,
0,µm,Spine,15,1,1,100000000,610000004356,
0,µm,Spine,12,1,1,100000000,610000004357,
0,µm,Spine,12,1,1,100000000,610000004358,
0,µm,Spine,11,1,1,100000000,610000004359,
0,µm,Spine,9,1,1,100000000,610000004360,
0,µm,Spine,8,1,1,100000000,610000004361,
0,µm,Spine,8,1,1,100000000,610000004362,
0,µm,Spine,11,5,1,100000000,610000004363,
0,µm,Spine,11,5,1,100000000,610000004364,
0,µm,Spine,17,6,1,100000000,610000004365,
0,µm,Spine,16,7,1,100000000,610000004366,
0,µm,Spine,11,4,1,100000000,610000004367,
0,µm,Spine,8,3,1,100000000,610000004368,
0,µm,Spine,10,3,1,100000000,610000004369,
0,µm,Spine,9,3,1,100000000,610000004370,
0,µm,Spine,10,3,1,100000000,610000004371,
0,µm,Spine,8,2,1,100000000,610000004372,
