
Spine Intensity Max Ch=3 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
197,,Spine,3,13,Image 1,8,1,100000001,610000004003,
167,,Spine,3,13,Image 1,8,1,100000001,610000004007,
109,,Spine,3,11,Image 1,6,1,100000000,610000004012,
137,,Spine,3,5,Image 1,1,1,100000001,610000004016,
197,,Spine,3,13,Image 1,8,1,100000001,610000004021,
121,,Spine,3,11,Image 1,6,1,100000000,610000004026,
81,,Spine,3,13,Image 1,8,1,100000001,610000004031,
197,,Spine,3,13,Image 1,8,1,100000001,610000004035,
116,,Spine,3,11,Image 1,6,1,100000000,610000004039,
121,,Spine,3,5,Image 1,2,1,100000000,610000004044,
143,,Spine,3,2,Image 1,1,1,100000000,610000004048,
102,,Spine,3,10,Image 1,5,1,100000000,610000004050,
178,,Spine,3,0,Image 1,1,1,100000000,610000004056,
137,,Spine,3,5,Image 1,2,1,100000001,610000004059,
135,,Spine,3,6,Image 1,1,1,100000000,610000004062,
125,,Spine,3,21,Image 1,6,1,100000001,610000004064,
174,,Spine,3,7,Image 1,2,1,100000001,610000004066,
164,,Spine,3,11,Image 1,1,1,100000001,610000004068,
158,,Spine,3,7,Image 1,2,1,100000001,610000004074,
102,,Spine,3,23,Image 1,6,1,100000001,610000004076,
161,,Spine,3,16,Image 1,2,1,100000000,610000004079,
124,,Spine,3,0,Image 1,1,1,100000000,610000004084,
166,,Spine,3,4,Image 1,2,1,100000001,610000004087,
83,,Spine,3,11,Image 1,3,1,100000001,610000004089,
149,,Spine,3,1,Image 1,2,1,100000001,610000004094,
147,,Spine,3,13,Image 1,3,1,100000001,610000004099,
171,,Spine,3,10,Image 1,3,1,100000000,610000004106,
110,,Spine,3,5,Image 1,2,1,100000000,610000004108,
187,,Spine,3,4,Image 1,2,1,100000001,610000004116,
142,,Spine,3,5,Image 1,4,1,100000001,610000004118,
132,,Spine,3,1,Image 1,2,1,100000001,610000004121,
161,,Spine,3,16,Image 1,2,1,100000000,610000004123,
149,,Spine,3,18,Image 1,5,1,100000001,610000004125,
152,,Spine,3,9,Image 1,3,1,100000000,610000004128,
169,,Spine,3,0,Image 1,1,1,100000000,610000004133,
169,,Spine,3,12,Image 1,1,1,100000001,610000004135,
166,,Spine,3,12,Image 1,3,1,100000000,610000004138,
137,,Spine,3,5,Image 1,1,1,100000001,610000004140,
174,,Spine,3,4,Image 1,1,1,100000000,610000004142,
149,,Spine,3,1,Image 1,2,1,100000001,610000004145,
137,,Spine,3,10,Image 1,3,1,100000000,610000004147,
127,,Spine,3,5,Image 1,3,1,100000000,610000004149,
143,,Spine,3,14,Image 1,1,1,100000000,610000004151,
182,,Spine,3,9,Image 1,5,1,100000000,610000004154,
141,,Spine,3,3,Image 1,2,1,100000001,610000004156,
121,,Spine,3,3,Image 1,2,1,100000001,610000004158,
177,,Spine,3,12,Image 1,2,1,100000001,610000004161,
173,,Spine,3,0,Image 1,1,1,100000000,610000004166,
182,,Spine,3,3,Image 1,1,1,100000000,610000004172,
143,,Spine,3,17,Image 1,6,1,100000001,610000004177,
117,,Spine,3,21,Image 1,7,1,100000001,610000004179,
168,,Spine,3,16,Image 1,4,1,100000001,610000004182,
188,,Spine,3,0,Image 1,1,1,100000000,610000004187,
139,,Spine,3,12,Image 1,2,1,100000000,610000004189,
160,,Spine,3,8,Image 1,2,1,100000001,610000004195,
158,,Spine,3,7,Image 1,2,1,100000001,610000004198,
144,,Spine,3,9,Image 1,3,1,100000000,610000004201,
