
Soma Intensity Center Ch=3 Img=1
 ==================== 
Soma Intensity Center,Unit,Category,Channel,Image,Time,FilamentID,ID,
110,,Soma,3,Image 1,1,100000000,800000000,
104,,Soma,3,Image 1,1,100000001,800000001,
